"area_name";"year";"period";"index_p";"standard_deviation";"confidence_width";"year_base";"index_i";"variance";"n_points";"year_from_to";"ci_start";"ci_end"
"Bergen";2018;"year_to_date";-0,98;2,59125318986258;0,760820438832376;2017;0,9902;6,71459309397301;47;"2017-2018";-1,74082043883238;-0,219179561167624
"Bergen";2019;"year_to_date";-1,88;2,88760935043775;0,888674986949443;2018;0,9812;8,33828776073553;43;"2018-2019";-2,76867498694944;-0,991325013050557
"Bergen";2020;"year_to_date";-7,16;6,41867482300332;2,2048919460836;2019;0,9284;41,1993864834567;34;"2019-2020";-9,3648919460836;-4,9551080539164
NA;2020;NA;-9,79811915840001;3,25376191154012;4,50948393955238;2017;0,902018808416;10,5869665769892;47;"2017-2020";-14,3076030979524;-5,28863521884763
