"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
-3,988;93;5,133;2,214;"2016-2017";0,96012;26,347689;23;-6,202;-1,774
-0,3;96;2,664;1,052;"2017-2018";0,997;7,096896;27;-1,352;0,752
0,839;96;9,841;4,894;"2018-2019";1,00839;96,845281;18;-4,055;5,733
-9,533;62,94;5,818;2,648;"2019-2020";0,90467;33,849124;21;-12,181;-6,885
-12,6748392466053;79,095;18,9729197709984;26,2951252488034;"2016-2020";0,873251607533947;359,971684636744;27;-38,9699644954087;13,620286002198
