"felt";"year";"klasse";"month";"base_volume";"calc_volume";"indeks";"stasjon";"kode"
"LEIRF";2020;"Ukjent";12;6287;6300;0,206775886750443;"Nedre Leirfoss (Fossestuvegen)";53
"LEIRF";2021;"Alle";3;188294;198038;5,17488608240304;"Nedre Leirfoss (Fossestuvegen)";53
"LEIRF";2021;"Liten_bil";3;169198;178468;5,47878816534475;"Nedre Leirfoss (Fossestuvegen)";53
"LEIRF";2021;"Stor_bil";3;16999;17076;0,452967821636574;"Nedre Leirfoss (Fossestuvegen)";53
"LEIRF";2021;"Ukjent";3;2097;2494;18,9318073438245;"Nedre Leirfoss (Fossestuvegen)";53
"RANH-";2017;"Alle";12;7099624;7111319;0,164727033431622;"Ranheim";72
"RANH-";2017;"Liten_bil";12;6285459;6431596;2,32500124493693;"Ranheim";72
"RANH-";2017;"Stor_bil";12;620561;623885;0,53564436050606;"Ranheim";72
"RANH-";2017;"Ukjent";12;193604;55838;-71,1586537468234;"Ranheim";72
"RANH-";2018;"Alle";12;7111319;7225516;1,60584836652666;"Ranheim";72
"RANH-";2018;"Liten_bil";12;6431596;6427558;-0,0627837942557385;"Ranheim";72
"RANH-";2018;"Stor_bil";12;623885;641701;2,8556544876059;"Ranheim";72
"RANH-";2018;"Ukjent";12;55838;156257;179,839893979011;"Ranheim";72
"RANH-";2019;"Alle";12;7225516;7371742;2,02374474016804;"Ranheim";72
"RANH-";2019;"Liten_bil";12;6427558;6642992;3,35172393621341;"Ranheim";72
"RANH-";2019;"Stor_bil";12;641701;629291;-1,93392249661447;"Ranheim";72
"RANH-";2019;"Ukjent";12;156257;99459;-36,3490915606981;"Ranheim";72
"RANH-";2020;"Alle";12;7371742;6365378;-13,6516443467501;"Ranheim";72
"RANH-";2020;"Liten_bil";12;6642992;5722845;-13,8513940706236;"Ranheim";72
"RANH-";2020;"Stor_bil";12;629291;553528;-12,0394221433327;"Ranheim";72
"RANH-";2020;"Ukjent";12;99459;89005;-10,510863773012;"Ranheim";72
"RANH-";2021;"Alle";3;1566354;1272472;-18,7621699820092;"Ranheim";72
"RANH-";2021;"Liten_bil";3;1395877;1126131;-19,3244820281443;"Ranheim";72
"RANH-";2021;"Stor_bil";3;149176;132452;-11,2109186464311;"Ranheim";72
"RANH-";2021;"Ukjent";3;21301;13889;-34,7964884277733;"Ranheim";72
"Rv706";2017;"Alle";12;8526142;8871370;4,04905290106592;"Rv 706 Leangensletta";59
"Rv706";2017;"Liten_bil";12;7895134;8243250;4,40924751878815;"Rv 706 Leangensletta";59
"Rv706";2017;"Stor_bil";12;531503;518063;-2,52867810717907;"Rv 706 Leangensletta";59
"Rv706";2017;"Ukjent";12;99505;110057;10,604492236571;"Rv 706 Leangensletta";59
"Rv706";2018;"Alle";12;8871370;9046467;1,97373122753306;"Rv 706 Leangensletta";59
"Rv706";2018;"Liten_bil";12;8243250;8409940;2,0221393261153;"Rv 706 Leangensletta";59
"Rv706";2018;"Stor_bil";12;518063;538409;3,92732158057998;"Rv 706 Leangensletta";59
"Rv706";2018;"Ukjent";12;110057;98118;-10,8480151194381;"Rv 706 Leangensletta";59
"Rv706";2019;"Alle";12;9046467;9231771;2,04835766272071;"Rv 706 Leangensletta";59
"Rv706";2019;"Liten_bil";12;8409940;8504322;1,12226722188267;"Rv 706 Leangensletta";59
"Rv706";2019;"Stor_bil";12;538409;575505;6,88992940311175;"Rv 706 Leangensletta";59
"Rv706";2019;"Ukjent";12;98118;151944;54,8584357610224;"Rv 706 Leangensletta";59
"Rv706";2020;"Alle";12;9231771;8433947;-8,64215544341383;"Rv 706 Leangensletta";59
"Rv706";2020;"Liten_bil";12;8504322;7759263;-8,76094531698117;"Rv 706 Leangensletta";59
"Rv706";2020;"Stor_bil";12;575505;569848;-0,982962789202524;"Rv 706 Leangensletta";59
"Rv706";2020;"Ukjent";12;151944;104836;-31,0035276154373;"Rv 706 Leangensletta";59
"Rv706";2021;"Alle";3;2103806;1951715;-7,22932627818345;"Rv 706 Leangensletta";59
"Rv706";2021;"Liten_bil";3;1912864;1767171;-7,61648501932182;"Rv 706 Leangensletta";59
"Rv706";2021;"Stor_bil";3;155957;152451;-2,24805555377444;"Rv 706 Leangensletta";59
"Rv706";2021;"Ukjent";3;34985;32093;-8,26639988566529;"Rv 706 Leangensletta";59
"SLUPP";2017;"Alle";12;4054602;3787290;-6,59280491648748;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2017;"Liten_bil";12;3813277;3638527;-4,58267259367731;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2017;"Stor_bil";12;119005;93606;-21,3428007226587;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2017;"Ukjent";12;122320;55157;-54,9076193590582;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2018;"Alle";12;3787290;3833777;1,22744759445408;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2018;"Liten_bil";12;3638527;3715020;2,10230678513585;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2018;"Stor_bil";12;93606;89441;-4,44950110035681;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2018;"Ukjent";12;55157;29316;-46,8499011911453;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2019;"Alle";12;3833777;3911598;2,02987810715125;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2019;"Liten_bil";12;3715020;3792874;2,09565493590882;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2019;"Stor_bil";12;89441;89193;-0,277277758522376;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2019;"Ukjent";12;29316;29531;0,733387911038341;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2020;"Alle";12;3911598;3674555;-6,06000412107788;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2020;"Liten_bil";12;3792874;3566680;-5,96365711067649;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2020;"Stor_bil";12;89193;80851;-9,35275189757043;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2020;"Ukjent";12;29531;27024;-8,48938403711355;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2021;"Alle";3;872615;857982;-1,6769136446199;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2021;"Liten_bil";3;845323;831956;-1,58128904572572;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2021;"Stor_bil";3;19554;17921;-8,35123248440217;"Nord for Sluppen bru (Tempevn)";55
"SLUPP";2021;"Ukjent";3;7738;8105;4,74282760403204;"Nord for Sluppen bru (Tempevn)";55
"TEMPE";2017;"Alle";12;1363034;1322063;-3,00586779199932;"Tempeveien";66
"TEMPE";2017;"Liten_bil";12;1227592;1192989;-2,81877040580258;"Tempeveien";66
"TEMPE";2017;"Stor_bil";12;102888;99679;-3,11892543348107;"Tempeveien";66
"TEMPE";2017;"Ukjent";12;32554;29395;-9,70387663574369;"Tempeveien";66
"TEMPE";2018;"Alle";12;1322063;1335199;0,993598640911975;"Tempeveien";66
"TEMPE";2018;"Liten_bil";12;1192989;1208459;1,29674288698387;"Tempeveien";66
"TEMPE";2018;"Stor_bil";12;99679;98923;-0,7584345749857;"Tempeveien";66
