"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
0,096;94;1,79;0,625;"2016-2017";1,00096;3,2041;33;-0,529;0,721
0,33;96;1,82;0,656;"2017-2018";1,0033;3,3124;32;-0,326;0,986
1,689;96;1,97;0,723;"2018-2019";1,01689;3,8809;30;0,966;2,412
2,12251729075204;95,5;0,159565617338835;0,221146662926436;"2016-2019";1,02122517290752;0,0254611862367237;33;1,9013706278256;2,34366395367847
0,426316800000026;95;0,146894307587174;0,203585123584682;"2016-2018";1,004263168;0,0215779376015152;33;0,222731676415344;0,629901923584708
