"index";"index_i";"periode";"year"
2,1125017072168;1,02112501707217;"Desember";"2019"
2,1475986629294;1,02147598662929;"Januar";"2020"
2,58145868591102;1,02581458685911;"Februar";"2020"
-0,0157938117616441;0,999842061882384;"Mars";"2020"
-0,909071621698465;0,990909283783015;"April";"2020"
