"index";"index_i";"periode";"year"
0,575530638997579;1,00575530638998;"Desember";"2019"
0,331650263786298;1,00331650263786;"Januar";"2020"
0,0994575555854471;1,00099457555585;"Februar";"2020"
-2,80509894545675;0,971949010545432;"Mars";"2020"
-3,50692583396397;0,96493074166036;"April";"2020"
