"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
-1,815;98;3,989;1,725;"2017-2018";0,98185;15,912121;23;-3,54;-0,0899999999999999
-2,607;98;6,711;3,055;"2018-2019";0,97393;45,037521;21;-5,662;0,448
-8,397;79,56;8,011;3,552;"2019-2020";0,91603;64,176121;22;-11,949;-4,845
-12,4043408226885;88,78;9,90602115564981;13,7290448781253;"2017-2020";0,875956591773115;98,1292551361816;23;-26,1333857008138;1,32470405543675
