"index";"index_i";"periode";"year"
-0,0387595280981423;0,999612404719019;"Desember";"2019"
-0,184473610885827;0,998155263891142;"Januar";"2020"
0,0057164610418603;1,00005716461042;"Februar";"2020"
-2,28841045941172;0,977115895405883;"Mars";"2020"
-3,29963805902149;0,967003619409785;"April";"2020"
