"index";"n_points";"year";"standardavvik";"variance";"konfidensintervall";"index_i";"dekning";"ki_start";"ki_slutt"
-10,4460103576262;49;"2019-2020";7,17698498906768;51,5091135333028;2,06147078199526;0,895539896423738;100;-12,5074811396214;-8,3845395756309
