"area_name";"year";"month";"period";"month_object";"month_name";"index_p";"standard_deviation";"confidence_width";"base_volume";"calc_volume";"n_points";"standard_error"
"Tromsø";2017;1;"month";2017-01-01;"Januar";4,25;5,29010664673458;8,41774017510122;1097172;1143828;4;2,6
"Tromsø";2017;2;"month";2017-02-01;"Februar";2,35;1,82629344026642;1,68903972341155;1547891;1584252;7;0,7
"Tromsø";2017;3;"month";2017-03-01;"Mars";11,2;5,94561359404907;4,25323574473613;3054918;3397060;10;1,9
"Tromsø";2017;4;"month";2017-04-01;"April";-13,07;6,1387952800999;4,39142959795965;3666093;3187085;10;1,9
"Tromsø";2017;5;"month";2017-05-01;"Mai";0,66;6,79311177281685;5,67918356504409;2925272;2944579;8;2,4
"Tromsø";2017;6;"month";2017-06-01;"Juni";2,34;8,60305923300789;7,19233750881438;2855737;2922545;8;3
"Tromsø";2017;7;"month";2017-07-01;"Juli";2,13;2,62499789222336;2,01775199812313;2538971;2592958;9;0,9
"Tromsø";2017;8;"month";2017-08-01;"August";0,55;3,36036364132684;2,40385933739592;3499653;3519015;10;1,1
"Tromsø";2017;9;"month";2017-09-01;"September";-0,02;4,38341881384387;2,94482082870962;3808821;3807981;11;1,3
"Tromsø";2017;10;"month";2017-10-01;"Oktober";0,18;2,61727766545886;2,42057812106743;2465005;2469373;7;1
"Tromsø";2017;11;"month";2017-11-01;"November";-1;3,10181946774854;2,59318597015616;2946583;2917185;8;1,1
"Tromsø";2017;12;"month";2017-12-01;"Desember";-0,27;4,00707203230325;3,34999605348286;2682889;2675569;8;1,4
"Tromsø";2018;1;"month";2018-01-01;"Januar";1,08;5,65191426053209;4,72511856906223;2908400;2939911;8;2
"Tromsø";2018;2;"month";2018-02-01;"Februar";1,77;3,73470890269328;3,12229477884838;2686060;2733635;8;1,3
"Tromsø";2018;3;"month";2018-03-01;"Mars";-4,82;5,07001627257037;4,23863967687199;3042049;2895560;8;1,8
"Tromsø";2018;4;"month";2018-04-01;"April";8,73;5,53481065581986;4,62721750552455;2717346;2954499;8;2
"Tromsø";2018;5;"month";2018-05-01;"Mai";0,96;7,26732893893914;5,58616352836095;3189879;3220355;9;2,4
"Tromsø";2018;6;"month";2018-06-01;"Juni";0,13;7,66285432259902;5,89019125179358;3212435;3216573;9;2,6
"Tromsø";2018;7;"month";2018-07-01;"Juli";0,4;2,76297453151894;2,55532524818636;1786155;1793226;7;1
"Tromsø";2018;8;"month";2018-08-01;"August";1,25;3,65006915064941;3,05153417533815;2516420;2547776;8;1,3
"Tromsø";2018;9;"month";2018-09-01;"September";-0,89;2,69912003302063;2,25652081759517;2989122;2962454;8;1
"Tromsø";2018;10;"month";2018-10-01;"Oktober";1,79;1,87817503056131;2,33206231762261;1773787;1805531;5;0,8
"Tromsø";2018;11;"month";2018-11-01;"November";1,83;1,35384954513181;1,04066088317276;3296075;3356502;9;0,5
"Tromsø";2018;12;"month";2018-12-01;"Desember";-0,02;2,2150027403546;1,85178863240362;2699583;2699146;8;0,8
"Tromsø";2019;1;"month";2019-01-01;"Januar";0,87;6,58246683853513;4,70881311126906;3465171;3495201;10;2,1
"Tromsø";2019;2;"month";2019-02-01;"Februar";0,53;5,71813251654816;4,09050558496821;3240449;3257529;10;1,8
"Tromsø";2019;3;"month";2019-03-01;"Mars";4,3;3,46245771922389;2,47689304107828;3416245;3563091;10;1,1
"Tromsø";2019;4;"month";2019-04-01;"April";-3,55;5,33276537334846;3,81483053774611;3505576;3381188;10;1,7
"Tromsø";2019;5;"month";2019-05-01;"Mai";2,23;1,7979406335801;1,28616924875682;3713647;3796363;10;0,6
"Tromsø";2019;6;"month";2019-06-01;"Juni";-1,45;2,28842599935132;1,63704134243881;3546586;3495037;10;0,7
"Tromsø";2019;7;"month";2019-07-01;"Juli";0,71;4,03470209878817;2,8862520099025;2832398;2852481;10;1,3
"Tromsø";2019;8;"month";2019-08-01;"August";-1,01;4,00490270309715;2,86493480640117;3489213;3453829;10;1,3
"Tromsø";2019;9;"month";2019-09-01;"September";-0,28;2,00741464388939;1,27545041463096;4458821;4446379;12;0,6
"Tromsø";2019;10;"month";2019-10-01;"Oktober";-1,23;1,01022300043273;0,722669999929971;3619929;3575430;10;0,3
"Tromsø";2019;11;"month";2019-11-01;"November";-3,69;1,70958458531222;1,08621822343512;4425814;4262336;12;0,5
"Tromsø";2019;12;"month";2019-12-01;"Desember";-3,31;2,006497878587;1,43536211426272;3447855;3333879;10;0,6
"Tromsø";2020;1;"month";2020-01-01;"Januar";-1,19;1,87597008026792;1,2602938484823;3668281;3624670;11;0,6
"Tromsø";2020;2;"month";2020-02-01;"Februar";-1,48;2,3923692409709;1,60721552513422;3440466;3389691;11;0,7
"Tromsø";2020;3;"month";2020-03-01;"Mars";-23,97;2,45132812280429;1,64682464090296;3731973;2837253;11;0,7
"Tromsø";2020;4;"month";2020-04-01;"April";-21,58;2,57835175414598;1,84444173334993;3327202;2609176;10;0,8
"Tromsø";2020;5;"month";2020-05-01;"Mai";-13,49;4,11770297351905;2,76631049822617;4000497;3460664;11;1,2
"Tromsø";2020;6;"month";2020-06-01;"Juni";0,31;5,08902859765186;3,41885593156964;3714006;3725636;11;1,5
"Tromsø";2020;7;"month";2020-07-01;"Juli";1,58;2,54217301121979;1,70785506736891;3175334;3225457;11;0,8
"Tromsø";2020;8;"month";2020-08-01;"August";-4,04;3,85432445365488;2,44892092298957;3810367;3656245;12;1,1
"Tromsø";2020;9;"month";2020-09-01;"September";-0,82;2,6692044836269;1,79319597174809;3621885;3592245;11;0,8
"Tromsø";2020;10;"month";2020-10-01;"Oktober";-2,65;3,96806814624431;2,83858495177813;2954611;2876454;10;1,3
"Tromsø";2020;11;"month";2020-11-01;"November";-8,78;4,63292195227891;3,11243931786047;3333839;3041181;11;1,4
"Tromsø";2020;12;"month";2020-12-01;"Desember";-0,16;4,18027202890613;2,80834496158948;3228840;3223651;11;1,3
"Tromsø";2021;1;"month";2021-01-01;"Januar";-10,97;5,96180078032347;3,60268015503881;4222006;3758800;13;1,7
"Tromsø";2021;2;"month";2021-02-01;"Februar";-7,31;3,95855606182414;2,39213148711901;3926835;3639883;13;1,1
"Tromsø";2021;3;"month";2021-03-01;"Mars";22,57;4,13634613914868;2,49956895558557;3289654;4032044;13;1,1
"Tromsø";2021;4;"month";2021-04-01;"April";24,85;9,67641355031665;5,84739818625456;3121666;3897309;13;2,7
"Tromsø";2021;5;"month";2021-05-01;"Mai";9,36;4,5154345084127;2,72864976443464;3856782;4217894;13;1,3
"Tromsø";2021;6;"month";2021-06-01;"Juni";3,34;4,87565924453727;3,09784608973242;3618891;3739708;12;1,4
"Tromsø";2021;7;"month";2021-07-01;"Juli";-0,18;3,84061690000346;2,44021155891199;3089092;3083660;12;1,1
"Tromsø";2021;8;"month";2021-08-01;"August";1,88;4,58839719871372;3,0825271814071;3223745;3284463;11;1,4
"Tromsø";2021;9;"month";2021-09-01;"September";0,54;2,67330849452213;1,79595308378296;3607280;3626670;11;0,8
"Tromsø";2021;10;"month";2021-10-01;"Oktober";-0,76;3,17973981418566;2,27464883526762;2952385;2929903;10;1
"Tromsø";2021;11;"month";2021-11-01;"November";5,45;4,60429047558924;3,0932044300952;2988791;3151781;11;1,4
"Tromsø";2021;12;"month";2021-12-01;"Desember";0;2,53966149835652;1,7061678100692;3187684;3187707;11;0,8
"Tromsø";2022;1;"month";2022-01-01;"Januar";0,82;6,33456400323809;4,02478995011336;3470657;3498957;12;1,8
"Tromsø";2022;2;"month";2022-02-01;"Februar";2,22;2,7196253477234;1,72796750683952;3375063;3450043;12;0,8
"Tromsø";2022;3;"month";2022-03-01;"Mars";5,78;5,51892861695255;3,3350551851704;3997524;4228422;13;1,5
"Tromsø";2022;4;"month";2022-04-01;"April";-1,72;4,10504449503037;2,4806535613548;3881841;3815110;13;1,1
