"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
0,219;93;3,085;1,864;"2016-2017";1,00219;9,517225;13;-1,645;2,083
0,938;97;3,129;2,238;"2017-2018";1,00938;9,790641;10;-1,3;3,176
-0,656;98;1,317;0,837;"2018-2019";0,99344;1,734489;12;-1,493;0,181
0,495450824316768;96,5;0,506393201057353;0,701825170172257;"2016-2019";1,00495450824317;0,256434074077112;13;-0,206374345855489;1,19727599448902
1,15905421999998;95;1,18652972522406;1,64444630097928;"2016-2018";1,0115905422;1,40785278884029;13;-0,485392080979302;2,80350052097926
