"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
0,026;94;1,864;0,787;"2016-2017";1,00026;3,474496;23;-0,761;0,813
0,188;96;2,024;0,897;"2017-2018";1,00188;4,096576;22;-0,709;1,085
1,074;96;1,852;0,867;"2018-2019";1,01074;3,429904;19;0,207;1,941
1,29034776497121;95,5;0,101091116774514;0,140105139810401;"2016-2019";1,01290347764971;0,0102194138907184;23;1,15024262516081;1,43045290478161
0,214048880000006;95;0,183288404217767;0,254024768129079;"2016-2018";1,0021404888;0,0335946391206957;23;-0,0399758881290725;0,468073648129085
