"index";"dekning";"standardavvik";"konfidensintervall";"year";"index_i";"variance";"n_points";"ki_start";"ki_slutt"
-2,59;98;2,119;0,806;"2017-2018";0,9741;4,490161;29;-3,396;-1,784
-0,256;96;1,738;0,734;"2018-2019";0,99744;3,020644;24;-0,99;0,478
-11,273;43,66;3,823;1,223;"2019-2020";0,88727;14,615329;40;-12,496;-10,05
-2,83936960000001;97;0,934835308003307;1,29561563574024;"2017-2019";0,971606304;0,873917053089638;29;-4,13498523574024;-1,54375396425977
-13,792287464992;70,33;2,60505630550815;3,61042383883527;"2017-2020";0,86207712535008;6,78631835486775;40;-17,4027113038273;-10,1818636261567
