"index";"index_i";"periode";"year"
-3,47232990471956;0,965276700952804;"Desember";"2019"
-2,90152157795251;0,970984784220475;"Januar";"2020"
-2,01197426126269;0,979880257387373;"Februar";"2020"
-4,47574729425141;0,955242527057486;"Mars";"2020"
-5,31043557851604;0,94689564421484;"April";"2020"
