"area_name";"year";"month";"period";"month_object";"month_name";"index_p";"standard_deviation";"confidence_width";"base_volume";"calc_volume";"n_points";"standard_error"
"Kristiansand kommune";2017;1;"month";2017-01-01;"Januar";3,29;3,48076250034656;1,78964293904305;4795777;4953790;25;0,7
"Kristiansand kommune";2017;2;"month";2017-02-01;"Februar";-2,55;2,96297645937363;1,47345352853449;5180259;5047950;26;0,6
"Kristiansand kommune";2017;3;"month";2017-03-01;"Mars";6,09;6,31898291943349;3,36714831800665;4753581;5042899;25;1,3
"Kristiansand kommune";2017;4;"month";2017-04-01;"April";-8,38;3,30617602787477;1,69987885784519;6026693;5521686;27;0,6
"Kristiansand kommune";2017;5;"month";2017-05-01;"Mai";1,55;2,89617008719756;1,31832081805189;8619864;8753888;30;0,5
"Kristiansand kommune";2017;6;"month";2017-06-01;"Juni";-1,47;3,27026556948073;1,81101270839356;5813800;5728288;23;0,7
"Kristiansand kommune";2017;7;"month";2017-07-01;"Juli";-1,83;2,50101232605329;1,44404152494872;5599439;5497247;21;0,5
"Kristiansand kommune";2017;8;"month";2017-08-01;"August";0,73;2,91751173644382;1,50004611868292;6924379;6974794;24;0,6
"Kristiansand kommune";2017;9;"month";2017-09-01;"September";-0,32;3,08758302481245;1,64525685877866;5400186;5382738;23;0,6
"Kristiansand kommune";2017;10;"month";2017-10-01;"Oktober";1,61;1,82186947136961;0,90599437353826;6113704;6212004;27;0,4
"Kristiansand kommune";2017;11;"month";2017-11-01;"November";2,31;1,62476276478601;0,807975514362169;6256801;6401126;27;0,3
"Kristiansand kommune";2017;12;"month";2017-12-01;"Desember";-0,18;2,19780488933265;1,02860435070782;7301527;7288285;29;0,4
"Kristiansand kommune";2018;1;"month";2018-01-01;"Januar";0,55;2,68042820379963;1,29192503969181;6168448;6202367;28;0,5
"Kristiansand kommune";2018;2;"month";2018-02-01;"Februar";-1,7;2,70422345084327;1,30339398164584;5621217;5525804;27;0,5
"Kristiansand kommune";2018;3;"month";2018-03-01;"Mars";-8,06;4,75263702438557;2,53250150645931;3898965;3584546;24;1
"Kristiansand kommune";2018;4;"month";2018-04-01;"April";9,66;8,12953797440896;3,80474088956122;6649641;7292189;29;1,5
