Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Grenland;R;Alle;Alle;Januar;-3,276;89,000;1777562;1837764;5.152;5.923
Grenland;R;Alle;< 5,6m;Januar;-4,323;83,000;1543072;1612795;4.105;4.719
Grenland;R;Alle;> 5,6m;Januar;23,140;83,000;146840;119246;21.190;24.361
Grenland;R;Alle;5,6m - 7,6m;Januar;23,596;83,000;52218;42249;37.290;42.869
Grenland;R;Alle;7,6m - 12,5m;Januar;26,616;83,000;52385;41373;31.752;36.502
Grenland;R;Alle;12,5m - 16,0m;Januar;20,105;83,000;21817;18165;21.128;24.289
Grenland;R;Alle;> 16,0m;Januar;16,960;83,000;20420;17459;11.410;13.117
Grenland;R;Yrkesdøgn;Alle;Januar;3,061;88,000;1442796;1399937;4.428;5.091
Grenland;R;Yrkesdøgn;< 5,6m;Januar;1,760;83,000;1244375;1222853;3.604;4.144
Grenland;R;Yrkesdøgn;> 5,6m;Januar;24,953;83,000;131554;105283;19.741;22.694
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Januar;24,497;83,000;45821;36805;33.722;38.766
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Januar;29,556;83,000;46319;35752;32.101;36.904
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Januar;22,220;83,000;20077;16427;24.369;28.015
Grenland;R;Yrkesdøgn;> 16,0m;Januar;18,639;83,000;19337;16299;12.855;14.778
Grenland;R;Helgedøgn;Alle;Januar;-23,539;90,000;334766;437827;6.478;7.448
Grenland;R;Helgedøgn;< 5,6m;Januar;-23,400;83,000;298697;389942;5.868;6.746
Grenland;R;Helgedøgn;> 5,6m;Januar;9,475;83,000;15286;13963;47.329;54.410
Grenland;R;Helgedøgn;5,6m - 7,6m;Januar;17,506;83,000;6397;5444;96.428;110.853
Grenland;R;Helgedøgn;7,6m - 12,5m;Januar;7,917;83,000;6066;5621;28.575;32.850
Grenland;R;Helgedøgn;12,5m - 16,0m;Januar;0,115;83,000;1740;1738;18.666;21.459
Grenland;R;Helgedøgn;> 16,0m;Januar;-6,638;83,000;1083;1160;48.269;55.490
Grenland;R;Alle;Alle;Februar;-7,024;97,000;1677922;1804688;11.540;13.266
Grenland;R;Alle;< 5,6m;Februar;-6,981;91,000;1466065;1576098;9.439;10.851
Grenland;R;Alle;> 5,6m;Februar;15,909;91,000;139074;119985;33.835;38.897
Grenland;R;Alle;5,6m - 7,6m;Februar;15,147;91,000;47954;41646;41.232;47.400
Grenland;R;Alle;7,6m - 12,5m;Februar;13,267;91,000;50031;44171;36.066;41.461
Grenland;R;Alle;12,5m - 16,0m;Februar;20,265;91,000;20771;17271;16.122;18.534
Grenland;R;Alle;> 16,0m;Februar;20,246;91,000;20318;16897;49.948;57.420
Grenland;R;Yrkesdøgn;Alle;Februar;-6,169;96,000;1355363;1444479;11.807;13.573
Grenland;R;Yrkesdøgn;< 5,6m;Februar;-5,605;91,000;1174397;1244125;8.589;9.874
Grenland;R;Yrkesdøgn;> 5,6m;Februar;16,186;91,000;125915;108374;32.477;37.335
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Februar;15,176;91,000;43017;37349;39.694;45.632
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Februar;13,316;91,000;44412;39193;35.568;40.889
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Februar;21,129;91,000;19119;15784;15.997;18.391
Grenland;R;Yrkesdøgn;> 16,0m;Februar;20,682;91,000;19367;16048;48.969;56.295
Grenland;R;Helgedøgn;Alle;Februar;-10,452;98,000;322559;360209;10.920;12.553
Grenland;R;Helgedøgn;< 5,6m;Februar;-12,141;92,000;291668;331973;13.701;15.751
Grenland;R;Helgedøgn;> 5,6m;Februar;13,332;92,000;13159;11611;57.701;66.333
Grenland;R;Helgedøgn;5,6m - 7,6m;Februar;14,894;92,000;4937;4297;72.298;83.114
Grenland;R;Helgedøgn;7,6m - 12,5m;Februar;12,877;92,000;5619;4978;51.425;59.118
Grenland;R;Helgedøgn;12,5m - 16,0m;Februar;11,096;92,000;1652;1487;39.941;45.916
Grenland;R;Helgedøgn;> 16,0m;Februar;12,014;92,000;951;849;75.517;86.814
Grenland;R;Alle;Alle;Mars;2,342;90,000;1611905;1575011;4.649;6.454
Grenland;R;Alle;< 5,6m;Mars;2,309;85,000;1411850;1379989;5.066;7.033
Grenland;R;Alle;> 5,6m;Mars;25,642;85,000;144807;115254;11.156;15.488
Grenland;R;Alle;5,6m - 7,6m;Mars;22,788;85,000;47842;38963;27.992;38.859
Grenland;R;Alle;7,6m - 12,5m;Mars;20,691;85,000;51366;42560;13.308;18.474
Grenland;R;Alle;12,5m - 16,0m;Mars;34,815;85,000;22657;16806;13.085;18.165
Grenland;R;Alle;> 16,0m;Mars;35,551;85,000;22942;16925;32.592;45.245
Grenland;R;Yrkesdøgn;Alle;Mars;11,491;89,000;1326985;1190215;6.259;8.689
Grenland;R;Yrkesdøgn;< 5,6m;Mars;12,525;85,000;1159538;1030470;8.704;12.084
Grenland;R;Yrkesdøgn;> 5,6m;Mars;30,974;85,000;131798;100629;10.078;13.991
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Mars;28,981;85,000;43041;33370;27.679;38.425
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Mars;26,327;85,000;45666;36149;14.653;20.342
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Mars;38,402;85,000;21033;15197;16.003;22.216
Grenland;R;Yrkesdøgn;> 16,0m;Mars;38,616;85,000;22058;15913;33.009;45.824
Grenland;R;Helgedøgn;Alle;Mars;-25,956;93,000;284920;384796;5.937;8.243
Grenland;R;Helgedøgn;< 5,6m;Mars;-27,812;87,000;252312;349519;8.906;12.363
Grenland;R;Helgedøgn;> 5,6m;Mars;-11,050;87,000;13009;14625;14.368;19.946
Grenland;R;Helgedøgn;5,6m - 7,6m;Mars;-14,161;87,000;4801;5593;27.422;38.068
Grenland;R;Helgedøgn;7,6m - 12,5m;Mars;-11,090;87,000;5700;6411;12.673;17.593
Grenland;R;Helgedøgn;12,5m - 16,0m;Mars;0,932;87,000;1624;1609;10.106;14.029
Grenland;R;Helgedøgn;> 16,0m;Mars;-12,648;87,000;884;1012;29.113;40.415
Grenland;R;Alle;Alle;April;-11,362;95,000;1849007;2086030;4.088;4.700
Grenland;R;Alle;< 5,6m;April;-12,111;95,000;1669861;1899957;4.025;4.627
Grenland;R;Alle;> 5,6m;April;-3,436;95,000;177722;184046;8.882;10.211
Grenland;R;Alle;5,6m - 7,6m;April;-10,967;95,000;55960;62853;11.913;13.696
Grenland;R;Alle;7,6m - 12,5m;April;-3,426;95,000;72301;74866;7.702;8.855
Grenland;R;Alle;12,5m - 16,0m;April;3,582;95,000;23105;22306;13.641;15.682
Grenland;R;Alle;> 16,0m;April;9,721;95,000;26356;24021;23.359;26.853
Grenland;R;Yrkesdøgn;Alle;April;-21,270;95,000;1279043;1624594;4.219;4.850
