Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Buskerudbyen;K;Alle;Alle;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Januar;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Februar;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Mars;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;April;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Mai;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Juni;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;Alle;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;< 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;5,6m - 7,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;7,6m - 12,5m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;12,5m - 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Yrkesdøgn;>= 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;Alle;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;< 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 5,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;5,6m - 7,6m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;7,6m - 12,5m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;12,5m - 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Helgedøgn;>= 16,0m;Juli;-;-;-;-;-;-
Buskerudbyen;K;Alle;Alle;August;-;-;-;-;-;-
Buskerudbyen;K;Alle;< 5,6m;August;-;-;-;-;-;-
Buskerudbyen;K;Alle;>= 5,6m;August;-;-;-;-;-;-
Buskerudbyen;K;Alle;5,6m - 7,6m;August;-;-;-;-;-;-
Buskerudbyen;K;Alle;7,6m - 12,5m;August;-;-;-;-;-;-
Buskerudbyen;K;Alle;12,5m - 16,0m;August;-;-;-;-;-;-
