Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Januar;4,226;90,000;5551176;5326109;3.438;1.904
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Januar;3,213;90,000;5124932;4965371;3.278;1.815
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Januar;17,773;90,000;423873;359908;10.523;5.827
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Januar;27,235;90,000;130415;102499;26.757;14.818
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Januar;11,694;90,000;148599;133041;8.582;4.753
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Januar;17,987;90,000;56733;48084;28.257;15.648
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Januar;15,524;90,000;88126;76284;18.351;10.163
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Januar;10,445;90,000;4366927;3953941;6.012;3.330
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;Januar;9,463;90,000;3985232;3640726;6.177;3.421
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;Januar;21,443;90,000;379439;312441;10.090;5.587
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Januar;31,044;90,000;115172;87888;25.907;14.347
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Januar;16,086;90,000;130673;112566;9.525;5.275
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Januar;22,052;90,000;51125;41888;27.638;15.306
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;Januar;17,646;90,000;82469;70099;18.594;10.297
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;Januar;-13,695;90,000;1184249;1372168;8.743;4.842
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;< 5,6m;Januar;-13,962;90,000;1139700;1324645;8.643;4.787
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 5,6m;Januar;-6,390;90,000;44434;47467;16.996;9.412
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;5,6m - 7,6m;Januar;4,326;90,000;15243;14611;35.742;19.793
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;7,6m - 12,5m;Januar;-12,449;90,000;17926;20475;13.338;7.386
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;12,5m - 16,0m;Januar;-9,490;90,000;5608;6196;38.651;21.404
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 16,0m;Januar;-8,537;90,000;5657;6185;25.255;13.986
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Februar;0,313;92,000;6301794;6282156;5.138;2.642
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Februar;-0,590;92,000;5805353;5839781;4.913;2.526
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Februar;12,003;92,000;494509;441513;12.826;6.595
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Februar;19,779;92,000;147746;123349;20.976;10.785
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Februar;6,503;92,000;173614;163014;13.223;6.799
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Februar;5,772;92,000;64396;60882;27.247;14.009
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Februar;15,366;92,000;108753;94268;24.100;12.391
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Februar;1,174;91,000;4952706;4895245;6.797;3.495
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;Februar;0,128;91,000;4507810;4502048;6.551;3.368
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;Februar;12,907;91,000;443045;392398;14.002;7.199
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Februar;20,126;91,000;129784;108040;20.882;10.737
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Februar;7,556;91,000;153050;142298;14.534;7.473
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Februar;7,069;91,000;57846;54027;27.486;14.132
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;Februar;16,280;91,000;102365;88033;24.884;12.794
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;Februar;-2,727;94,000;1349088;1386911;6.909;3.552
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;< 5,6m;Februar;-3,004;94,000;1297543;1337733;6.819;3.506
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 5,6m;Februar;4,783;94,000;51464;49115;14.599;7.506
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;5,6m - 7,6m;Februar;17,330;94,000;17962;15309;32.357;16.637
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;7,6m - 12,5m;Februar;-0,734;94,000;20564;20716;12.710;6.535
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;12,5m - 16,0m;Februar;-4,449;94,000;6550;6855;43.025;22.122
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 16,0m;Februar;2,454;94,000;6388;6235;25.113;12.912
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Mars;9,750;91,000;8666822;7896860;5.519;2.512
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Mars;8,625;91,000;7988740;7354416;5.389;2.453
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Mars;24,336;91,000;673671;541815;11.046;5.028
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Mars;35,973;91,000;208966;153682;24.778;11.279
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Mars;20,172;91,000;246256;204920;9.840;4.479
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Mars;15,557;91,000;86626;74964;29.936;13.627
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Mars;21,778;91,000;131823;108249;20.296;9.238
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Mars;19,243;90,000;6962031;5838510;7.617;3.467
