Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Nedre Glomma;E+R;Alle;Alle;Januar;0,007;100,000;2021149;2021009;2.272;5.644
Nedre Glomma;E+R;Alle;< 5,6m;Januar;-0,300;100,000;1814605;1820059;1.886;4.685
Nedre Glomma;E+R;Alle;>= 5,6m;Januar;2,803;100,000;206352;200726;5.426;13.478
Nedre Glomma;E+R;Alle;5,6m - 7,6m;Januar;1,201;100,000;43731;43212;2.865;7.118
Nedre Glomma;E+R;Alle;7,6m - 12,5m;Januar;-1,220;100,000;53256;53914;4.711;11.703
Nedre Glomma;E+R;Alle;12,5m - 16,0m;Januar;0,305;100,000;30609;30516;6.700;16.643
Nedre Glomma;E+R;Alle;>= 16,0m;Januar;7,761;100,000;78756;73084;7.476;18.572
Nedre Glomma;E+R;Yrkesdøgn;Alle;Januar;0,415;100,000;1588809;1582237;2.085;5.178
Nedre Glomma;E+R;Yrkesdøgn;< 5,6m;Januar;0,049;100,000;1401559;1400868;1.597;3.968
Nedre Glomma;E+R;Yrkesdøgn;>= 5,6m;Januar;3,264;100,000;187076;181162;5.464;13.573
Nedre Glomma;E+R;Yrkesdøgn;5,6m - 7,6m;Januar;2,275;100,000;39514;38635;2.537;6.302
Nedre Glomma;E+R;Yrkesdøgn;7,6m - 12,5m;Januar;-0,169;100,000;47954;48035;5.271;13.093
Nedre Glomma;E+R;Yrkesdøgn;12,5m - 16,0m;Januar;-0,018;100,000;27507;27512;6.651;16.522
Nedre Glomma;E+R;Yrkesdøgn;>= 16,0m;Januar;7,646;100,000;72101;66980;7.605;18.892
Nedre Glomma;E+R;Helgedøgn;Alle;Januar;-1,466;100,000;432340;438772;3.009;7.476
Nedre Glomma;E+R;Helgedøgn;< 5,6m;Januar;-1,466;100,000;413046;419191;2.959;7.352
Nedre Glomma;E+R;Helgedøgn;>= 5,6m;Januar;-1,472;100,000;19276;19564;6.413;15.931
Nedre Glomma;E+R;Helgedøgn;5,6m - 7,6m;Januar;-7,865;100,000;4217;4577;8.299;20.615
Nedre Glomma;E+R;Helgedøgn;7,6m - 12,5m;Januar;-9,815;100,000;5302;5879;3.367;8.363
Nedre Glomma;E+R;Helgedøgn;12,5m - 16,0m;Januar;3,262;100,000;3102;3004;7.678;19.072
Nedre Glomma;E+R;Helgedøgn;>= 16,0m;Januar;9,027;100,000;6655;6104;12.905;32.058
Nedre Glomma;E+R;Alle;Alle;Februar;0,079;100,000;1900244;1898750;0.978;2.429
Nedre Glomma;E+R;Alle;< 5,6m;Februar;-0,101;100,000;1707648;1709371;0.820;2.036
Nedre Glomma;E+R;Alle;>= 5,6m;Februar;1,717;100,000;192416;189168;2.114;5.250
Nedre Glomma;E+R;Alle;5,6m - 7,6m;Februar;1,292;100,000;39658;39152;4.444;11.041
Nedre Glomma;E+R;Alle;7,6m - 12,5m;Februar;-2,314;100,000;49146;50310;2.313;5.747
Nedre Glomma;E+R;Alle;12,5m - 16,0m;Februar;2,879;100,000;30084;29242;5.500;13.662
Nedre Glomma;E+R;Alle;>= 16,0m;Februar;4,348;100,000;73528;70464;2.614;6.493
Nedre Glomma;E+R;Yrkesdøgn;Alle;Februar;0,440;100,000;1482625;1476130;0.757;1.881
Nedre Glomma;E+R;Yrkesdøgn;< 5,6m;Februar;0,188;100,000;1308452;1305999;0.480;1.191
