Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Kristiansand;E;Alle;Alle;Januar;0,664;99,000;4138425;4111134;2.125;1.965
Kristiansand;E;Alle;< 5,6m;Januar;0,476;99,000;3666974;3649602;2.280;2.109
Kristiansand;E;Alle;>= 5,6m;Januar;2,180;99,000;471034;460983;3.192;2.952
Kristiansand;E;Alle;5,6m - 7,6m;Januar;3,821;99,000;121585;117110;4.664;4.313
Kristiansand;E;Alle;7,6m - 12,5m;Januar;1,420;99,000;155971;153787;5.252;4.858
Kristiansand;E;Alle;12,5m - 16,0m;Januar;-5,206;99,000;58471;61682;14.388;13.307
Kristiansand;E;Alle;>= 16,0m;Januar;5,142;99,000;135007;128404;4.875;4.508
Kristiansand;E;Yrkesdøgn;Alle;Januar;0,788;99,000;3344905;3318762;1.950;1.803
Kristiansand;E;Yrkesdøgn;< 5,6m;Januar;0,600;99,000;2925117;2907657;2.123;1.963
Kristiansand;E;Yrkesdøgn;>= 5,6m;Januar;2,149;99,000;419445;410620;3.123;2.889
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Januar;3,967;99,000;106552;102486;4.261;3.941
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;Januar;2,109;99,000;137771;134926;5.931;5.485
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;Januar;-6,317;99,000;51710;55197;15.065;13.933
Kristiansand;E;Yrkesdøgn;>= 16,0m;Januar;4,577;99,000;123412;118011;5.143;4.757
Kristiansand;E;Helgedøgn;Alle;Januar;0,145;99,000;793520;792372;3.536;3.271
Kristiansand;E;Helgedøgn;< 5,6m;Januar;-0,012;99,000;741857;741945;3.563;3.296
Kristiansand;E;Helgedøgn;>= 5,6m;Januar;2,434;99,000;51589;50363;5.182;4.792
Kristiansand;E;Helgedøgn;5,6m - 7,6m;Januar;2,797;99,000;15033;14624;7.695;7.116
Kristiansand;E;Helgedøgn;7,6m - 12,5m;Januar;-3,505;99,000;18200;18861;5.361;4.958
Kristiansand;E;Helgedøgn;12,5m - 16,0m;Januar;4,256;99,000;6761;6485;11.898;11.003
Kristiansand;E;Helgedøgn;>= 16,0m;Januar;11,565;99,000;11595;10393;3.052;2.823
Kristiansand;E;Alle;Alle;Februar;-1,439;99,000;3657061;3710451;1.660;1.535
Kristiansand;E;Alle;< 5,6m;Februar;-1,618;99,000;3242160;3295474;1.837;1.699
Kristiansand;E;Alle;>= 5,6m;Februar;-0,144;99,000;414040;414639;2.168;2.005
Kristiansand;E;Alle;5,6m - 7,6m;Februar;2,105;99,000;106543;104346;4.843;4.479
Kristiansand;E;Alle;7,6m - 12,5m;Februar;0,678;99,000;135127;134217;4.798;4.438
Kristiansand;E;Alle;12,5m - 16,0m;Februar;-7,692;99,000;51497;55788;13.909;12.864
Kristiansand;E;Alle;>= 16,0m;Februar;0,486;99,000;120873;120288;3.406;3.150
Kristiansand;E;Yrkesdøgn;Alle;Februar;-1,108;98,000;2945613;2978619;1.472;1.361
Kristiansand;E;Yrkesdøgn;< 5,6m;Februar;-1,236;98,000;2576265;2608496;1.632;1.509
Kristiansand;E;Yrkesdøgn;>= 5,6m;Februar;-0,345;98,000;368557;369833;2.227;2.060
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Februar;2,396;98,000;93322;91138;4.889;4.522
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;Februar;0,854;98,000;119481;118469;5.192;4.802
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;Februar;-9,165;98,000;45234;49798;14.880;13.762
Kristiansand;E;Yrkesdøgn;>= 16,0m;Februar;0,083;98,000;110520;110428;3.569;3.300
Kristiansand;E;Helgedøgn;Alle;Februar;-2,785;99,000;711448;731832;2.917;2.698
Kristiansand;E;Helgedøgn;< 5,6m;Februar;-3,069;99,000;665895;686978;3.082;2.850
Kristiansand;E;Helgedøgn;>= 5,6m;Februar;1,511;99,000;45483;44806;3.164;2.927
Kristiansand;E;Helgedøgn;5,6m - 7,6m;Februar;0,098;99,000;13221;13208;5.993;5.542
Kristiansand;E;Helgedøgn;7,6m - 12,5m;Februar;-0,648;99,000;15646;15748;4.107;3.799
Kristiansand;E;Helgedøgn;12,5m - 16,0m;Februar;4,558;99,000;6263;5990;6.048;5.593
Kristiansand;E;Helgedøgn;>= 16,0m;Februar;5,000;99,000;10353;9860;4.776;4.417
Kristiansand;E;Alle;Alle;Mars;-5,321;99,000;1946077;2055439;0.861;1.370
Kristiansand;E;Alle;< 5,6m;Mars;-3,839;99,000;1685715;1753019;0.986;1.569
Kristiansand;E;Alle;>= 5,6m;Mars;-13,904;99,000;260234;302259;2.405;3.827
Kristiansand;E;Alle;5,6m - 7,6m;Mars;-12,460;99,000;63090;72070;5.060;8.051
Kristiansand;E;Alle;7,6m - 12,5m;Mars;-15,804;99,000;82435;97908;1.519;2.418
Kristiansand;E;Alle;12,5m - 16,0m;Mars;-10,180;99,000;32303;35964;6.214;9.889
Kristiansand;E;Alle;>= 16,0m;Mars;-14,443;99,000;82406;96317;2.445;3.891
Kristiansand;E;Yrkesdøgn;Alle;Mars;-13,280;99,000;1461962;1685850;0.745;1.186
Kristiansand;E;Yrkesdøgn;< 5,6m;Mars;-12,471;99,000;1238796;1415295;0.481;0.766
Kristiansand;E;Yrkesdøgn;>= 5,6m;Mars;-17,511;99,000;223063;270417;2.650;4.217
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Mars;-18,248;99,000;51753;63305;5.743;9.138
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;Mars;-18,457;99,000;69686;85459;2.386;3.797
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;Mars;-14,157;99,000;27644;32203;6.379;10.151
Kristiansand;E;Yrkesdøgn;>= 16,0m;Mars;-17,295;99,000;73980;89450;2.621;4.170
Kristiansand;E;Helgedøgn;Alle;Mars;30,987;99,000;484115;369589;4.053;6.450
Kristiansand;E;Helgedøgn;< 5,6m;Mars;32,333;99,000;446919;337724;3.856;6.137
Kristiansand;E;Helgedøgn;>= 5,6m;Mars;16,736;99,000;37171;31842;6.632;10.553
Kristiansand;E;Helgedøgn;5,6m - 7,6m;Mars;29,344;99,000;11337;8765;5.206;8.284
Kristiansand;E;Helgedøgn;7,6m - 12,5m;Mars;2,410;99,000;12749;12449;11.231;17.871
Kristiansand;E;Helgedøgn;12,5m - 16,0m;Mars;23,877;99,000;4659;3761;6.812;10.839
Kristiansand;E;Helgedøgn;>= 16,0m;Mars;22,703;99,000;8426;6867;2.192;3.488
Kristiansand;E;Alle;Alle;April;6,039;91,000;4952917;4670826;2.316;2.142
Kristiansand;E;Alle;< 5,6m;April;4,942;91,000;4322574;4119014;2.370;2.192
Kristiansand;E;Alle;>= 5,6m;April;14,267;91,000;629160;550606;6.872;6.356
Kristiansand;E;Alle;5,6m - 7,6m;April;8,295;91,000;169179;156221;9.540;8.823
Kristiansand;E;Alle;7,6m - 12,5m;April;11,370;91,000;230717;207162;8.604;7.957
Kristiansand;E;Alle;12,5m - 16,0m;April;23,768;91,000;72225;58355;10.892;10.073
Kristiansand;E;Alle;>= 16,0m;April;21,860;91,000;157039;128868;7.196;6.655
Kristiansand;E;Yrkesdøgn;Alle;April;19,529;91,000;3792351;3172758;2.195;2.030
Kristiansand;E;Yrkesdøgn;< 5,6m;April;19,024;91,000;3256872;2736306;1.974;1.826
Kristiansand;E;Yrkesdøgn;>= 5,6m;April;22,731;91,000;534558;435552;7.196;6.655
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;April;19,258;91,000;139396;116886;9.330;8.629
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;April;20,039;91,000;190746;158903;8.877;8.210
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;April;33,674;91,000;62800;46980;12.734;11.777
Kristiansand;E;Yrkesdøgn;>= 16,0m;April;25,565;91,000;141616;112783;7.163;6.625
Kristiansand;E;Helgedøgn;Alle;April;-22,529;92,000;1160566;1498068;3.147;2.911
Kristiansand;E;Helgedøgn;< 5,6m;April;-22,926;92,000;1065702;1382708;3.443;3.184
Kristiansand;E;Helgedøgn;>= 5,6m;April;-17,776;92,000;94602;115054;4.669;4.318
Kristiansand;E;Helgedøgn;5,6m - 7,6m;April;-24,284;92,000;29783;39335;5.972;5.524
Kristiansand;E;Helgedøgn;7,6m - 12,5m;April;-17,174;92,000;39971;48259;6.485;5.998
Kristiansand;E;Helgedøgn;12,5m - 16,0m;April;-17,143;92,000;9425;11375;3.458;3.198
Kristiansand;E;Helgedøgn;>= 16,0m;April;-4,116;92,000;15423;16085;6.897;6.378
Kristiansand;E;Alle;Alle;Mai;-1,100;94,000;6598205;6671584;3.452;2.653
Kristiansand;E;Alle;< 5,6m;Mai;-1,592;94,000;5789122;5882791;3.514;2.701
Kristiansand;E;Alle;>= 5,6m;Mai;2,562;94,000;806572;786422;5.625;4.323
Kristiansand;E;Alle;5,6m - 7,6m;Mai;2,621;94,000;228637;222797;4.313;3.316
Kristiansand;E;Alle;7,6m - 12,5m;Mai;5,385;94,000;311113;295216;6.974;5.361
Kristiansand;E;Alle;12,5m - 16,0m;Mai;3,243;94,000;88503;85723;6.973;5.360
Kristiansand;E;Alle;>= 16,0m;Mai;-2,390;94,000;178319;182686;7.873;6.052
Kristiansand;E;Yrkesdøgn;Alle;Mai;-3,149;93,000;4772560;4927721;2.235;1.718
Kristiansand;E;Yrkesdøgn;< 5,6m;Mai;-3,747;93,000;4121090;4281516;2.325;1.787
Kristiansand;E;Yrkesdøgn;>= 5,6m;Mai;0,811;93,000;649539;644314;5.038;3.873
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Mai;0,946;93,000;177602;175937;3.815;2.933
