Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Tromsø;E;Alle;Alle;Januar;-4,367;98,000;1278831;1337229;6.068;15.074
Tromsø;E;Alle;< 5,6m;Januar;-3,880;98,000;1180465;1228117;5.599;13.909
Tromsø;E;Alle;>= 5,6m;Januar;-10,089;98,000;98021;109020;15.167;37.678
Tromsø;E;Alle;5,6m - 7,6m;Januar;-7,794;98,000;34886;37835;16.165;40.156
Tromsø;E;Alle;7,6m - 12,5m;Januar;-11,229;98,000;38548;43424;13.642;33.888
Tromsø;E;Alle;12,5m - 16,0m;Januar;-23,059;98,000;11845;15395;8.136;20.211
Tromsø;E;Alle;>= 16,0m;Januar;3,041;98,000;12742;12366;30.556;75.906
Tromsø;E;Yrkesdøgn;Alle;Januar;-4,670;99,000;1031551;1082084;6.961;17.292
Tromsø;E;Yrkesdøgn;< 5,6m;Januar;-4,144;99,000;943903;984714;6.291;15.627
Tromsø;E;Yrkesdøgn;>= 5,6m;Januar;-10,213;99,000;87360;97297;15.520;38.553
Tromsø;E;Yrkesdøgn;5,6m - 7,6m;Januar;-7,671;99,000;31342;33946;16.068;39.914
Tromsø;E;Yrkesdøgn;7,6m - 12,5m;Januar;-10,691;99,000;35126;39331;14.632;36.347
Tromsø;E;Yrkesdøgn;12,5m - 16,0m;Januar;-26,818;99,000;9578;13088;8.652;21.493
Tromsø;E;Yrkesdøgn;>= 16,0m;Januar;3,494;99,000;11314;10932;30.089;74.746
Tromsø;E;Helgedøgn;Alle;Januar;-3,083;95,000;247280;255145;8.767;21.777
Tromsø;E;Helgedøgn;< 5,6m;Januar;-2,811;95,000;236562;243403;9.150;22.729
Tromsø;E;Helgedøgn;>= 5,6m;Januar;-9,059;95,000;10661;11723;13.394;33.272
Tromsø;E;Helgedøgn;5,6m - 7,6m;Januar;-8,871;95,000;3544;3889;19.726;49.002
Tromsø;E;Helgedøgn;7,6m - 12,5m;Januar;-16,394;95,000;3422;4093;12.346;30.670
Tromsø;E;Helgedøgn;12,5m - 16,0m;Januar;-1,734;95,000;2267;2307;24.063;59.777
Tromsø;E;Helgedøgn;>= 16,0m;Januar;-0,418;95,000;1428;1434;34.551;85.831
Tromsø;E;Alle;Alle;Februar;0,252;99,000;1233892;1230796;5.002;12.425
Tromsø;E;Alle;< 5,6m;Februar;0,844;99,000;1140381;1130841;6.028;14.975
Tromsø;E;Alle;>= 5,6m;Februar;-6,619;99,000;92970;99560;10.136;25.179
Tromsø;E;Alle;5,6m - 7,6m;Februar;-2,831;99,000;32851;33808;9.926;24.657
Tromsø;E;Alle;7,6m - 12,5m;Februar;-13,173;99,000;35342;40704;7.699;19.125
