Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Oslo og Akershus;K;Alle;Alle;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;< 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;5,6m - 7,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;7,6m - 12,5m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;12,5m - 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;Alle;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;< 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;5,6m - 7,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;7,6m - 12,5m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;12,5m - 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;Alle;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;< 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 5,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;5,6m - 7,6m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;7,6m - 12,5m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;12,5m - 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 16,0m;Januar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;Alle;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;< 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;5,6m - 7,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;7,6m - 12,5m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;12,5m - 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;Alle;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;< 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;5,6m - 7,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;7,6m - 12,5m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;12,5m - 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;Alle;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;< 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 5,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;5,6m - 7,6m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;7,6m - 12,5m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;12,5m - 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 16,0m;Februar;-;-;-;-;-;-
Oslo og Akershus;K;Alle;Alle;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;< 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;5,6m - 7,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;7,6m - 12,5m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;12,5m - 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;Alle;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;< 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;5,6m - 7,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;7,6m - 12,5m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;12,5m - 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;Alle;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;< 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 5,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;5,6m - 7,6m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;7,6m - 12,5m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;12,5m - 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 16,0m;Mars;-;-;-;-;-;-
Oslo og Akershus;K;Alle;Alle;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;< 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;5,6m - 7,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;7,6m - 12,5m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;12,5m - 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;Alle;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;< 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;5,6m - 7,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;7,6m - 12,5m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;12,5m - 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;Alle;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;< 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 5,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;5,6m - 7,6m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;7,6m - 12,5m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;12,5m - 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 16,0m;April;-;-;-;-;-;-
Oslo og Akershus;K;Alle;Alle;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;< 5,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 5,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;5,6m - 7,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;7,6m - 12,5m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;12,5m - 16,0m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Alle;>= 16,0m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;Alle;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;< 5,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 5,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;5,6m - 7,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;7,6m - 12,5m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;12,5m - 16,0m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Yrkesdøgn;>= 16,0m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;Alle;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;< 5,6m;Mai;-;-;-;-;-;-
Oslo og Akershus;K;Helgedøgn;>= 5,6m;Mai;-;-;-;-;-;-
