Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Buskerudbyen;E+R+F+K;Alle;Alle;Januar;-2,386;99,000;6945904;7115649;2.634;1.521
Buskerudbyen;E+R+F+K;Alle;< 5,6m;Januar;-2,389;99,000;6330810;6485787;2.598;1.500
Buskerudbyen;E+R+F+K;Alle;>= 5,6m;Januar;-2,619;99,000;610997;627427;11.562;6.676
Buskerudbyen;E+R+F+K;Alle;5,6m - 7,6m;Januar;6,166;99,000;188492;177544;27.057;15.623
Buskerudbyen;E+R+F+K;Alle;7,6m - 12,5m;Januar;-2,570;99,000;203555;208924;6.916;3.993
Buskerudbyen;E+R+F+K;Alle;12,5m - 16,0m;Januar;-16,951;99,000;60161;72440;13.713;7.917
Buskerudbyen;E+R+F+K;Alle;>= 16,0m;Januar;-5,774;99,000;158789;168519;10.420;6.016
Buskerudbyen;E+R+F+K;Yrkesdøgn;Alle;Januar;-2,371;99,000;5443037;5575206;2.230;1.288
Buskerudbyen;E+R+F+K;Yrkesdøgn;< 5,6m;Januar;-2,390;99,000;4891007;5010773;2.097;1.211
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 5,6m;Januar;-2,496;99,000;548058;562085;10.838;6.258
Buskerudbyen;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Januar;6,651;99,000;167172;156747;25.342;14.632
Buskerudbyen;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Januar;-1,656;99,000;179270;182289;5.953;3.437
Buskerudbyen;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Januar;-17,983;99,000;53476;65201;14.670;8.470
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 16,0m;Januar;-6,150;99,000;148140;157848;10.342;5.971
Buskerudbyen;E+R+F+K;Helgedøgn;Alle;Januar;-2,439;99,000;1502867;1540443;5.402;3.119
Buskerudbyen;E+R+F+K;Helgedøgn;< 5,6m;Januar;-2,387;99,000;1439803;1475014;5.385;3.109
Buskerudbyen;E+R+F+K;Helgedøgn;>= 5,6m;Januar;-3,678;99,000;62939;65342;20.516;11.846
Buskerudbyen;E+R+F+K;Helgedøgn;5,6m - 7,6m;Januar;2,515;99,000;21320;20797;47.561;27.461
Buskerudbyen;E+R+F+K;Helgedøgn;7,6m - 12,5m;Januar;-8,823;99,000;24285;26635;16.690;9.636
Buskerudbyen;E+R+F+K;Helgedøgn;12,5m - 16,0m;Januar;-7,653;99,000;6685;7239;10.397;6.003
Buskerudbyen;E+R+F+K;Helgedøgn;>= 16,0m;Januar;-0,206;99,000;10649;10671;13.830;7.985
Buskerudbyen;E+R+F+K;Alle;Alle;Februar;-2,320;98,000;7105527;7274326;3.647;2.020
Buskerudbyen;E+R+F+K;Alle;< 5,6m;Februar;-2,115;98,000;6485290;6625423;3.701;2.049
Buskerudbyen;E+R+F+K;Alle;>= 5,6m;Februar;-4,171;98,000;618073;644974;9.330;5.167
Buskerudbyen;E+R+F+K;Alle;5,6m - 7,6m;Februar;4,036;98,000;190247;182866;23.617;13.079
Buskerudbyen;E+R+F+K;Alle;7,6m - 12,5m;Februar;-5,141;98,000;205457;216591;6.673;3.695
Buskerudbyen;E+R+F+K;Alle;12,5m - 16,0m;Februar;-14,506;98,000;61877;72376;17.282;9.571
Buskerudbyen;E+R+F+K;Alle;>= 16,0m;Februar;-7,306;98,000;160492;173141;11.302;6.259
Buskerudbyen;E+R+F+K;Yrkesdøgn;Alle;Februar;-2,214;98,000;5561949;5687887;4.062;2.249
Buskerudbyen;E+R+F+K;Yrkesdøgn;< 5,6m;Februar;-2,005;98,000;5006210;5108658;4.104;2.273
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 5,6m;Februar;-3,777;98,000;553660;575391;9.547;5.287
Buskerudbyen;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Februar;4,583;98,000;167528;160187;23.258;12.880
Buskerudbyen;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Februar;-4,738;98,000;180502;189480;7.185;3.979
Buskerudbyen;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Februar;-12,087;98,000;55581;63223;18.636;10.321
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 16,0m;Februar;-7,663;98,000;150049;162501;11.436;6.333
Buskerudbyen;E+R+F+K;Helgedøgn;Alle;Februar;-2,702;99,000;1543578;1586439;3.562;1.972
Buskerudbyen;E+R+F+K;Helgedøgn;< 5,6m;Februar;-2,485;99,000;1479080;1516765;3.577;1.981
Buskerudbyen;E+R+F+K;Helgedøgn;>= 5,6m;Februar;-7,430;99,000;64413;69583;12.077;6.688
Buskerudbyen;E+R+F+K;Helgedøgn;5,6m - 7,6m;Februar;0,176;99,000;22719;22679;29.492;16.332
Buskerudbyen;E+R+F+K;Helgedøgn;7,6m - 12,5m;Februar;-7,952;99,000;24955;27111;8.972;4.968
Buskerudbyen;E+R+F+K;Helgedøgn;12,5m - 16,0m;Februar;-31,214;99,000;6296;9153;17.291;9.575
Buskerudbyen;E+R+F+K;Helgedøgn;>= 16,0m;Februar;-1,852;99,000;10443;10640;14.375;7.960
Buskerudbyen;E+R+F+K;Alle;Alle;Mars;-5,552;94,000;9202499;9743497;3.645;1.874
Buskerudbyen;E+R+F+K;Alle;< 5,6m;Mars;-4,975;94,000;8452731;8895313;3.639;1.871
Buskerudbyen;E+R+F+K;Alle;>= 5,6m;Mars;-11,658;94,000;745611;844009;7.018;3.608
Buskerudbyen;E+R+F+K;Alle;5,6m - 7,6m;Mars;-8,720;94,000;228006;249788;11.724;6.028
Buskerudbyen;E+R+F+K;Alle;7,6m - 12,5m;Mars;-14,208;94,000;247996;289068;6.398;3.289
Buskerudbyen;E+R+F+K;Alle;12,5m - 16,0m;Mars;-10,643;94,000;84526;94594;13.703;7.046
Buskerudbyen;E+R+F+K;Alle;>= 16,0m;Mars;-12,099;94,000;185083;210559;8.083;4.156
Buskerudbyen;E+R+F+K;Yrkesdøgn;Alle;Mars;-12,677;94,000;6819808;7809829;4.705;2.419
Buskerudbyen;E+R+F+K;Yrkesdøgn;< 5,6m;Mars;-12,428;94,000;6169102;7044612;4.550;2.339
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 5,6m;Mars;-15,042;94,000;646649;761139;7.652;3.934
Buskerudbyen;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Mars;-12,808;94,000;193082;221444;12.332;6.341
Buskerudbyen;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Mars;-17,217;94,000;210887;254747;7.338;3.773
Buskerudbyen;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Mars;-16,384;94,000;71772;85835;12.794;6.578
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 16,0m;Mars;-14,165;94,000;170908;199113;8.269;4.251
Buskerudbyen;E+R+F+K;Helgedøgn;Alle;Mars;23,221;93,000;2382691;1933668;10.734;5.519
Buskerudbyen;E+R+F+K;Helgedøgn;< 5,6m;Mars;23,393;93,000;2283629;1850701;10.897;5.603
Buskerudbyen;E+R+F+K;Helgedøgn;>= 5,6m;Mars;19,418;93,000;98962;82870;11.731;6.031
Buskerudbyen;E+R+F+K;Helgedøgn;5,6m - 7,6m;Mars;23,215;93,000;34924;28344;15.656;8.049
Buskerudbyen;E+R+F+K;Helgedøgn;7,6m - 12,5m;Mars;8,123;93,000;37109;34321;10.464;5.380
Buskerudbyen;E+R+F+K;Helgedøgn;12,5m - 16,0m;Mars;45,610;93,000;12754;8759;34.870;17.928
Buskerudbyen;E+R+F+K;Helgedøgn;>= 16,0m;Mars;23,842;93,000;14175;11446;14.972;7.698
Buskerudbyen;E+R+F+K;Alle;Alle;April;7,714;95,000;9666559;8974323;3.118;1.603
Buskerudbyen;E+R+F+K;Alle;< 5,6m;April;7,581;95,000;8794847;8175117;3.154;1.621
Buskerudbyen;E+R+F+K;Alle;>= 5,6m;April;8,986;95,000;866721;795257;5.245;2.697
Buskerudbyen;E+R+F+K;Alle;5,6m - 7,6m;April;7,779;95,000;259981;241217;6.020;3.095
Buskerudbyen;E+R+F+K;Alle;7,6m - 12,5m;April;4,693;95,000;312299;298300;5.391;2.772
