Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Kristiansand kommune;E;Alle;Alle;Januar;0,372;99,000;2852773;2842211;2.673;4.254
Kristiansand kommune;E;Alle;< 5,6m;Januar;0,082;99,000;2557704;2555603;2.788;4.436
Kristiansand kommune;E;Alle;>= 5,6m;Januar;2,998;99,000;294715;286137;4.103;6.529
Kristiansand kommune;E;Alle;5,6m - 7,6m;Januar;5,520;99,000;81957;77670;4.515;7.184
Kristiansand kommune;E;Alle;7,6m - 12,5m;Januar;2,828;99,000;102100;99292;6.418;10.212
Kristiansand kommune;E;Alle;12,5m - 16,0m;Januar;-7,480;99,000;37776;40830;13.928;22.162
Kristiansand kommune;E;Alle;>= 16,0m;Januar;6,638;99,000;72882;68345;6.496;10.337
Kristiansand kommune;E;Yrkesdøgn;Alle;Januar;0,368;99,000;2315534;2307051;2.333;3.713
Kristiansand kommune;E;Yrkesdøgn;< 5,6m;Januar;0,064;99,000;2051749;2050431;2.425;3.858
Kristiansand kommune;E;Yrkesdøgn;>= 5,6m;Januar;2,849;99,000;263491;256191;4.077;6.488
Kristiansand kommune;E;Yrkesdøgn;5,6m - 7,6m;Januar;5,429;99,000;72180;68463;4.056;6.455
Kristiansand kommune;E;Yrkesdøgn;7,6m - 12,5m;Januar;3,446;99,000;91110;88075;7.291;11.602
Kristiansand kommune;E;Yrkesdøgn;12,5m - 16,0m;Januar;-8,996;99,000;33324;36618;14.664;23.333
Kristiansand kommune;E;Yrkesdøgn;>= 16,0m;Januar;6,095;99,000;66877;63035;6.943;11.048
Kristiansand kommune;E;Helgedøgn;Alle;Januar;0,388;99,000;537239;535160;4.627;7.363
Kristiansand kommune;E;Helgedøgn;< 5,6m;Januar;0,155;99,000;505955;505172;4.657;7.410
Kristiansand kommune;E;Helgedøgn;>= 5,6m;Januar;4,268;99,000;31224;29946;6.187;9.845
Kristiansand kommune;E;Helgedøgn;5,6m - 7,6m;Januar;6,191;99,000;9777;9207;7.985;12.706
Kristiansand kommune;E;Helgedøgn;7,6m - 12,5m;Januar;-2,024;99,000;10990;11217;6.459;10.278
Kristiansand kommune;E;Helgedøgn;12,5m - 16,0m;Januar;5,698;99,000;4452;4212;11.491;18.285
Kristiansand kommune;E;Helgedøgn;>= 16,0m;Januar;13,089;99,000;6005;5310;2.482;3.949
Kristiansand kommune;E;Alle;Alle;Februar;-1,935;98,000;2493901;2543123;1.884;2.999
Kristiansand kommune;E;Alle;< 5,6m;Februar;-2,233;98,000;2236857;2287945;1.952;3.107
Kristiansand kommune;E;Alle;>= 5,6m;Februar;0,548;98,000;256300;254903;2.350;3.740
Kristiansand kommune;E;Alle;5,6m - 7,6m;Februar;3,545;98,000;71295;68854;4.548;7.237
Kristiansand kommune;E;Alle;7,6m - 12,5m;Februar;2,829;98,000;87863;85446;4.841;7.703
Kristiansand kommune;E;Alle;12,5m - 16,0m;Februar;-10,316;98,000;33150;36963;15.923;25.338
Kristiansand kommune;E;Alle;>= 16,0m;Februar;0,553;98,000;63992;63640;3.482;5.541
Kristiansand kommune;E;Yrkesdøgn;Alle;Februar;-1,601;97,000;2014495;2047274;1.591;2.531
Kristiansand kommune;E;Yrkesdøgn;< 5,6m;Februar;-1,852;97,000;1784853;1818523;1.599;2.545
Kristiansand kommune;E;Yrkesdøgn;>= 5,6m;Februar;0,193;97,000;228951;228509;2.621;4.170
Kristiansand kommune;E;Yrkesdøgn;5,6m - 7,6m;Februar;3,609;97,000;62735;60550;5.023;7.993
Kristiansand kommune;E;Yrkesdøgn;7,6m - 12,5m;Februar;2,975;97,000;78481;76214;5.398;8.589
Kristiansand kommune;E;Yrkesdøgn;12,5m - 16,0m;Februar;-12,047;97,000;29087;33071;17.082;27.181
Kristiansand kommune;E;Yrkesdøgn;>= 16,0m;Februar;-0,044;97,000;58648;58674;3.872;6.162
Kristiansand kommune;E;Helgedøgn;Alle;Februar;-3,316;99,000;479406;495849;3.661;5.825
Kristiansand kommune;E;Helgedøgn;< 5,6m;Februar;-3,711;99,000;452004;469422;3.781;6.016
Kristiansand kommune;E;Helgedøgn;>= 5,6m;Februar;3,618;99,000;27349;26394;0.684;1.088
Kristiansand kommune;E;Helgedøgn;5,6m - 7,6m;Februar;3,083;99,000;8560;8304;1.909;3.037
Kristiansand kommune;E;Helgedøgn;7,6m - 12,5m;Februar;1,625;99,000;9382;9232;3.269;5.202
Kristiansand kommune;E;Helgedøgn;12,5m - 16,0m;Februar;4,394;99,000;4063;3892;5.810;9.245
Kristiansand kommune;E;Helgedøgn;>= 16,0m;Februar;7,612;99,000;5344;4966;3.958;6.298
Kristiansand kommune;E;Alle;Alle;Mars;-5,572;97,000;636021;673554;-;-
Kristiansand kommune;E;Alle;< 5,6m;Mars;-4,372;97,000;545194;570120;-;-
Kristiansand kommune;E;Alle;>= 5,6m;Mars;-12,186;97,000;90793;103392;-;-
Kristiansand kommune;E;Alle;5,6m - 7,6m;Mars;-8,434;97,000;24516;26774;-;-
Kristiansand kommune;E;Alle;7,6m - 12,5m;Mars;-14,882;97,000;30135;35404;-;-
Kristiansand kommune;E;Alle;12,5m - 16,0m;Mars;-12,290;97,000;12532;14288;-;-
Kristiansand kommune;E;Alle;>= 16,0m;Mars;-12,315;97,000;23610;26926;-;-
Kristiansand kommune;E;Yrkesdøgn;Alle;Mars;-12,461;97,000;485221;554289;-;-
Kristiansand kommune;E;Yrkesdøgn;< 5,6m;Mars;-11,959;97,000;406469;461681;-;-
Kristiansand kommune;E;Yrkesdøgn;>= 5,6m;Mars;-14,960;97,000;78719;92567;-;-
Kristiansand kommune;E;Yrkesdøgn;5,6m - 7,6m;Mars;-12,953;97,000;20793;23887;-;-
Kristiansand kommune;E;Yrkesdøgn;7,6m - 12,5m;Mars;-15,957;97,000;26034;30977;-;-
Kristiansand kommune;E;Yrkesdøgn;12,5m - 16,0m;Mars;-16,517;97,000;10574;12666;-;-
Kristiansand kommune;E;Yrkesdøgn;>= 16,0m;Mars;-14,854;97,000;21318;25037;-;-
Kristiansand kommune;E;Helgedøgn;Alle;Mars;26,441;97,000;150800;119265;-;-
Kristiansand kommune;E;Helgedøgn;< 5,6m;Mars;27,929;97,000;138725;108439;-;-
Kristiansand kommune;E;Helgedøgn;>= 5,6m;Mars;11,538;97,000;12074;10825;-;-
Kristiansand kommune;E;Helgedøgn;5,6m - 7,6m;Mars;28,957;97,000;3723;2887;-;-
Kristiansand kommune;E;Helgedøgn;7,6m - 12,5m;Mars;-7,364;97,000;4101;4427;-;-
Kristiansand kommune;E;Helgedøgn;12,5m - 16,0m;Mars;20,715;97,000;1958;1622;-;-
Kristiansand kommune;E;Helgedøgn;>= 16,0m;Mars;21,334;97,000;2292;1889;-;-
Kristiansand kommune;E;Alle;Alle;April;6,450;87,000;3580010;3363104;2.327;3.702
Kristiansand kommune;E;Alle;< 5,6m;April;5,219;87,000;3149083;2992881;2.507;3.989
Kristiansand kommune;E;Alle;>= 5,6m;April;16,450;87,000;429958;369221;7.453;11.860
Kristiansand kommune;E;Alle;5,6m - 7,6m;April;12,693;87,000;123119;109252;6.227;9.909
Kristiansand kommune;E;Alle;7,6m - 12,5m;April;13,550;87,000;161564;142284;9.651;15.357
Kristiansand kommune;E;Alle;12,5m - 16,0m;April;23,517;87,000;49865;40371;13.012;20.705
Kristiansand kommune;E;Alle;>= 16,0m;April;23,406;87,000;95410;77314;9.062;14.420
Kristiansand kommune;E;Yrkesdøgn;Alle;April;19,603;87,000;2780009;2324373;2.354;3.746
Kristiansand kommune;E;Yrkesdøgn;< 5,6m;April;18,892;87,000;2410020;2027060;2.058;3.275
Kristiansand kommune;E;Yrkesdøgn;>= 5,6m;April;24,508;87,000;369208;296533;8.311;13.224
Kristiansand kommune;E;Yrkesdøgn;5,6m - 7,6m;April;23,209;87,000;103136;83708;6.988;11.120
Kristiansand kommune;E;Yrkesdøgn;7,6m - 12,5m;April;21,543;87,000;136007;111900;10.410;16.564
Kristiansand kommune;E;Yrkesdøgn;12,5m - 16,0m;April;33,233;87,000;43438;32603;15.372;24.460
Kristiansand kommune;E;Yrkesdøgn;>= 16,0m;April;26,792;87,000;86627;68322;9.041;14.386
Kristiansand kommune;E;Helgedøgn;Alle;April;-22,983;86,000;800001;1038731;3.713;5.908
Kristiansand kommune;E;Helgedøgn;< 5,6m;April;-23,478;86,000;739063;965821;4.086;6.502
Kristiansand kommune;E;Helgedøgn;>= 5,6m;April;-16,424;86,000;60750;72688;4.986;7.934
Kristiansand kommune;E;Helgedøgn;5,6m - 7,6m;April;-21,770;86,000;19983;25544;4.328;6.887
Kristiansand kommune;E;Helgedøgn;7,6m - 12,5m;April;-15,887;86,000;25557;30384;7.772;12.367
Kristiansand kommune;E;Helgedøgn;12,5m - 16,0m;April;-17,263;86,000;6427;7768;3.032;4.825
Kristiansand kommune;E;Helgedøgn;>= 16,0m;April;-2,324;86,000;8783;8992;9.178;14.604
Kristiansand kommune;E;Alle;Alle;Mai;-2,112;92,000;5123342;5233894;3.184;3.341
Kristiansand kommune;E;Alle;< 5,6m;Mai;-2,724;92,000;4535429;4662438;2.906;3.049
Kristiansand kommune;E;Alle;>= 5,6m;Mai;2,875;92,000;585719;569351;6.748;7.081
Kristiansand kommune;E;Alle;5,6m - 7,6m;Mai;2,849;92,000;173831;169015;4.988;5.235
Kristiansand kommune;E;Alle;7,6m - 12,5m;Mai;4,879;92,000;229752;219064;8.123;8.525
Kristiansand kommune;E;Alle;12,5m - 16,0m;Mai;3,067;92,000;65270;63328;7.883;8.272
Kristiansand kommune;E;Alle;>= 16,0m;Mai;-0,914;92,000;116866;117944;9.788;10.272
Kristiansand kommune;E;Yrkesdøgn;Alle;Mai;-3,792;92,000;3755293;3903318;1.977;2.075
Kristiansand kommune;E;Yrkesdøgn;< 5,6m;Mai;-4,500;92,000;3275860;3430232;1.689;1.773
Kristiansand kommune;E;Yrkesdøgn;>= 5,6m;Mai;1,346;92,000;477714;471369;5.927;6.220
