Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Grenland;R;Alle;Alle;Januar;5,716;99,000;1996886;1888909;5.512;6.337
Grenland;R;Alle;< 5,6m;Januar;3,970;94,000;1705703;1640578;4.622;5.313
Grenland;R;Alle;> 5,6m;Januar;6,113;94,000;167132;157504;11.421;13.129
Grenland;R;Alle;5,6m - 7,6m;Januar;1,890;94,000;56289;55245;11.568;13.298
Grenland;R;Alle;7,6m - 12,5m;Januar;4,275;94,000;58835;56423;15.674;18.019
Grenland;R;Alle;12,5m - 16,0m;Januar;11,096;94,000;25781;23206;12.500;14.370
Grenland;R;Alle;> 16,0m;Januar;15,895;94,000;26227;22630;34.235;39.357
Grenland;R;Yrkesdøgn;Alle;Januar;5,591;99,000;1616463;1530873;5.485;6.305
Grenland;R;Yrkesdøgn;< 5,6m;Januar;2,206;93,000;1349946;1320811;6.435;7.397
Grenland;R;Yrkesdøgn;> 5,6m;Januar;6,927;93,000;150565;140811;10.552;12.130
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Januar;3,107;93,000;49938;48433;8.573;9.856
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Januar;4,737;93,000;52022;49669;15.813;18.179
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Januar;10,177;93,000;23514;21342;13.504;15.524
Grenland;R;Yrkesdøgn;> 16,0m;Januar;17,429;93,000;25091;21367;34.717;39.911
Grenland;R;Helgedøgn;Alle;Januar;6,253;100,000;380423;358036;5.734;6.592
Grenland;R;Helgedøgn;< 5,6m;Januar;11,255;95,000;355757;319767;20.349;23.393
Grenland;R;Helgedøgn;> 5,6m;Januar;-0,755;95,000;16567;16693;18.205;20.928
Grenland;R;Helgedøgn;5,6m - 7,6m;Januar;-6,767;95,000;6351;6812;29.106;33.460
Grenland;R;Helgedøgn;7,6m - 12,5m;Januar;0,874;95,000;6813;6754;15.114;17.374
Grenland;R;Helgedøgn;12,5m - 16,0m;Januar;21,620;95,000;2267;1864;3.774;4.338
Grenland;R;Helgedøgn;> 16,0m;Januar;-10,055;95,000;1136;1263;26.474;30.435
Grenland;R;Alle;Alle;Februar;3,269;99,000;1468213;1421730;4.589;6.370
Grenland;R;Alle;< 5,6m;Februar;2,810;99,000;1341764;1305087;4.314;5.989
Grenland;R;Alle;> 5,6m;Februar;8,088;99,000;125803;116389;10.193;14.149
Grenland;R;Alle;5,6m - 7,6m;Februar;7,175;99,000;43809;40876;5.851;8.123
Grenland;R;Alle;7,6m - 12,5m;Februar;5,656;99,000;45674;43229;10.817;15.017
Grenland;R;Alle;12,5m - 16,0m;Februar;7,755;99,000;18660;17317;12.202;16.939
Grenland;R;Alle;> 16,0m;Februar;17,993;99,000;17660;14967;34.915;48.470
Grenland;R;Yrkesdøgn;Alle;Februar;3,240;99,000;1185152;1147956;4.703;6.529
Grenland;R;Yrkesdøgn;< 5,6m;Februar;2,710;99,000;1071181;1042922;4.430;6.149
Grenland;R;Yrkesdøgn;> 5,6m;Februar;8,155;99,000;113340;104794;10.005;13.889
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Februar;6,680;99,000;38901;36465;5.621;7.803
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Februar;5,889;99,000;40477;38226;10.596;14.709
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Februar;7,926;99,000;17184;15922;12.433;17.260
Grenland;R;Yrkesdøgn;> 16,0m;Februar;18,313;99,000;16778;14181;34.858;48.391
Grenland;R;Helgedøgn;Alle;Februar;3,392;100,000;283061;273774;4.242;5.889
Grenland;R;Helgedøgn;< 5,6m;Februar;3,211;100,000;270583;262165;3.985;5.532
Grenland;R;Helgedøgn;> 5,6m;Februar;7,486;100,000;12463;11595;12.013;16.677
Grenland;R;Helgedøgn;5,6m - 7,6m;Februar;11,267;100,000;4908;4411;8.610;11.953
Grenland;R;Helgedøgn;7,6m - 12,5m;Februar;3,878;100,000;5197;5003;12.462;17.300
Grenland;R;Helgedøgn;12,5m - 16,0m;Februar;5,806;100,000;1476;1395;12.784;17.747
Grenland;R;Helgedøgn;> 16,0m;Februar;12,214;100,000;882;786;37.373;51.882
Grenland;R;Alle;Alle;Mars;-3,935;99,000;1995917;2077672;1.823;2.095
Grenland;R;Alle;< 5,6m;Mars;-4,175;95,000;1754740;1831194;3.010;3.460
Grenland;R;Alle;> 5,6m;Mars;-14,138;95,000;162398;189139;2.705;3.110
Grenland;R;Alle;5,6m - 7,6m;Mars;-18,022;95,000;51914;63327;8.123;9.338
Grenland;R;Alle;7,6m - 12,5m;Mars;-16,625;95,000;57501;68967;4.581;5.266
Grenland;R;Alle;12,5m - 16,0m;Mars;-7,071;95,000;25128;27040;9.851;11.325
Grenland;R;Alle;> 16,0m;Mars;-6,543;95,000;27855;29805;6.061;6.968
Grenland;R;Yrkesdøgn;Alle;Mars;-12,376;99,000;1509603;1722826;1.268;1.458
Grenland;R;Yrkesdøgn;< 5,6m;Mars;-13,665;96,000;1306181;1512923;4.079;4.689
Grenland;R;Yrkesdøgn;> 5,6m;Mars;-17,241;96,000;142694;172422;2.712;3.118
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Mars;-22,244;96,000;44394;57094;6.653;7.648
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Mars;-19,526;96,000;49519;61534;5.710;6.564
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Mars;-10,632;96,000;22494;25170;11.212;12.890
Grenland;R;Yrkesdøgn;> 16,0m;Mars;-8,164;96,000;26287;28624;6.190;7.116
Grenland;R;Helgedøgn;Alle;Mars;37,049;99,000;486314;354846;2.471;2.841
Grenland;R;Helgedøgn;< 5,6m;Mars;40,936;94,000;448559;318271;10.611;12.199
Grenland;R;Helgedøgn;> 5,6m;Mars;17,868;94,000;19704;16717;9.524;10.948
Grenland;R;Helgedøgn;5,6m - 7,6m;Mars;20,648;94,000;7520;6233;22.907;26.334
Grenland;R;Helgedøgn;7,6m - 12,5m;Mars;7,386;94,000;7982;7433;6.622;7.612
Grenland;R;Helgedøgn;12,5m - 16,0m;Mars;40,856;94,000;2634;1870;9.371;10.773
Grenland;R;Helgedøgn;> 16,0m;Mars;32,769;94,000;1568;1181;18.270;21.003
Grenland;R;Alle;Alle;April;8,513;99,000;2078716;1915641;4.618;5.309
Grenland;R;Alle;< 5,6m;April;8,252;99,000;1872653;1729899;4.593;5.280
Grenland;R;Alle;> 5,6m;April;11,149;99,000;204869;184319;9.703;11.155
Grenland;R;Alle;5,6m - 7,6m;April;7,172;99,000;61952;57806;5.974;6.867
Grenland;R;Alle;7,6m - 12,5m;April;8,206;99,000;81465;75287;12.419;14.277
Grenland;R;Alle;12,5m - 16,0m;April;16,860;99,000;27849;23831;20.308;23.346
Grenland;R;Alle;> 16,0m;April;22,661;99,000;33603;27395;14.064;16.168
Grenland;R;Yrkesdøgn;Alle;April;20,950;99,000;1596752;1320170;4.010;4.610
Grenland;R;Yrkesdøgn;< 5,6m;April;21,252;99,000;1417034;1168664;4.222;4.854
Grenland;R;Yrkesdøgn;> 5,6m;April;18,914;99,000;178575;150171;9.880;11.358
Grenland;R;Yrkesdøgn;5,6m - 7,6m;April;16,270;99,000;52940;45532;6.792;7.808
