Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Tromsø;E;Alle;Alle;Januar;6,085;99,000;1539654;1451336;8.351;13.288
Tromsø;E;Alle;< 5,6m;Januar;5,504;99,000;1412128;1338455;8.090;12.872
Tromsø;E;Alle;>= 5,6m;Januar;13,245;99,000;127408;112507;10.767;17.132
Tromsø;E;Alle;5,6m - 7,6m;Januar;9,892;99,000;46882;42662;12.314;19.594
Tromsø;E;Alle;7,6m - 12,5m;Januar;18,279;99,000;50213;42453;18.368;29.227
Tromsø;E;Alle;12,5m - 16,0m;Januar;14,931;99,000;15172;13201;7.461;11.872
Tromsø;E;Alle;>= 16,0m;Januar;6,694;99,000;15141;14191;9.637;15.335
Tromsø;E;Yrkesdøgn;Alle;Januar;7,041;99,000;1246467;1164475;8.902;14.165
Tromsø;E;Yrkesdøgn;< 5,6m;Januar;6,500;99,000;1133133;1063977;8.691;13.830
Tromsø;E;Yrkesdøgn;>= 5,6m;Januar;13,017;99,000;113234;100192;10.702;17.029
Tromsø;E;Yrkesdøgn;5,6m - 7,6m;Januar;10,500;99,000;42254;38239;12.647;20.124
Tromsø;E;Yrkesdøgn;7,6m - 12,5m;Januar;16,562;99,000;45021;38624;17.661;28.102
Tromsø;E;Yrkesdøgn;12,5m - 16,0m;Januar;16,078;99,000;12519;10785;9.932;15.804
Tromsø;E;Yrkesdøgn;>= 16,0m;Januar;7,143;99,000;13440;12544;10.465;16.652
Tromsø;E;Helgedøgn;Alle;Januar;2,205;99,000;293187;286861;5.959;9.482
Tromsø;E;Helgedøgn;< 5,6m;Januar;1,646;99,000;278995;274478;5.633;8.963
Tromsø;E;Helgedøgn;>= 5,6m;Januar;15,095;99,000;14174;12315;12.439;19.793
Tromsø;E;Helgedøgn;5,6m - 7,6m;Januar;4,635;99,000;4628;4423;11.386;18.118
