Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Grenland;R;Alle;Alle;Januar;-5,780;98,000;1202230;1275985;5.151;9.464
Grenland;R;Alle;< 5,6m;Januar;-5,067;98,000;1107133;1166226;4.797;8.813
Grenland;R;Alle;> 5,6m;Januar;-13,206;98,000;94979;109430;9.405;17.281
Grenland;R;Alle;5,6m - 7,6m;Januar;-19,705;98,000;30223;37640;11.669;21.440
Grenland;R;Alle;7,6m - 12,5m;Januar;0,935;98,000;39297;38933;6.827;12.544
Grenland;R;Alle;12,5m - 16,0m;Januar;-28,716;98,000;12412;17412;12.789;23.499
Grenland;R;Alle;> 16,0m;Januar;-15,526;98,000;13047;15445;21.029;38.638
Grenland;R;Yrkesdøgn;Alle;Januar;-5,595;98,000;964473;1021637;5.542;10.182
Grenland;R;Yrkesdøgn;< 5,6m;Januar;-4,756;98,000;879136;923035;5.144;9.452
Grenland;R;Yrkesdøgn;> 5,6m;Januar;-13,283;98,000;85225;98280;9.670;17.767
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Januar;-19,862;98,000;26739;33366;11.770;21.626
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Januar;1,326;98,000;34689;34235;6.682;12.277
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Januar;-28,443;98,000;11422;15962;13.344;24.517
Grenland;R;Yrkesdøgn;> 16,0m;Januar;-15,914;98,000;12375;14717;21.205;38.961
Grenland;R;Helgedøgn;Alle;Januar;-6,523;99,000;237757;254348;3.992;7.335
Grenland;R;Helgedøgn;< 5,6m;Januar;-6,248;99,000;227997;243191;3.975;7.304
Grenland;R;Helgedøgn;> 5,6m;Januar;-12,520;99,000;9754;11150;7.673;14.098
Grenland;R;Helgedøgn;5,6m - 7,6m;Januar;-18,484;99,000;3484;4274;11.576;21.269
Grenland;R;Helgedøgn;7,6m - 12,5m;Januar;-1,916;99,000;4608;4698;8.539;15.689
Grenland;R;Helgedøgn;12,5m - 16,0m;Januar;-31,724;99,000;990;1450;10.699;19.658
Grenland;R;Helgedøgn;> 16,0m;Januar;-7,692;99,000;672;728;16.161;29.694
Grenland;R;Alle;Alle;Februar;-7,228;95,000;1039608;1120606;5.234;9.616
Grenland;R;Alle;< 5,6m;Februar;-6,567;95,000;957357;1024644;4.596;8.444
Grenland;R;Alle;> 5,6m;Februar;-14,195;95,000;82163;95755;12.104;22.239
Grenland;R;Alle;5,6m - 7,6m;Februar;-20,625;95,000;26181;32984;16.289;29.929
Grenland;R;Alle;7,6m - 12,5m;Februar;1,332;95,000;34319;33868;2.782;5.112
Grenland;R;Alle;12,5m - 16,0m;Februar;-35,949;95,000;9632;15038;14.091;25.890
Grenland;R;Alle;> 16,0m;Februar;-13,228;95,000;12031;13865;26.000;47.773
Grenland;R;Yrkesdøgn;Alle;Februar;-7,315;97,000;848723;915709;5.668;10.413
Grenland;R;Yrkesdøgn;< 5,6m;Februar;-6,586;97,000;774186;828765;4.993;9.174
Grenland;R;Yrkesdøgn;> 5,6m;Februar;-14,164;97,000;74455;86741;12.152;22.329
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Februar;-21,177;97,000;23341;29612;16.790;30.849
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Februar;2,492;97,000;30760;30012;2.605;4.787
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Februar;-35,701;97,000;8953;13924;13.774;25.309
Grenland;R;Yrkesdøgn;> 16,0m;Februar;-13,583;97,000;11401;13193;25.474;46.806
Grenland;R;Helgedøgn;Alle;Februar;-6,839;90,000;190885;204897;4.135;7.598
Grenland;R;Helgedøgn;< 5,6m;Februar;-6,488;90,000;183171;195879;3.922;7.207
Grenland;R;Helgedøgn;> 5,6m;Februar;-14,489;90,000;7708;9014;12.183;22.386
Grenland;R;Helgedøgn;5,6m - 7,6m;Februar;-15,777;90,000;2840;3372;12.048;22.137
Grenland;R;Helgedøgn;7,6m - 12,5m;Februar;-7,702;90,000;3559;3856;5.875;10.795
Grenland;R;Helgedøgn;12,5m - 16,0m;Februar;-39,048;90,000;679;1114;22.287;40.950
Grenland;R;Helgedøgn;> 16,0m;Februar;-6,250;90,000;630;672;34.879;64.087
Grenland;R;Alle;Alle;Mars;-3,973;98,000;1221295;1271831;2.682;4.928
Grenland;R;Alle;< 5,6m;Mars;-3,563;98,000;1126515;1168131;2.193;4.029
Grenland;R;Alle;> 5,6m;Mars;-8,493;98,000;94650;103435;9.384;17.243
Grenland;R;Alle;5,6m - 7,6m;Mars;-12,087;98,000;29676;33756;13.149;24.161
Grenland;R;Alle;7,6m - 12,5m;Mars;12,899;98,000;41976;37180;7.098;13.042
Grenland;R;Alle;12,5m - 16,0m;Mars;-39,938;98,000;10001;16651;11.827;21.731
Grenland;R;Alle;> 16,0m;Mars;-17,990;98,000;12997;15848;23.598;43.358
Grenland;R;Yrkesdøgn;Alle;Mars;-1,660;98,000;939608;955472;3.386;6.221
Grenland;R;Yrkesdøgn;< 5,6m;Mars;-0,935;98,000;856912;865003;2.867;5.267
Grenland;R;Yrkesdøgn;> 5,6m;Mars;-8,480;98,000;82567;90217;9.597;17.633
Grenland;R;Yrkesdøgn;5,6m - 7,6m;Mars;-10,340;98,000;25745;28714;12.617;23.183
Grenland;R;Yrkesdøgn;7,6m - 12,5m;Mars;12,565;98,000;35727;31739;8.027;14.749
Grenland;R;Yrkesdøgn;12,5m - 16,0m;Mars;-39,266;98,000;9056;14911;11.249;20.669
Grenland;R;Yrkesdøgn;> 16,0m;Mars;-18,946;98,000;12039;14853;24.775;45.521
Grenland;R;Helgedøgn;Alle;Mars;-10,960;98,000;281687;316359;1.591;2.924
Grenland;R;Helgedøgn;< 5,6m;Mars;-11,060;98,000;269603;303128;1.307;2.402
Grenland;R;Helgedøgn;> 5,6m;Mars;-8,587;98,000;12083;13218;10.083;18.527
Grenland;R;Helgedøgn;5,6m - 7,6m;Mars;-22,035;98,000;3931;5042;17.022;31.276
Grenland;R;Helgedøgn;7,6m - 12,5m;Mars;14,850;98,000;6249;5441;3.840;7.056
Grenland;R;Helgedøgn;12,5m - 16,0m;Mars;-45,690;98,000;945;1740;18.931;34.784
Grenland;R;Helgedøgn;> 16,0m;Mars;-3,719;98,000;958;995;14.051;25.816
Grenland;R;Alle;Alle;April;-10,339;97,000;1151266;1284024;7.396;13.589
Grenland;R;Alle;< 5,6m;April;-10,060;97,000;1046995;1164100;6.701;12.312
Grenland;R;Alle;> 5,6m;April;-13,120;97,000;103865;119550;13.809;25.373
Grenland;R;Alle;5,6m - 7,6m;April;-17,130;97,000;30593;36917;13.527;24.854
Grenland;R;Alle;7,6m - 12,5m;April;0,479;97,000;49122;48888;14.455;26.559
Grenland;R;Alle;12,5m - 16,0m;April;-38,037;97,000;10318;16652;12.076;22.189
Grenland;R;Alle;> 16,0m;April;-19,078;97,000;13832;17093;21.718;39.904
Grenland;R;Yrkesdøgn;Alle;April;-13,005;97,000;852826;980316;6.411;11.780
Grenland;R;Yrkesdøgn;< 5,6m;April;-12,742;97,000;765114;876842;5.667;10.413
Grenland;R;Yrkesdøgn;> 5,6m;April;-15,310;97,000;87327;103114;12.378;22.743
Grenland;R;Yrkesdøgn;5,6m - 7,6m;April;-20,072;97,000;25075;31372;12.722;23.375
Grenland;R;Yrkesdøgn;7,6m - 12,5m;April;-1,040;97,000;40265;40688;11.775;21.636
Grenland;R;Yrkesdøgn;12,5m - 16,0m;April;-39,635;97,000;9100;15075;12.122;22.274
Grenland;R;Yrkesdøgn;> 16,0m;April;-19,350;97,000;12887;15979;21.972;40.372
Grenland;R;Helgedøgn;Alle;April;-1,735;98,000;298440;303708;9.812;18.028
