Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Bergen;E;Alle;Alle;Januar;4,920;94,000;6761046;6444000;3.806;2.197
Bergen;E;Alle;< 5,6m;Januar;4,123;93,000;6051950;5812282;3.865;2.231
Bergen;E;Alle;>= 5,6m;Januar;10,357;93,000;673517;610307;13.096;7.561
Bergen;E;Alle;5,6m - 7,6m;Januar;19,129;93,000;224692;188613;26.353;15.216
Bergen;E;Alle;7,6m - 12,5m;Januar;5,954;93,000;208614;196891;16.581;9.574
Bergen;E;Alle;12,5m - 16,0m;Januar;9,939;93,000;124746;113468;18.249;10.537
Bergen;E;Alle;>= 16,0m;Januar;3,710;93,000;115465;111335;10.276;5.933
Bergen;E;Yrkesdøgn;Alle;Januar;12,873;94,000;5323084;4716006;5.856;3.381
Bergen;E;Yrkesdøgn;< 5,6m;Januar;11,952;94,000;4685553;4185322;6.044;3.490
Bergen;E;Yrkesdøgn;>= 5,6m;Januar;13,601;94,000;602408;530285;14.108;8.146
Bergen;E;Yrkesdøgn;5,6m - 7,6m;Januar;21,508;94,000;201220;165602;27.119;15.658
Bergen;E;Yrkesdøgn;7,6m - 12,5m;Januar;9,222;94,000;187395;171572;17.901;10.336
Bergen;E;Yrkesdøgn;12,5m - 16,0m;Januar;14,967;94,000;108809;94644;18.681;10.786
Bergen;E;Yrkesdøgn;>= 16,0m;Januar;6,618;94,000;104984;98467;11.401;6.583
Bergen;E;Helgedøgn;Alle;Januar;-16,784;93,000;1437962;1727994;9.553;5.516
Bergen;E;Helgedøgn;< 5,6m;Januar;-16,015;93,000;1366397;1626960;10.277;5.934
Bergen;E;Helgedøgn;>= 5,6m;Januar;-11,138;93,000;71109;80022;15.491;8.944
Bergen;E;Helgedøgn;5,6m - 7,6m;Januar;2,003;93,000;23472;23011;30.884;17.832
