Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Nedre Glomma;E+R;Alle;Alle;Januar;7,024;77,000;1412963;1320230;3.298;8.192
Nedre Glomma;E+R;Alle;< 5,6m;Januar;5,680;77,000;1259269;1191588;2.973;7.386
Nedre Glomma;E+R;Alle;>= 5,6m;Januar;19,449;77,000;153553;128551;4.667;11.593
Nedre Glomma;E+R;Alle;5,6m - 7,6m;Januar;16,078;77,000;31168;26851;8.959;22.255
Nedre Glomma;E+R;Alle;7,6m - 12,5m;Januar;18,963;77,000;38689;32522;4.768;11.844
Nedre Glomma;E+R;Alle;12,5m - 16,0m;Januar;15,729;77,000;23750;20522;20.121;49.984
Nedre Glomma;E+R;Alle;>= 16,0m;Januar;23,204;77,000;59946;48656;9.308;23.122
Nedre Glomma;E+R;Yrkesdøgn;Alle;Januar;22,558;75,000;1141013;930998;9.417;23.393
Nedre Glomma;E+R;Yrkesdøgn;< 5,6m;Januar;21,922;75,000;1000304;820449;9.422;23.405
Nedre Glomma;E+R;Yrkesdøgn;>= 5,6m;Januar;27,252;75,000;140580;110474;9.506;23.615
Nedre Glomma;E+R;Yrkesdøgn;5,6m - 7,6m;Januar;23,621;75,000;28235;22840;13.240;32.891
Nedre Glomma;E+R;Yrkesdøgn;7,6m - 12,5m;Januar;26,973;75,000;35037;27594;7.770;19.301
Nedre Glomma;E+R;Yrkesdøgn;12,5m - 16,0m;Januar;24,273;75,000;21662;17431;25.126;62.417
Nedre Glomma;E+R;Yrkesdøgn;>= 16,0m;Januar;30,597;75,000;55646;42609;14.375;35.710
Nedre Glomma;E+R;Helgedøgn;Alle;Januar;-30,132;80,000;271950;389232;8.383;20.824
Nedre Glomma;E+R;Helgedøgn;< 5,6m;Januar;-30,224;80,000;258965;371139;8.332;20.697
Nedre Glomma;E+R;Helgedøgn;>= 5,6m;Januar;-28,235;80,000;12973;18077;10.184;25.298
Nedre Glomma;E+R;Helgedøgn;5,6m - 7,6m;Januar;-26,876;80,000;2933;4011;10.828;26.899
