fylkenr;msnr;msnavn;Vegkategori;vegnr;hp;meter;ant_kjørefelt;ådt;første_igangsetting_datainn;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Januar;-4,572;96,000;538261;564052
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Februar;-8,126;85,000;428845;466777
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Mars;-3,748;95,000;536081;556957
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;April;-9,806;93,000;497561;551654
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Mai;1,707;92,000;541841;532745
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Juni;-0,939;98,000;560023;565332
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Juli;5,431;98,000;500745;474950
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;August;-0,109;96,000;558908;559519
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;September;5,997;98,000;571826;539472
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Oktober;7,623;99,000;612221;568857
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;November;7,502;96,000;585040;544215
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Desember;2,050;96,000;541990;531100
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Siste 12 måneder;0,274;95,000;6473342;6455630
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;Alle;Hittil i år;0,274;95,000;6473342;6455630
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Januar;-3,766;96,000;499868;519431
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Februar;-7,280;85,000;398083;429340
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Mars;-3,053;95,000;498749;514457
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;April;-9,488;93,000;456613;504479
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Mai;2,683;92,000;495010;482074
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Juni;0,421;98,000;510857;508717
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;Juli;6,207;98,000;456134;429476
8;800002;Kjørbekk;R;36;2;3690;2;;;Alle;< 5,6m;August;1,353;96,000;511867;505035
