fylkenr;msnr;msnavn;Vegkategori;vegnr;hp;meter;ant_kjørefelt;ådt;første_igangsetting_datainn;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Januar;-2,439;100,000;664175;680780
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Februar;-0,992;100,000;611145;617269
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Mars;-6,341;99,000;692180;739045
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;April;5,518;99,000;742457;703633
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Mai;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Juni;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Juli;0,981;80,000;585343;579655
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;August;-0,076;100,000;765436;766015
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;September;-2,791;100,000;708503;728843
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Oktober;-1,050;100,000;724146;731828
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;November;-3,322;100,000;686467;710057
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Desember;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Siste 12 måneder;-1,235;97,000;6179852;6257125
1;100144;SIMO;R;110;3;2684;2;;;Alle;Alle;Hittil i år;-1,235;97,000;6179852;6257125
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Januar;-2,279;100,000;622512;637027
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Februar;-0,977;100,000;572646;578298
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Mars;-5,659;99,000;650224;689229
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;April;5,153;99,000;690296;656466
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Mai;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Juni;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Juli;1,123;80,000;548185;542096
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;August;-0,215;100,000;709647;711173
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;September;-2,826;100,000;654527;673560
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Oktober;-1,424;100,000;668336;677989
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;November;-3,529;100,000;636435;659714
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Desember;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Siste 12 måneder;-1,249;97,000;5752808;5825552
1;100144;SIMO;R;110;3;2684;2;;;Alle;< 5,6m;Hittil i år;-1,249;97,000;5752808;5825552
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;Januar;-4,674;100,000;41609;43649
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;Februar;-1,114;100,000;38440;38873
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;Mars;-15,773;99,000;41869;49710
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;April;10,643;99,000;52054;47047
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;Mai;-;-;-;-
1;100144;SIMO;R;110;3;2684;2;;;Alle;>= 5,6m;Juni;-;-;-;-
