Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Kristiansand;E;Alle;Alle;Januar;5,627;99,000;6801905;6439552;0.962;0.890
Kristiansand;E;Alle;< 5,6m;Januar;4,667;99,000;2618807;2502046;0.923;1.468
Kristiansand;E;Alle;>= 5,6m;Januar;23,282;99,000;313373;254191;6.715;10.685
Kristiansand;E;Alle;5,6m - 7,6m;Januar;26,780;99,000;79983;63088;18.515;29.461
Kristiansand;E;Alle;7,6m - 12,5m;Januar;23,373;99,000;106438;86273;2.420;3.850
Kristiansand;E;Alle;12,5m - 16,0m;Januar;6,125;99,000;40875;38516;19.833;31.558
Kristiansand;E;Alle;>= 16,0m;Januar;29,802;99,000;86077;66314;17.355;27.616
Kristiansand;E;Yrkesdøgn;Alle;Januar;11,701;99,000;5499760;4923642;1.262;1.167
Kristiansand;E;Yrkesdøgn;< 5,6m;Januar;11,126;99,000;2090083;1880823;0.760;1.210
Kristiansand;E;Yrkesdøgn;>= 5,6m;Januar;27,593;99,000;279970;219425;6.741;10.727
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Januar;31,184;99,000;70101;53437;19.895;31.658
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;Januar;27,873;99,000;93698;73274;2.847;4.530
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;Januar;11,168;99,000;36961;33248;22.219;35.356
Kristiansand;E;Yrkesdøgn;>= 16,0m;Januar;33,202;99,000;79210;59466;17.705;28.172
Kristiansand;E;Helgedøgn;Alle;Januar;-14,101;99,000;1302145;1515910;2.473;2.288
Kristiansand;E;Helgedøgn;< 5,6m;Januar;-14,890;99,000;528724;621223;3.864;6.149
Kristiansand;E;Helgedøgn;>= 5,6m;Januar;-3,920;99,000;33403;34766;9.731;15.484
Kristiansand;E;Helgedøgn;5,6m - 7,6m;Januar;2,394;99,000;9882;9651;14.101;22.438
Kristiansand;E;Helgedøgn;7,6m - 12,5m;Januar;-1,992;99,000;12740;12999;12.518;19.919
Kristiansand;E;Helgedøgn;12,5m - 16,0m;Januar;-25,702;99,000;3914;5268;11.428;18.184
Kristiansand;E;Helgedøgn;>= 16,0m;Januar;0,277;99,000;6867;6848;15.651;24.904
Kristiansand;E;Alle;Alle;Februar;-1,777;91,000;6562576;6681336;1.488;1.144
Kristiansand;E;Alle;< 5,6m;Februar;-1,956;87,000;2761718;2816815;1.367;1.434
Kristiansand;E;Alle;>= 5,6m;Februar;3,094;87,000;357380;346653;5.784;6.070
Kristiansand;E;Alle;5,6m - 7,6m;Februar;2,600;87,000;88641;86395;13.818;14.502
Kristiansand;E;Alle;7,6m - 12,5m;Februar;-0,233;87,000;115126;115395;4.300;4.513
Kristiansand;E;Alle;12,5m - 16,0m;Februar;-2,336;87,000;47504;48640;13.894;14.580
Kristiansand;E;Alle;>= 16,0m;Februar;10,274;87,000;106109;96223;12.041;12.637
Kristiansand;E;Yrkesdøgn;Alle;Februar;-1,750;90,000;5276937;5370908;4.191;3.222
Kristiansand;E;Yrkesdøgn;< 5,6m;Februar;-1,438;86,000;2184572;2216451;4.783;5.020
Kristiansand;E;Yrkesdøgn;>= 5,6m;Februar;4,233;86,000;319023;306068;7.252;7.610
Kristiansand;E;Yrkesdøgn;5,6m - 7,6m;Februar;3,582;86,000;77361;74686;15.145;15.894
Kristiansand;E;Yrkesdøgn;7,6m - 12,5m;Februar;1,586;86,000;101804;100215;6.509;6.830
Kristiansand;E;Yrkesdøgn;12,5m - 16,0m;Februar;-0,816;86,000;42532;42882;14.042;14.736
Kristiansand;E;Yrkesdøgn;>= 16,0m;Februar;10,241;86,000;97326;88285;12.953;13.593
Kristiansand;E;Helgedøgn;Alle;Februar;-1,892;91,000;1285639;1310428;9.824;7.551
Kristiansand;E;Helgedøgn;< 5,6m;Februar;-3,867;88,000;577146;600364;12.464;13.080
