Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Bergen;K;Alle;Alle;Januar;-22,251;99,000;18026;23185;-;-
Bergen;K;Alle;< 5,6m;Januar;-24,086;99,000;15980;21050;-;-
Bergen;K;Alle;>= 5,6m;Januar;-0,950;99,000;1980;1999;-;-
Bergen;K;Alle;5,6m - 7,6m;Januar;13,797;99,000;1130;993;-;-
Bergen;K;Alle;7,6m - 12,5m;Januar;-16,471;99,000;781;935;-;-
Bergen;K;Alle;12,5m - 16,0m;Januar;-39,394;99,000;20;33;-;-
Bergen;K;Alle;>= 16,0m;Januar;28,947;99,000;49;38;-;-
Bergen;K;Yrkesdøgn;Alle;Januar;-26,500;100,000;14872;20234;-;-
Bergen;K;Yrkesdøgn;< 5,6m;Januar;-28,777;100,000;12942;18171;-;-
Bergen;K;Yrkesdøgn;>= 5,6m;Januar;-3,649;100,000;1875;1946;-;-
Bergen;K;Yrkesdøgn;5,6m - 7,6m;Januar;10,658;100,000;1059;957;-;-
Bergen;K;Yrkesdøgn;7,6m - 12,5m;Januar;-17,845;100,000;755;919;-;-
Bergen;K;Yrkesdøgn;12,5m - 16,0m;Januar;-42,424;100,000;19;33;-;-
Bergen;K;Yrkesdøgn;>= 16,0m;Januar;13,514;100,000;42;37;-;-
Bergen;K;Helgedøgn;Alle;Januar;6,879;98,000;3154;2951;-;-
Bergen;K;Helgedøgn;< 5,6m;Januar;5,523;98,000;3038;2879;-;-
Bergen;K;Helgedøgn;>= 5,6m;Januar;98,113;98,000;105;53;-;-
Bergen;K;Helgedøgn;5,6m - 7,6m;Januar;97,222;98,000;71;36;-;-
Bergen;K;Helgedøgn;7,6m - 12,5m;Januar;62,500;98,000;26;16;-;-
Bergen;K;Helgedøgn;12,5m - 16,0m;Januar;Inf;98,000;1;0;-;-
Bergen;K;Helgedøgn;>= 16,0m;Januar;600,000;98,000;7;1;-;-
Bergen;K;Alle;Alle;Februar;-5,949;92,000;16569;17617;-;-
Bergen;K;Alle;< 5,6m;Februar;-6,764;92,000;14900;15981;-;-
Bergen;K;Alle;>= 5,6m;Februar;4,005;92,000;1610;1548;-;-
Bergen;K;Alle;5,6m - 7,6m;Februar;19,897;92,000;928;774;-;-
Bergen;K;Alle;7,6m - 12,5m;Februar;-15,471;92,000;601;711;-;-
Bergen;K;Alle;12,5m - 16,0m;Februar;7,143;92,000;30;28;-;-
Bergen;K;Alle;>= 16,0m;Februar;45,714;92,000;51;35;-;-
Bergen;K;Yrkesdøgn;Alle;Februar;-4,305;96,000;14582;15238;-;-
Bergen;K;Yrkesdøgn;< 5,6m;Februar;-4,959;96,000;12976;13653;-;-
Bergen;K;Yrkesdøgn;>= 5,6m;Februar;2,639;96,000;1556;1516;-;-
Bergen;K;Yrkesdøgn;5,6m - 7,6m;Februar;19,200;96,000;894;750;-;-
Bergen;K;Yrkesdøgn;7,6m - 12,5m;Februar;-17,045;96,000;584;704;-;-
Bergen;K;Yrkesdøgn;12,5m - 16,0m;Februar;7,407;96,000;29;27;-;-
