områdetype;område;vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Juni;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Juni;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;< 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;Alle;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;Alle;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Nord-Jæren;R;Alle;Alle;Januar;4,585;99,800;2227278;2129632;4.324;6.881
By;Nord-Jæren;R;Alle;< 5,6m;Januar;4,160;72,350;1552562;1490553;4.219;10.480
By;Nord-Jæren;R;Alle;>= 5,6m;Januar;7,868;72,350;148885;138025;14.771;36.693
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Januar;8,911;72,350;47079;43227;10.569;26.254
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Januar;10,392;72,350;43309;39232;20.957;52.059
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Januar;-9,259;72,350;17866;19689;30.326;75.334
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Januar;13,286;72,350;40561;35804;5.583;13.869
By;Nord-Jæren;R;Alle;>= 24,0m;Januar;-4,110;72,350;70;73;42.394;105.313
By;Nord-Jæren;R;Yrkesdøgn;Alle;Januar;4,736;99,790;1781225;1700675;4.694;7.470
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Januar;4,807;72,110;1227096;1170815;4.178;10.379
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Januar;8,981;72,110;134020;122976;15.339;38.105
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Januar;10,743;72,110;42008;37933;10.773;26.761
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Januar;11,405;72,110;40215;36098;21.450;53.285
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Januar;-7,884;72,110;15528;16857;31.578;78.444
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Januar;13,047;72,110;36201;32023;6.339;15.747
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Januar;4,615;72,110;68;65;41.694;103.575
By;Nord-Jæren;R;Helgedøgn;Alle;Januar;3,985;99,830;446053;428957;3.639;5.791
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Januar;1,791;72,920;325466;319738;4.410;10.954
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Januar;-1,223;72,920;14865;15049;7.360;18.284
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Januar;-4,212;72,920;5071;5294;6.711;16.671
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Januar;-1,276;72,920;3094;3134;13.533;33.617
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Januar;-17,444;72,920;2338;2832;47.555;118.133
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Januar;15,313;72,920;4360;3781;21.033;52.248
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Januar;-75,000;72,920;2;8;20.203;50.187
By;Nord-Jæren;R;Alle;Alle;Februar;3,743;98,960;2014967;1942274;4.347;6.916
By;Nord-Jæren;R;Alle;< 5,6m;Februar;3,557;71,880;1374942;1327712;4.349;10.804
By;Nord-Jæren;R;Alle;>= 5,6m;Februar;8,241;71,880;137359;126901;11.923;29.619
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Februar;11,031;71,880;43413;39100;12.717;31.592
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Februar;11,345;71,880;40898;36731;17.513;43.504
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Februar;-7,003;71,880;16879;18150;2.994;7.438
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Februar;9,933;71,880;36123;32859;9.497;23.592
By;Nord-Jæren;R;Alle;>= 24,0m;Februar;-24,590;71,880;46;61;101.508;252.159
By;Nord-Jæren;R;Yrkesdøgn;Alle;Februar;3,743;98,620;1600025;1542295;4.692;7.466
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Februar;4,299;71,040;1070108;1026003;3.997;9.930
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Februar;9,421;71,040;122810;112236;12.063;29.966
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Februar;12,641;71,040;38316;34016;12.557;31.192
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Februar;12,284;71,040;37604;33490;18.233;45.293
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Februar;-5,157;71,040;14493;15281;5.355;13.302
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Februar;10,043;71,040;32356;29403;10.428;25.904
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Februar;-10,870;71,040;41;46;79.969;198.654
By;Nord-Jæren;R;Helgedøgn;Alle;Februar;3,741;99,800;414942;399979;3.055;4.861
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Februar;1,036;73,960;304834;301709;6.478;16.091
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Februar;-0,791;73,960;14549;14665;8.546;21.230
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Februar;0,256;73,960;5097;5084;10.271;25.515
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Februar;1,635;73,960;3294;3241;13.515;33.572
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Februar;-16,835;73,960;2386;2869;40.543;100.714
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Februar;8,999;73,960;3767;3456;17.725;44.031
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Februar;-66,667;73,960;5;15;-;-
By;Nord-Jæren;R;Alle;Alle;Mars;-19,019;74,930;1395861;1723696;6.938;17.236
By;Nord-Jæren;R;Alle;< 5,6m;Mars;-20,553;73,050;1227788;1545425;5.461;13.565
By;Nord-Jæren;R;Alle;>= 5,6m;Mars;-0,664;73,050;143665;144626;18.241;45.313
By;Nord-Jæren;R;Alle;5,6m - 7,6m;Mars;-4,435;73,050;43161;45164;16.909;42.005
By;Nord-Jæren;R;Alle;7,6m - 12,5m;Mars;9,331;73,050;46012;42085;22.144;55.009
By;Nord-Jæren;R;Alle;12,5m - 16,0m;Mars;-17,266;73,050;17159;20740;2.741;6.809
By;Nord-Jæren;R;Alle;16,0m - 24,0m;Mars;1,936;73,050;37287;36579;17.788;44.188
By;Nord-Jæren;R;Alle;>= 24,0m;Mars;-20,690;73,050;46;58;8.315;20.654
By;Nord-Jæren;R;Yrkesdøgn;Alle;Mars;-15,173;74,950;1122139;1322861;7.227;17.952
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;Mars;-15,807;72,910;982205;1166616;4.629;11.499
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;Mars;2,824;72,910;129447;125892;18.102;44.967
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;Mars;0,893;72,910;39083;38737;15.782;39.204
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;Mars;11,974;72,910;42184;37673;22.942;56.990
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;Mars;-17,664;72,910;14287;17352;5.302;13.170
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;Mars;5,534;72,910;33851;32076;16.438;40.835
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;Mars;-22,222;72,910;42;54;13.912;34.558
By;Nord-Jæren;R;Helgedøgn;Alle;Mars;-31,712;74,890;273722;400835;5.055;12.558
By;Nord-Jæren;R;Helgedøgn;< 5,6m;Mars;-35,170;73,350;245583;378809;9.017;22.398
By;Nord-Jæren;R;Helgedøgn;>= 5,6m;Mars;-24,106;73,350;14218;18734;12.289;30.527
By;Nord-Jæren;R;Helgedøgn;5,6m - 7,6m;Mars;-36,549;73,350;4078;6427;15.734;39.085
By;Nord-Jæren;R;Helgedøgn;7,6m - 12,5m;Mars;-13,237;73,350;3828;4412;13.364;33.198
By;Nord-Jæren;R;Helgedøgn;12,5m - 16,0m;Mars;-15,230;73,350;2872;3388;92.347;229.403
By;Nord-Jæren;R;Helgedøgn;16,0m - 24,0m;Mars;-23,695;73,350;3436;4503;18.278;45.406
By;Nord-Jæren;R;Helgedøgn;>= 24,0m;Mars;0,000;73,350;4;4;126.491;314.221
By;Nord-Jæren;R;Alle;Alle;April;-15,633;75,000;1328922;1575162;7.909;19.646
By;Nord-Jæren;R;Alle;< 5,6m;April;-16,671;73,920;1171997;1406462;6.502;16.152
By;Nord-Jæren;R;Alle;>= 5,6m;April;-2,279;73,920;134387;137521;20.767;51.589
By;Nord-Jæren;R;Alle;5,6m - 7,6m;April;-7,502;73,920;38852;42003;18.005;44.727
By;Nord-Jæren;R;Alle;7,6m - 12,5m;April;15,356;73,920;49092;42557;15.093;37.494
By;Nord-Jæren;R;Alle;12,5m - 16,0m;April;-33,072;73,920;12614;18847;14.238;35.368
By;Nord-Jæren;R;Alle;16,0m - 24,0m;April;-0,740;73,920;33808;34060;19.618;48.733
By;Nord-Jæren;R;Alle;>= 24,0m;April;-61,111;73,920;21;54;124.728;309.842
By;Nord-Jæren;R;Yrkesdøgn;Alle;April;-16,943;75,000;981683;1181935;9.161;22.758
By;Nord-Jæren;R;Yrkesdøgn;< 5,6m;April;-17,485;73,710;854154;1035154;7.377;18.326
By;Nord-Jæren;R;Yrkesdøgn;>= 5,6m;April;0,704;73,710;117148;116329;21.444;53.270
By;Nord-Jæren;R;Yrkesdøgn;5,6m - 7,6m;April;-3,720;73,710;33908;35218;18.781;46.656
By;Nord-Jæren;R;Yrkesdøgn;7,6m - 12,5m;April;16,504;73,710;43323;37186;16.639;41.334
By;Nord-Jæren;R;Yrkesdøgn;12,5m - 16,0m;April;-39,032;73,710;9108;14939;24.213;60.148
By;Nord-Jæren;R;Yrkesdøgn;16,0m - 24,0m;April;6,389;73,710;30789;28940;14.490;35.996
By;Nord-Jæren;R;Yrkesdøgn;>= 24,0m;April;-56,522;73,710;20;46;113.931;283.020
