Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Oslo og Akershus;E;Alle;Alle;Januar;-5,642;97,000;15748837;16690496;3.046;2.179
Oslo og Akershus;E;Alle;< 5,6m;Januar;-6,252;97,000;13858283;14782508;2.953;2.113
Oslo og Akershus;E;Alle;>= 5,6m;Januar;-0,884;97,000;1884456;1901266;3.883;2.778
Oslo og Akershus;E;Alle;5,6m - 7,6m;Januar;-0,718;97,000;495187;498769;4.530;3.240
Oslo og Akershus;E;Alle;7,6m - 12,5m;Januar;-0,845;97,000;502687;506970;5.082;3.635
Oslo og Akershus;E;Alle;12,5m - 16,0m;Januar;-2,756;97,000;348217;358086;5.133;3.672
Oslo og Akershus;E;Alle;>= 16,0m;Januar;0,172;97,000;538365;537441;6.513;4.659
Oslo og Akershus;E;Yrkesdøgn;Alle;Januar;-5,766;97,000;12331102;13085621;3.024;2.163
Oslo og Akershus;E;Yrkesdøgn;< 5,6m;Januar;-6,442;97,000;10634663;11366882;2.868;2.051
Oslo og Akershus;E;Yrkesdøgn;>= 5,6m;Januar;-1,271;97,000;1690587;1712346;4.143;2.964
Oslo og Akershus;E;Yrkesdøgn;5,6m - 7,6m;Januar;-0,847;97,000;443286;447071;4.672;3.342
Oslo og Akershus;E;Yrkesdøgn;7,6m - 12,5m;Januar;-0,801;97,000;453044;456702;4.935;3.530
Oslo og Akershus;E;Yrkesdøgn;12,5m - 16,0m;Januar;-3,750;97,000;301433;313178;5.611;4.014
Oslo og Akershus;E;Yrkesdøgn;>= 16,0m;Januar;-0,519;97,000;492824;495395;6.565;4.696
Oslo og Akershus;E;Helgedøgn;Alle;Januar;-5,191;97,000;3417735;3604875;3.367;2.409
Oslo og Akershus;E;Helgedøgn;< 5,6m;Januar;-5,621;97,000;3223620;3415626;3.454;2.471
Oslo og Akershus;E;Helgedøgn;>= 5,6m;Januar;2,620;97,000;193869;188920;6.438;4.606
Oslo og Akershus;E;Helgedøgn;5,6m - 7,6m;Januar;0,393;97,000;51901;51698;6.417;4.591
Oslo og Akershus;E;Helgedøgn;7,6m - 12,5m;Januar;-1,243;97,000;49643;50268;10.525;7.529
Oslo og Akershus;E;Helgedøgn;12,5m - 16,0m;Januar;4,177;97,000;46784;44908;9.611;6.875
Oslo og Akershus;E;Helgedøgn;>= 16,0m;Januar;8,312;97,000;45541;42046;9.717;6.951
Oslo og Akershus;E;Alle;Alle;Februar;-4,886;99,000;15288018;16073372;3.641;2.605
Oslo og Akershus;E;Alle;< 5,6m;Februar;-5,379;99,000;13461570;14226847;3.592;2.569
Oslo og Akershus;E;Alle;>= 5,6m;Februar;-1,059;99,000;1819767;1839248;4.783;3.422
Oslo og Akershus;E;Alle;5,6m - 7,6m;Februar;-1,062;99,000;481975;487148;4.274;3.057
Oslo og Akershus;E;Alle;7,6m - 12,5m;Februar;-1,147;99,000;484038;489653;5.784;4.138
Oslo og Akershus;E;Alle;12,5m - 16,0m;Februar;-1,804;99,000;335409;341572;6.980;4.993
Oslo og Akershus;E;Alle;>= 16,0m;Februar;-0,486;99,000;518345;520875;6.883;4.923
Oslo og Akershus;E;Yrkesdøgn;Alle;Februar;-4,546;99,000;11984690;12555482;3.686;2.637
Oslo og Akershus;E;Yrkesdøgn;< 5,6m;Februar;-5,128;99,000;10343588;10902725;3.564;2.549
Oslo og Akershus;E;Yrkesdøgn;>= 5,6m;Februar;-0,671;99,000;1634665;1645708;5.176;3.703
Oslo og Akershus;E;Yrkesdøgn;5,6m - 7,6m;Februar;-0,926;99,000;429372;433384;4.655;3.330
Oslo og Akershus;E;Yrkesdøgn;7,6m - 12,5m;Februar;-0,297;99,000;437116;438416;5.936;4.247
Oslo og Akershus;E;Yrkesdøgn;12,5m - 16,0m;Februar;-0,752;99,000;292550;294768;7.617;5.449
