Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Januar;1,899;97,000;4994992;4901906;4.154;2.398
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Januar;1,816;97,000;4600967;4518899;4.331;2.501
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Januar;3,167;97,000;390853;378856;6.918;3.994
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Januar;0,967;97,000;137499;136182;16.807;9.704
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Januar;3,387;97,000;145576;140807;4.463;2.577
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Januar;6,088;97,000;39366;37107;24.156;13.947
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Januar;5,639;97,000;68412;64760;10.049;5.802
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Januar;2,624;97,000;3983816;3881960;3.938;2.274
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;Januar;2,625;97,000;3629534;3536682;4.089;2.361
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;Januar;2,911;97,000;351204;341269;6.848;3.954
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Januar;0,801;97,000;121814;120846;16.088;9.289
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Januar;3,061;97,000;129140;125304;4.140;2.391
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Januar;4,766;97,000;35458;33845;24.508;14.150
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;Januar;5,741;97,000;64792;61274;10.492;6.058
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;Januar;-0,860;96,000;1011176;1019946;6.614;3.819
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;< 5,6m;Januar;-1,098;96,000;971433;982217;6.694;3.865
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 5,6m;Januar;5,486;96,000;39649;37587;10.398;6.004
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;5,6m - 7,6m;Januar;2,276;96,000;15685;15336;22.264;12.855
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;7,6m - 12,5m;Januar;6,018;96,000;16436;15503;13.622;7.865
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;12,5m - 16,0m;Januar;19,804;96,000;3908;3262;33.314;19.235
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 16,0m;Januar;3,844;96,000;3620;3486;18.998;10.969
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Februar;0,362;95,000;5012373;4994297;3.092;1.712
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Februar;-0,118;95,000;4624542;4629994;3.242;1.795
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Februar;6,686;95,000;384620;360517;7.860;4.352
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Februar;9,084;95,000;141664;129867;18.849;10.438
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Februar;3,568;95,000;140041;135217;2.895;1.603
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Februar;14,147;95,000;39270;34403;34.103;18.886
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Februar;4,285;95,000;63645;61030;10.953;6.065
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Februar;0,864;94,000;3963892;3929943;3.689;2.043
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;Februar;0,387;94,000;3616877;3602921;3.775;2.091
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;Februar;6,361;94,000;343926;323358;7.706;4.267
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Februar;8,361;94,000;124203;114620;18.383;10.180
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Februar;3,601;94,000;124159;119843;3.505;1.941
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Februar;13,580;94,000;35487;31244;36.778;20.367
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;Februar;4,208;94,000;60077;57651;10.515;5.823
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;Februar;-1,491;96,000;1048481;1064354;5.783;3.202
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;< 5,6m;Februar;-1,890;96,000;1007665;1027073;5.883;3.258
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 5,6m;Februar;9,513;96,000;40694;37159;16.023;8.873
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;5,6m - 7,6m;Februar;14,521;96,000;17461;15247;25.676;14.219
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;7,6m - 12,5m;Februar;3,304;96,000;15882;15374;14.839;8.218
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;12,5m - 16,0m;Februar;19,753;96,000;3783;3159;24.767;13.716
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 16,0m;Februar;5,593;96,000;3568;3379;24.144;13.371
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;Mars;4,893;95,000;5177118;4935623;5.003;3.023
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;Mars;4,382;95,000;4785524;4584616;5.227;3.159
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;Mars;11,737;95,000;388762;347925;6.741;4.074
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;Mars;13,572;95,000;135748;119526;14.771;8.926
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;Mars;11,661;95,000;143318;128351;4.708;2.845
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;Mars;11,155;95,000;39528;35561;20.245;12.234
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;Mars;8,810;95,000;70168;64487;10.045;6.070
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;Mars;7,511;95,000;3948392;3672531;4.521;2.732
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;Mars;7,088;95,000;3605386;3366757;4.763;2.878
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;Mars;12,381;95,000;340278;302789;6.326;3.823
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Mars;14,519;95,000;116497;101727;14.916;9.014
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Mars;11,786;95,000;123820;110765;3.626;2.191
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Mars;12,882;95,000;34570;30625;18.978;11.468
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;Mars;9,584;95,000;65391;59672;9.324;5.634
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;Mars;-2,721;95,000;1228726;1263092;6.363;3.845
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;< 5,6m;Mars;-3,097;95,000;1180138;1217859;6.443;3.893
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 5,6m;Mars;7,418;95,000;48484;45136;10.798;6.525
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;5,6m - 7,6m;Mars;8,158;95,000;19251;17799;15.636;9.449
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;7,6m - 12,5m;Mars;10,872;95,000;19498;17586;12.296;7.430
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;12,5m - 16,0m;Mars;0,446;95,000;4958;4936;37.931;22.922
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;>= 16,0m;Mars;-0,789;95,000;4777;4815;19.748;11.934
Buskerudbyen uten E18;E+R+F+K;Alle;Alle;April;-2,860;97,000;4990275;5137222;4.999;3.021
Buskerudbyen uten E18;E+R+F+K;Alle;< 5,6m;April;-3,350;97,000;4567903;4726254;5.198;3.141
Buskerudbyen uten E18;E+R+F+K;Alle;>= 5,6m;April;2,969;97,000;419589;407491;4.681;2.829
Buskerudbyen uten E18;E+R+F+K;Alle;5,6m - 7,6m;April;2,936;97,000;140200;136201;9.819;5.934
Buskerudbyen uten E18;E+R+F+K;Alle;7,6m - 12,5m;April;5,115;97,000;168303;160113;6.377;3.854
Buskerudbyen uten E18;E+R+F+K;Alle;12,5m - 16,0m;April;2,799;97,000;41062;39944;15.383;9.296
Buskerudbyen uten E18;E+R+F+K;Alle;>= 16,0m;April;-1,697;97,000;70024;71233;7.188;4.343
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;Alle;April;-5,333;98,000;3685514;3893145;4.460;2.695
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;< 5,6m;April;-5,867;98,000;3327873;3535294;4.742;2.865
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 5,6m;April;0,124;98,000;355052;354612;4.503;2.721
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;April;-0,219;98,000;116262;116517;9.904;5.985
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;April;2,081;98,000;139385;136543;5.119;3.093
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;April;-1,737;98,000;34569;35180;14.183;8.571
Buskerudbyen uten E18;E+R+F+K;Yrkesdøgn;>= 16,0m;April;-2,314;98,000;64836;66372;7.211;4.357
Buskerudbyen uten E18;E+R+F+K;Helgedøgn;Alle;April;4,878;96,000;1304761;1244077;7.583;4.582
