Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Buskerudbyen;E+R+F+K;Alle;Alle;Januar;6,266;90,000;8931371;8404721;3.940;1.960
Buskerudbyen;E+R+F+K;Alle;< 5,6m;Januar;5,255;90,000;8131034;7725077;3.935;1.957
Buskerudbyen;E+R+F+K;Alle;>= 5,6m;Januar;17,552;90,000;797858;678729;8.098;4.027
Buskerudbyen;E+R+F+K;Alle;5,6m - 7,6m;Januar;23,564;90,000;222334;179935;20.956;10.421
Buskerudbyen;E+R+F+K;Alle;7,6m - 12,5m;Januar;14,315;90,000;256327;224229;7.523;3.741
Buskerudbyen;E+R+F+K;Alle;12,5m - 16,0m;Januar;13,659;90,000;107003;94144;23.200;11.537
Buskerudbyen;E+R+F+K;Alle;>= 16,0m;Januar;17,610;90,000;212194;180421;12.463;6.198
Buskerudbyen;E+R+F+K;Yrkesdøgn;Alle;Januar;14,576;90,000;7041444;6145658;7.883;3.920
Buskerudbyen;E+R+F+K;Yrkesdøgn;< 5,6m;Januar;13,687;90,000;6323429;5562122;8.199;4.077
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 5,6m;Januar;22,821;90,000;715657;582684;8.380;4.168
Buskerudbyen;E+R+F+K;Yrkesdøgn;5,6m - 7,6m;Januar;28,748;90,000;196457;152590;20.123;10.007
Buskerudbyen;E+R+F+K;Yrkesdøgn;7,6m - 12,5m;Januar;20,219;90,000;224498;186741;9.561;4.754
Buskerudbyen;E+R+F+K;Yrkesdøgn;12,5m - 16,0m;Januar;21,425;90,000;96096;79140;24.411;12.140
Buskerudbyen;E+R+F+K;Yrkesdøgn;>= 16,0m;Januar;20,944;90,000;198606;164213;12.846;6.388
Buskerudbyen;E+R+F+K;Helgedøgn;Alle;Januar;-16,340;91,000;1889927;2259063;9.288;4.619
Buskerudbyen;E+R+F+K;Helgedøgn;< 5,6m;Januar;-16,429;91,000;1807605;2162955;9.134;4.542
Buskerudbyen;E+R+F+K;Helgedøgn;>= 5,6m;Januar;-14,414;91,000;82201;96045;16.413;8.162
Buskerudbyen;E+R+F+K;Helgedøgn;5,6m - 7,6m;Januar;-5,368;91,000;25877;27345;29.915;14.877
Buskerudbyen;E+R+F+K;Helgedøgn;7,6m - 12,5m;Januar;-15,095;91,000;31829;37488;12.856;6.393
Buskerudbyen;E+R+F+K;Helgedøgn;12,5m - 16,0m;Januar;-27,306;91,000;10907;15004;30.112;14.974
