"aar_maaned";"stasjon";"felt";"klasse";"trafikkvolum";"trafikkvolum_alle";"trafikkvolum_andel"
2016-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";250573;285930;87,63
2016-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";22207;285930;7,77
2016-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";13150;285930;4,6
2016-01-01;"Bratsbergveien";"BRATS";"Liten_bil";194944;214021;91,09
2016-01-01;"Bratsbergveien";"BRATS";"Stor_bil";12591;214021;5,88
2016-01-01;"Bratsbergveien";"BRATS";"Ukjent";6486;214021;3,03
2016-01-01;"Byåsveien";"BYÅSV";"Liten_bil";292557;308727;94,76
2016-01-01;"Byåsveien";"BYÅSV";"Stor_bil";11887;308727;3,85
2016-01-01;"Byåsveien";"BYÅSV";"Ukjent";4283;308727;1,39
2016-01-01;"Bøckmans veg";"BØCKM";"Liten_bil";156047;161292;96,75
2016-01-01;"Bøckmans veg";"BØCKM";"Stor_bil";2051;161292;1,27
2016-01-01;"Bøckmans veg";"BØCKM";"Ukjent";3194;161292;1,98
2016-01-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";178018;201696;88,26
2016-01-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";19247;201696;9,54
2016-01-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";4431;201696;2,2
2016-01-01;"Gamle Oslovei";"GAMLE";"Liten_bil";109056;115858;94,13
2016-01-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4531;115858;3,91
2016-01-01;"Gamle Oslovei";"GAMLE";"Ukjent";2271;115858;1,96
2016-01-01;"Haakon VII s gt ";"H-VII";"Liten_bil";313182;330781;94,68
2016-01-01;"Haakon VII s gt ";"H-VII";"Stor_bil";11583;330781;3,5
2016-01-01;"Haakon VII s gt ";"H-VII";"Ukjent";6016;330781;1,82
2016-01-01;"Klett - E6";"KLETT-E6";"Liten_bil";551299;640085;86,13
2016-01-01;"Klett - E6";"KLETT-E6";"Stor_bil";58579;640085;9,15
2016-01-01;"Klett - E6";"KLETT-E6";"Ukjent";30207;640085;4,72
2016-01-01;"Klett - Rv.707";"KLETT";"Liten_bil";155608;174686;89,08
2016-01-01;"Klett - Rv.707";"KLETT";"Stor_bil";8316;174686;4,76
2016-01-01;"Klett - Rv.707";"KLETT";"Ukjent";10762;174686;6,16
2016-01-01;"Kroppan bru";"KROP-";"Liten_bil";406319;467056;87
2016-01-01;"Kroppan bru";"KROP-";"Stor_bil";34754;467056;7,44
2016-01-01;"Kroppan bru";"KROP-";"Ukjent";25983;467056;5,56
2016-01-01;"Landbruksvegen";"LANDB";"Liten_bil";139002;148302;93,73
2016-01-01;"Landbruksvegen";"LANDB";"Stor_bil";3862;148302;2,6
2016-01-01;"Landbruksvegen";"LANDB";"Ukjent";5438;148302;3,67
2016-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";55759;62738;88,88
2016-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4485;62738;7,15
2016-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";2494;62738;3,98
2016-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";306832;330162;92,93
2016-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";9662;330162;2,93
2016-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";13668;330162;4,14
2016-01-01;"Ranheim";"RANH-";"Liten_bil";444911;555241;80,13
2016-01-01;"Ranheim";"RANH-";"Stor_bil";47346;555241;8,53
2016-01-01;"Ranheim";"RANH-";"Ukjent";62984;555241;11,34
2016-01-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";625531;679343;92,08
2016-01-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";41861;679343;6,16
2016-01-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";11951;679343;1,76
2016-01-01;"Tempeveien";"TEMPE";"Liten_bil";96761;111190;87,02
2016-01-01;"Tempeveien";"TEMPE";"Stor_bil";9002;111190;8,1
2016-01-01;"Tempeveien";"TEMPE";"Ukjent";5427;111190;4,88
2016-01-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";403318;428001;94,23
2016-01-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";15516;428001;3,63
2016-01-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";9167;428001;2,14
2016-01-01;"Tillerbrua";"TILLB";"Liten_bil";51208;55778;91,81
2016-01-01;"Tillerbrua";"TILLB";"Stor_bil";1418;55778;2,54
2016-01-01;"Tillerbrua";"TILLB";"Ukjent";3152;55778;5,65
2016-01-01;"Tungasletta";"TUNGA";"Liten_bil";231527;246490;93,93
2016-01-01;"Tungasletta";"TUNGA";"Stor_bil";9572;246490;3,88
2016-01-01;"Tungasletta";"TUNGA";"Ukjent";5391;246490;2,19
2016-01-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";251057;271265;92,55
2016-01-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";10836;271265;3,99
2016-01-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";9372;271265;3,45
2016-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";241513;276222;87,43
2016-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";22455;276222;8,13
2016-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";12254;276222;4,44
2016-02-01;"Bratsbergveien";"BRATS";"Liten_bil";184962;202661;91,27
2016-02-01;"Bratsbergveien";"BRATS";"Stor_bil";13513;202661;6,67
2016-02-01;"Bratsbergveien";"BRATS";"Ukjent";4186;202661;2,07
2016-02-01;"Byåsveien";"BYÅSV";"Liten_bil";269399;284599;94,66
2016-02-01;"Byåsveien";"BYÅSV";"Stor_bil";11503;284599;4,04
2016-02-01;"Byåsveien";"BYÅSV";"Ukjent";3697;284599;1,3
2016-02-01;"Bøckmans veg";"BØCKM";"Liten_bil";146948;150907;97,38
2016-02-01;"Bøckmans veg";"BØCKM";"Stor_bil";2219;150907;1,47
2016-02-01;"Bøckmans veg";"BØCKM";"Ukjent";1740;150907;1,15
2016-02-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";164053;188083;87,22
2016-02-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";17992;188083;9,57
2016-02-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";6038;188083;3,21
2016-02-01;"Gamle Oslovei";"GAMLE";"Liten_bil";101074;109101;92,64
2016-02-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4099;109101;3,76
2016-02-01;"Gamle Oslovei";"GAMLE";"Ukjent";3928;109101;3,6
2016-02-01;"Haakon VII s gt ";"H-VII";"Liten_bil";297792;315226;94,47
2016-02-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12134;315226;3,85
2016-02-01;"Haakon VII s gt ";"H-VII";"Ukjent";5300;315226;1,68
2016-02-01;"Klett - E6";"KLETT-E6";"Liten_bil";570222;656044;86,92
2016-02-01;"Klett - E6";"KLETT-E6";"Stor_bil";56636;656044;8,63
2016-02-01;"Klett - E6";"KLETT-E6";"Ukjent";29186;656044;4,45
2016-02-01;"Klett - Rv.707";"KLETT";"Liten_bil";136861;155680;87,91
2016-02-01;"Klett - Rv.707";"KLETT";"Stor_bil";7156;155680;4,6
2016-02-01;"Klett - Rv.707";"KLETT";"Ukjent";11663;155680;7,49
2016-02-01;"Kroppan bru";"KROP-";"Liten_bil";393930;451681;87,21
2016-02-01;"Kroppan bru";"KROP-";"Stor_bil";34222;451681;7,58
2016-02-01;"Kroppan bru";"KROP-";"Ukjent";23529;451681;5,21
2016-02-01;"Landbruksvegen";"LANDB";"Liten_bil";134562;141158;95,33
2016-02-01;"Landbruksvegen";"LANDB";"Stor_bil";3880;141158;2,75
2016-02-01;"Landbruksvegen";"LANDB";"Ukjent";2716;141158;1,92
2016-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";51174;58879;86,91
2016-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";3954;58879;6,72
2016-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";3751;58879;6,37
2016-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";293561;314469;93,35
2016-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";9571;314469;3,04
2016-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";11337;314469;3,61
2016-02-01;"Ranheim";"RANH-";"Liten_bil";450225;541680;83,12
2016-02-01;"Ranheim";"RANH-";"Stor_bil";49090;541680;9,06
2016-02-01;"Ranheim";"RANH-";"Ukjent";42365;541680;7,82
2016-02-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";596181;648985;91,86
2016-02-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";41519;648985;6,4
2016-02-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";11285;648985;1,74
2016-02-01;"Tempeveien";"TEMPE";"Liten_bil";93099;106272;87,6
2016-02-01;"Tempeveien";"TEMPE";"Stor_bil";8619;106272;8,11
2016-02-01;"Tempeveien";"TEMPE";"Ukjent";4554;106272;4,29
2016-02-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";386435;407783;94,76
2016-02-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";14087;407783;3,45
2016-02-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";7261;407783;1,78
2016-02-01;"Tillerbrua";"TILLB";"Liten_bil";48907;51809;94,4
2016-02-01;"Tillerbrua";"TILLB";"Stor_bil";1328;51809;2,56
2016-02-01;"Tillerbrua";"TILLB";"Ukjent";1574;51809;3,04
2016-02-01;"Tungasletta";"TUNGA";"Liten_bil";214476;227521;94,27
2016-02-01;"Tungasletta";"TUNGA";"Stor_bil";9327;227521;4,1
2016-02-01;"Tungasletta";"TUNGA";"Ukjent";3718;227521;1,63
2016-02-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";230173;247744;92,91
2016-02-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";9681;247744;3,91
2016-02-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";7890;247744;3,18
2016-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";253243;282181;89,74
2016-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";22275;282181;7,89
2016-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";6663;282181;2,36
2016-03-01;"Bratsbergveien";"BRATS";"Liten_bil";188080;203140;92,59
2016-03-01;"Bratsbergveien";"BRATS";"Stor_bil";12557;203140;6,18
2016-03-01;"Bratsbergveien";"BRATS";"Ukjent";2503;203140;1,23
2016-03-01;"Byåsveien";"BYÅSV";"Liten_bil";278868;292507;95,34
2016-03-01;"Byåsveien";"BYÅSV";"Stor_bil";11422;292507;3,9
2016-03-01;"Byåsveien";"BYÅSV";"Ukjent";2217;292507;0,76
2016-03-01;"Bøckmans veg";"BØCKM";"Liten_bil";147199;150409;97,87
2016-03-01;"Bøckmans veg";"BØCKM";"Stor_bil";2009;150409;1,34
2016-03-01;"Bøckmans veg";"BØCKM";"Ukjent";1201;150409;0,8
2016-03-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";170363;192934;88,3
2016-03-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";20235;192934;10,49
2016-03-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";2336;192934;1,21
2016-03-01;"Gamle Oslovei";"GAMLE";"Liten_bil";104500;110557;94,52
2016-03-01;"Gamle Oslovei";"GAMLE";"Stor_bil";3999;110557;3,62
2016-03-01;"Gamle Oslovei";"GAMLE";"Ukjent";2058;110557;1,86
2016-03-01;"Haakon VII s gt ";"H-VII";"Liten_bil";315707;332333;95
2016-03-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12107;332333;3,64
2016-03-01;"Haakon VII s gt ";"H-VII";"Ukjent";4519;332333;1,36
2016-03-01;"Klett - E6";"KLETT-E6";"Liten_bil";647025;712525;90,81
2016-03-01;"Klett - E6";"KLETT-E6";"Stor_bil";60820;712525;8,54
2016-03-01;"Klett - E6";"KLETT-E6";"Ukjent";4680;712525;0,66
2016-03-01;"Klett - Rv.707";"KLETT";"Liten_bil";150752;164070;91,88
2016-03-01;"Klett - Rv.707";"KLETT";"Stor_bil";6586;164070;4,01
2016-03-01;"Klett - Rv.707";"KLETT";"Ukjent";6732;164070;4,1
2016-03-01;"Kroppan bru";"KROP-";"Liten_bil";414589;462984;89,55
2016-03-01;"Kroppan bru";"KROP-";"Stor_bil";33344;462984;7,2
2016-03-01;"Kroppan bru";"KROP-";"Ukjent";15051;462984;3,25
2016-03-01;"Landbruksvegen";"LANDB";"Liten_bil";135983;142168;95,65
2016-03-01;"Landbruksvegen";"LANDB";"Stor_bil";4026;142168;2,83
2016-03-01;"Landbruksvegen";"LANDB";"Ukjent";2159;142168;1,52
2016-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";51875;57560;90,12
2016-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";3845;57560;6,68
2016-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";1840;57560;3,2
2016-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";301213;316338;95,22
2016-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";9015;316338;2,85
2016-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";6110;316338;1,93
2016-03-01;"Ranheim";"RANH-";"Liten_bil";491547;547124;89,84
2016-03-01;"Ranheim";"RANH-";"Stor_bil";48785;547124;8,92
2016-03-01;"Ranheim";"RANH-";"Ukjent";6792;547124;1,24
2016-03-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";615849;665043;92,6
2016-03-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";41079;665043;6,18
2016-03-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";8115;665043;1,22
2016-03-01;"Tempeveien";"TEMPE";"Liten_bil";97221;107614;90,34
2016-03-01;"Tempeveien";"TEMPE";"Stor_bil";8234;107614;7,65
2016-03-01;"Tempeveien";"TEMPE";"Ukjent";2159;107614;2,01
2016-03-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";399921;418590;95,54
2016-03-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";13947;418590;3,33
2016-03-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";4722;418590;1,13
2016-03-01;"Tillerbrua";"TILLB";"Liten_bil";52231;54554;95,74
2016-03-01;"Tillerbrua";"TILLB";"Stor_bil";1280;54554;2,35
2016-03-01;"Tillerbrua";"TILLB";"Ukjent";1043;54554;1,91
2016-03-01;"Tungasletta";"TUNGA";"Liten_bil";214816;227246;94,53
2016-03-01;"Tungasletta";"TUNGA";"Stor_bil";9688;227246;4,26
2016-03-01;"Tungasletta";"TUNGA";"Ukjent";2742;227246;1,21
2016-03-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";245447;259842;94,46
2016-03-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";9411;259842;3,62
2016-03-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";4984;259842;1,92
2016-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";281366;317098;88,73
2016-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";24295;317098;7,66
2016-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";11437;317098;3,61
2016-04-01;"Bratsbergveien";"BRATS";"Liten_bil";212445;228874;92,82
2016-04-01;"Bratsbergveien";"BRATS";"Stor_bil";13354;228874;5,83
2016-04-01;"Bratsbergveien";"BRATS";"Ukjent";3075;228874;1,34
2016-04-01;"Byåsveien";"BYÅSV";"Liten_bil";307051;322455;95,22
2016-04-01;"Byåsveien";"BYÅSV";"Stor_bil";12777;322455;3,96
2016-04-01;"Byåsveien";"BYÅSV";"Ukjent";2627;322455;0,81
2016-04-01;"Bøckmans veg";"BØCKM";"Liten_bil";165429;169683;97,49
2016-04-01;"Bøckmans veg";"BØCKM";"Stor_bil";3165;169683;1,87
2016-04-01;"Bøckmans veg";"BØCKM";"Ukjent";1089;169683;0,64
2016-04-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";187853;223202;84,16
2016-04-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";31054;223202;13,91
2016-04-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";4295;223202;1,92
2016-04-01;"Gamle Oslovei";"GAMLE";"Liten_bil";115948;121334;95,56
2016-04-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4374;121334;3,6
2016-04-01;"Gamle Oslovei";"GAMLE";"Ukjent";1012;121334;0,83
2016-04-01;"Haakon VII s gt ";"H-VII";"Liten_bil";361661;382151;94,64
2016-04-01;"Haakon VII s gt ";"H-VII";"Stor_bil";15586;382151;4,08
2016-04-01;"Haakon VII s gt ";"H-VII";"Ukjent";4904;382151;1,28
2016-04-01;"Klett - E6";"KLETT-E6";"Liten_bil";659080;737868;89,32
2016-04-01;"Klett - E6";"KLETT-E6";"Stor_bil";72647;737868;9,85
2016-04-01;"Klett - E6";"KLETT-E6";"Ukjent";6141;737868;0,83
2016-04-01;"Klett - Rv.707";"KLETT";"Liten_bil";173676;195269;88,94
2016-04-01;"Klett - Rv.707";"KLETT";"Stor_bil";10749;195269;5,5
2016-04-01;"Klett - Rv.707";"KLETT";"Ukjent";10844;195269;5,55
2016-04-01;"Kroppan bru";"KROP-";"Liten_bil";454520;509331;89,24
2016-04-01;"Kroppan bru";"KROP-";"Stor_bil";36388;509331;7,14
2016-04-01;"Kroppan bru";"KROP-";"Ukjent";18423;509331;3,62
2016-04-01;"Landbruksvegen";"LANDB";"Liten_bil";153708;160391;95,83
2016-04-01;"Landbruksvegen";"LANDB";"Stor_bil";4415;160391;2,75
2016-04-01;"Landbruksvegen";"LANDB";"Ukjent";2268;160391;1,41
2016-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";64130;71297;89,95
2016-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4800;71297;6,73
2016-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";2367;71297;3,32
2016-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";333781;354422;94,18
2016-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";11196;354422;3,16
2016-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";9445;354422;2,66
2016-04-01;"Ranheim";"RANH-";"Liten_bil";514668;576893;89,21
2016-04-01;"Ranheim";"RANH-";"Stor_bil";53384;576893;9,25
2016-04-01;"Ranheim";"RANH-";"Ukjent";8841;576893;1,53
2016-04-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";682840;737502;92,59
2016-04-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";47314;737502;6,42
2016-04-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";7348;737502;1
2016-04-01;"Tempeveien";"TEMPE";"Liten_bil";111276;122682;90,7
2016-04-01;"Tempeveien";"TEMPE";"Stor_bil";8837;122682;7,2
2016-04-01;"Tempeveien";"TEMPE";"Ukjent";2569;122682;2,09
2016-04-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";444809;465511;95,55
2016-04-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";15934;465511;3,42
2016-04-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";4768;465511;1,02
2016-04-01;"Tillerbrua";"TILLB";"Liten_bil";58204;61572;94,53
2016-04-01;"Tillerbrua";"TILLB";"Stor_bil";1881;61572;3,05
2016-04-01;"Tillerbrua";"TILLB";"Ukjent";1487;61572;2,42
2016-04-01;"Tungasletta";"TUNGA";"Liten_bil";249436;263443;94,68
2016-04-01;"Tungasletta";"TUNGA";"Stor_bil";10846;263443;4,12
2016-04-01;"Tungasletta";"TUNGA";"Ukjent";3161;263443;1,2
2016-04-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";274406;293172;93,6
2016-04-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";10130;293172;3,46
2016-04-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";8636;293172;2,95
2016-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";281824;316264;89,11
2016-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";24559;316264;7,77
2016-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";9881;316264;3,12
2016-05-01;"Bratsbergveien";"BRATS";"Liten_bil";200589;215630;93,02
2016-05-01;"Bratsbergveien";"BRATS";"Stor_bil";12364;215630;5,73
2016-05-01;"Bratsbergveien";"BRATS";"Ukjent";2677;215630;1,24
2016-05-01;"Byåsveien";"BYÅSV";"Liten_bil";309292;323928;95,48
2016-05-01;"Byåsveien";"BYÅSV";"Stor_bil";12446;323928;3,84
2016-05-01;"Byåsveien";"BYÅSV";"Ukjent";2190;323928;0,68
2016-05-01;"Bøckmans veg";"BØCKM";"Liten_bil";161772;165501;97,75
2016-05-01;"Bøckmans veg";"BØCKM";"Stor_bil";2666;165501;1,61
2016-05-01;"Bøckmans veg";"BØCKM";"Ukjent";1063;165501;0,64
2016-05-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";191037;227889;83,83
2016-05-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";33769;227889;14,82
2016-05-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3083;227889;1,35
2016-05-01;"Gamle Oslovei";"GAMLE";"Liten_bil";120183;125584;95,7
2016-05-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4494;125584;3,58
2016-05-01;"Gamle Oslovei";"GAMLE";"Ukjent";907;125584;0,72
2016-05-01;"Haakon VII s gt ";"H-VII";"Liten_bil";343639;361445;95,07
2016-05-01;"Haakon VII s gt ";"H-VII";"Stor_bil";13338;361445;3,69
2016-05-01;"Haakon VII s gt ";"H-VII";"Ukjent";4468;361445;1,24
2016-05-01;"Klett - E6";"KLETT-E6";"Liten_bil";703027;781783;89,93
2016-05-01;"Klett - E6";"KLETT-E6";"Stor_bil";72801;781783;9,31
2016-05-01;"Klett - E6";"KLETT-E6";"Ukjent";5955;781783;0,76
2016-05-01;"Klett - Rv.707";"KLETT";"Liten_bil";193397;215700;89,66
2016-05-01;"Klett - Rv.707";"KLETT";"Stor_bil";10909;215700;5,06
2016-05-01;"Klett - Rv.707";"KLETT";"Ukjent";11394;215700;5,28
2016-05-01;"Kroppan bru";"KROP-";"Liten_bil";443636;495798;89,48
2016-05-01;"Kroppan bru";"KROP-";"Stor_bil";34079;495798;6,87
2016-05-01;"Kroppan bru";"KROP-";"Ukjent";18083;495798;3,65
2016-05-01;"Landbruksvegen";"LANDB";"Liten_bil";137504;143945;95,53
2016-05-01;"Landbruksvegen";"LANDB";"Stor_bil";4349;143945;3,02
2016-05-01;"Landbruksvegen";"LANDB";"Ukjent";2092;143945;1,45
2016-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";64429;71751;89,8
2016-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";5004;71751;6,97
2016-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";2318;71751;3,23
2016-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";339594;359383;94,49
2016-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";10698;359383;2,98
2016-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";9091;359383;2,53
2016-05-01;"Ranheim";"RANH-";"Liten_bil";541790;602301;89,95
2016-05-01;"Ranheim";"RANH-";"Stor_bil";52546;602301;8,72
2016-05-01;"Ranheim";"RANH-";"Ukjent";7965;602301;1,32
2016-05-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";665593;716742;92,86
2016-05-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";44205;716742;6,17
2016-05-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";6944;716742;0,97
2016-05-01;"Tempeveien";"TEMPE";"Liten_bil";108378;119269;90,87
2016-05-01;"Tempeveien";"TEMPE";"Stor_bil";8415;119269;7,06
2016-05-01;"Tempeveien";"TEMPE";"Ukjent";2476;119269;2,08
2016-05-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";428241;448189;95,55
2016-05-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";15451;448189;3,45
2016-05-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";4497;448189;1
2016-05-01;"Tillerbrua";"TILLB";"Liten_bil";60341;63754;94,65
2016-05-01;"Tillerbrua";"TILLB";"Stor_bil";1929;63754;3,03
2016-05-01;"Tillerbrua";"TILLB";"Ukjent";1484;63754;2,33
2016-05-01;"Tungasletta";"TUNGA";"Liten_bil";238765;252393;94,6
2016-05-01;"Tungasletta";"TUNGA";"Stor_bil";10757;252393;4,26
2016-05-01;"Tungasletta";"TUNGA";"Ukjent";2871;252393;1,14
2016-05-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";282539;299949;94,2
2016-05-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";9868;299949;3,29
2016-05-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";7542;299949;2,51
2016-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";280167;320254;87,48
2016-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";27145;320254;8,48
2016-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";12942;320254;4,04
2016-06-01;"Bratsbergveien";"BRATS";"Liten_bil";198170;213483;92,83
2016-06-01;"Bratsbergveien";"BRATS";"Stor_bil";12864;213483;6,03
2016-06-01;"Bratsbergveien";"BRATS";"Ukjent";2449;213483;1,15
2016-06-01;"Byåsveien";"BYÅSV";"Liten_bil";307304;322051;95,42
2016-06-01;"Byåsveien";"BYÅSV";"Stor_bil";12728;322051;3,95
2016-06-01;"Byåsveien";"BYÅSV";"Ukjent";2019;322051;0,63
2016-06-01;"Bøckmans veg";"BØCKM";"Liten_bil";154194;158208;97,46
2016-06-01;"Bøckmans veg";"BØCKM";"Stor_bil";3057;158208;1,93
2016-06-01;"Bøckmans veg";"BØCKM";"Ukjent";957;158208;0,6
2016-06-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";197585;232540;84,97
2016-06-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";31895;232540;13,72
2016-06-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3060;232540;1,32
2016-06-01;"Gamle Oslovei";"GAMLE";"Liten_bil";122455;127875;95,76
2016-06-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4410;127875;3,45
2016-06-01;"Gamle Oslovei";"GAMLE";"Ukjent";1010;127875;0,79
2016-06-01;"Haakon VII s gt ";"H-VII";"Liten_bil";383267;403253;95,04
2016-06-01;"Haakon VII s gt ";"H-VII";"Stor_bil";14856;403253;3,68
2016-06-01;"Haakon VII s gt ";"H-VII";"Ukjent";5130;403253;1,27
2016-06-01;"Klett - E6";"KLETT-E6";"Liten_bil";710333;796451;89,19
