fylkenr;msnr;msnavn;Vegkategori;vegnr;hp;meter;ant_kjørefelt;ådt;første_igangsetting_datainn;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Januar;0,745;99,000;1403837;1393452
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Februar;-2,402;99,000;1322221;1354767
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Mars;1,828;63,000;933019;916270
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;April;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Mai;0,043;99,000;1547236;1546572
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Juni;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Juli;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;August;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;September;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Oktober;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Siste 12 måneder;-0,091;90,000;5206313;5211061
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;Alle;Hittil i år;-0,091;90,000;5206313;5211061
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Januar;-0,774;99,000;1173817;1182977
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Februar;-4,266;99,000;1104211;1153421
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Mars;0,758;63,000;795366;789383
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;April;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Mai;-1,478;99,000;1279927;1299123
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Juni;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Juli;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;August;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;September;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Oktober;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Siste 12 måneder;-1,618;90,000;4353321;4424904
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;< 5,6m;Hittil i år;-1,618;90,000;4353321;4424904
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Januar;9,149;99,000;227155;208114
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Februar;8,021;99,000;213830;197953
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Mars;8,473;63,000;135709;125108
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;April;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Mai;7,713;99,000;264431;245497
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Juni;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Juli;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;August;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;September;-;-;-;-
3;300349;E6 V/KARIHAUGEN;E;6;2;6011;6;;;Alle;>= 5,6m;Oktober;-;-;-;-
