Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Nord-Jæren ;E+R;Alle;Alle;Januar;-2,595;99,000;6628264;6804833;4.252;3.555
Nord-Jæren ;E+R;Alle;< 5,6m;Januar;-3,422;99,000;5992859;6205227;4.936;4.127
Nord-Jæren ;E+R;Alle;>= 5,6m;Januar;5,942;99,000;634220;598649;10.517;8.792
Nord-Jæren ;E+R;Alle;5,6m - 7,6m;Januar;18,399;99,000;245783;207588;26.109;21.827
Nord-Jæren ;E+R;Alle;7,6m - 12,5m;Januar;1,000;99,000;191608;189710;2.625;2.195
Nord-Jæren ;E+R;Alle;12,5m - 16,0m;Januar;-1,828;99,000;62131;63288;36.617;30.613
Nord-Jæren ;E+R;Alle;>= 16,0m;Januar;-2,437;99,000;134698;138063;8.293;6.933
Nord-Jæren ;E+R;Yrkesdøgn;Alle;Januar;-2,390;99,000;5286689;5416152;4.345;3.632
Nord-Jæren ;E+R;Yrkesdøgn;< 5,6m;Januar;-3,296;99,000;4713730;4874366;5.060;4.230
Nord-Jæren ;E+R;Yrkesdøgn;>= 5,6m;Januar;5,735;99,000;571975;540952;9.860;8.243
Nord-Jæren ;E+R;Yrkesdøgn;5,6m - 7,6m;Januar;18,066;99,000;216592;183450;24.934;20.845
Nord-Jæren ;E+R;Yrkesdøgn;7,6m - 12,5m;Januar;1,015;99,000;174014;172266;2.886;2.413
Nord-Jæren ;E+R;Yrkesdøgn;12,5m - 16,0m;Januar;-1,401;99,000;55957;56752;40.368;33.749
Nord-Jæren ;E+R;Yrkesdøgn;>= 16,0m;Januar;-2,391;99,000;125412;128484;9.012;7.534
Nord-Jæren ;E+R;Helgedøgn;Alle;Januar;-3,392;99,000;1341575;1388681;4.393;3.673
Nord-Jæren ;E+R;Helgedøgn;< 5,6m;Januar;-3,887;99,000;1279129;1330861;4.846;4.051
Nord-Jæren ;E+R;Helgedøgn;>= 5,6m;Januar;7,883;99,000;62245;57697;18.501;15.467
Nord-Jæren ;E+R;Helgedøgn;5,6m - 7,6m;Januar;20,934;99,000;29191;24138;35.823;29.949
Nord-Jæren ;E+R;Helgedøgn;7,6m - 12,5m;Januar;0,860;99,000;17594;17444;5.662;4.734
Nord-Jæren ;E+R;Helgedøgn;12,5m - 16,0m;Januar;-5,539;99,000;6174;6536;14.650;12.248
Nord-Jæren ;E+R;Helgedøgn;>= 16,0m;Januar;-3,059;99,000;9286;9579;5.388;4.505
Nord-Jæren ;E+R;Alle;Alle;Februar;-1,545;96,000;5885814;5978190;4.265;3.565
Nord-Jæren ;E+R;Alle;< 5,6m;Februar;-2,533;96,000;5301890;5439672;4.945;4.134
Nord-Jæren ;E+R;Alle;>= 5,6m;Februar;8,390;96,000;582479;537390;13.611;11.379
Nord-Jæren ;E+R;Alle;5,6m - 7,6m;Februar;22,459;96,000;225423;184080;31.174;26.062
Nord-Jæren ;E+R;Alle;7,6m - 12,5m;Februar;2,016;96,000;176188;172706;4.713;3.940
Nord-Jæren ;E+R;Alle;12,5m - 16,0m;Februar;1,872;96,000;57907;56843;36.503;30.517
Nord-Jæren ;E+R;Alle;>= 16,0m;Februar;-0,646;96,000;122961;123761;9.348;7.815
Nord-Jæren ;E+R;Yrkesdøgn;Alle;Februar;-2,568;95,000;4621711;4743507;4.595;3.841
Nord-Jæren ;E+R;Yrkesdøgn;< 5,6m;Februar;-3,700;95,000;4099671;4257199;4.957;4.144
Nord-Jæren ;E+R;Yrkesdøgn;>= 5,6m;Februar;7,336;95,000;520920;485316;13.417;11.217
Nord-Jæren ;E+R;Yrkesdøgn;5,6m - 7,6m;Februar;20,841;95,000;196517;162624;30.567;25.554
Nord-Jæren ;E+R;Yrkesdøgn;7,6m - 12,5m;Februar;0,964;95,000;157896;156389;5.258;4.396
