"point_id";"point_name";"from";"total_volume";"coverage";"easter_day";"period"
"00222V444290";"LYSAKERELVA";"2021-03-26";9611;100;"Fredag";"2021"
"00222V444290";"LYSAKERELVA";"2021-03-27";6571;100;"Lørdag";"2021"
"00222V444290";"LYSAKERELVA";"2021-03-28";5419;100;"Palmesøndag";"2021"
"00222V444290";"LYSAKERELVA";"2021-03-29";7742;99,92;"Mandag";"2021"
"00222V444290";"LYSAKERELVA";"2021-03-30";8239;100;"Tirsdag";"2021"
"00222V444290";"LYSAKERELVA";"2021-03-31";7509;100;"Onsdag";"2021"
"00222V444290";"LYSAKERELVA";"2021-04-01";5268;100;"Skjærtorsdag";"2021"
"00222V444290";"LYSAKERELVA";"2021-04-02";4989;100;"Langfredag";"2021"
"00222V444290";"LYSAKERELVA";"2021-04-03";5366;100;"Påskeaften";"2021"
"00222V444290";"LYSAKERELVA";"2021-04-04";6194;100;"1. påskedag";"2021"
"00222V444290";"LYSAKERELVA";"2021-04-05";7579;100;"2. påskedag";"2021"
"00378V444233";"IKEA";"2021-03-26";72328;100;"Fredag";"2021"
"00378V444233";"IKEA";"2021-03-27";49773;100;"Lørdag";"2021"
"00378V444233";"IKEA";"2021-03-28";39203;100;"Palmesøndag";"2021"
"00378V444233";"IKEA";"2021-03-29";65549;99,93;"Mandag";"2021"
"00378V444233";"IKEA";"2021-03-30";67525;100;"Tirsdag";"2021"
"00378V444233";"IKEA";"2021-03-31";65603;100;"Onsdag";"2021"
"00378V444233";"IKEA";"2021-04-01";45713;100;"Skjærtorsdag";"2021"
"00378V444233";"IKEA";"2021-04-02";41438;100;"Langfredag";"2021"
"00378V444233";"IKEA";"2021-04-03";41095;100;"Påskeaften";"2021"
"00378V444233";"IKEA";"2021-04-04";51589;100;"1. påskedag";"2021"
"00378V444233";"IKEA";"2021-04-05";50209;100;"2. påskedag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-26";10226;100;"Fredag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-27";6293;100;"Lørdag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-28";4748;100;"Palmesøndag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-29";7992;99,93;"Mandag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-30";8188;100;"Tirsdag";"2021"
"00492V443603";"OSLO GRENSE";"2021-03-31";7594;100;"Onsdag";"2021"
"00492V443603";"OSLO GRENSE";"2021-04-01";4199;100;"Skjærtorsdag";"2021"
"00492V443603";"OSLO GRENSE";"2021-04-02";3954;100;"Langfredag";"2021"
"00492V443603";"OSLO GRENSE";"2021-04-03";4611;100;"Påskeaften";"2021"
"00492V443603";"OSLO GRENSE";"2021-04-04";5279;100;"1. påskedag";"2021"
"00492V443603";"OSLO GRENSE";"2021-04-05";6327;100;"2. påskedag";"2021"
"01615V443711";"Garmo";"2021-03-26";9931;100;"Fredag";"2021"
"01615V443711";"Garmo";"2021-03-27";6195;100;"Lørdag";"2021"
"01615V443711";"Garmo";"2021-03-28";4466;100;"Palmesøndag";"2021"
"01615V443711";"Garmo";"2021-03-29";8561;100;"Mandag";"2021"
"01615V443711";"Garmo";"2021-03-30";8777;100;"Tirsdag";"2021"
"01615V443711";"Garmo";"2021-03-31";8751;100;"Onsdag";"2021"
"01615V443711";"Garmo";"2021-04-01";5065;100;"Skjærtorsdag";"2021"
"01615V443711";"Garmo";"2021-04-02";4793;100;"Langfredag";"2021"
"01615V443711";"Garmo";"2021-04-03";6380;100;"Påskeaften";"2021"
"01615V443711";"Garmo";"2021-04-04";4875;100;"1. påskedag";"2021"
"01615V443711";"Garmo";"2021-04-05";5186;100;"2. påskedag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-26";13566;100;"Fredag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-27";8103;100;"Lørdag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-28";7123;100;"Palmesøndag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-29";11827;100;"Mandag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-30";12711;99,94;"Tirsdag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-03-31";11436;100;"Onsdag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-04-01";9034;100;"Skjærtorsdag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-04-02";8212;100;"Langfredag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-04-03";8214;100;"Påskeaften";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-04-04";9289;100;"1. påskedag";"2021"
"02087V625292";"EV 18 V/ MASTEMYR";"2021-04-05";8797;100;"2. påskedag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-26";5810;100;"Fredag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-27";2448;100;"Lørdag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-28";1939;100;"Palmesøndag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-29";4655;100;"Mandag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-30";4715;99,94;"Tirsdag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-03-31";4460;100;"Onsdag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-04-01";1963;100;"Skjærtorsdag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-04-02";1710;100;"Langfredag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-04-03";1970;100;"Påskeaften";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-04-04";1654;100;"1. påskedag";"2021"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2021-04-05";1972;100;"2. påskedag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-26";54207;100;"Fredag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-27";38256;100;"Lørdag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-28";31518;100;"Palmesøndag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-29";48036;99,49;"Mandag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-30";50165;100;"Tirsdag";"2021"
"04925V444232";"Lysakerlokket";"2021-03-31";50052;100;"Onsdag";"2021"
"04925V444232";"Lysakerlokket";"2021-04-01";35998;100;"Skjærtorsdag";"2021"
"04925V444232";"Lysakerlokket";"2021-04-02";31551;100;"Langfredag";"2021"
"04925V444232";"Lysakerlokket";"2021-04-03";31115;100;"Påskeaften";"2021"
"04925V444232";"Lysakerlokket";"2021-04-04";39426;100;"1. påskedag";"2021"
"04925V444232";"Lysakerlokket";"2021-04-05";38115;100;"2. påskedag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-26";18000;100;"Fredag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-27";11106;100;"Lørdag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-28";8929;100;"Palmesøndag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-29";14290;100;"Mandag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-30";14550;99,96;"Tirsdag";"2021"
"07144V625582";"Sørkedalsveien";"2021-03-31";13451;100;"Onsdag";"2021"
"07144V625582";"Sørkedalsveien";"2021-04-01";8109;100;"Skjærtorsdag";"2021"
"07144V625582";"Sørkedalsveien";"2021-04-02";7670;100;"Langfredag";"2021"
"07144V625582";"Sørkedalsveien";"2021-04-03";8498;100;"Påskeaften";"2021"
"07144V625582";"Sørkedalsveien";"2021-04-04";9109;100;"1. påskedag";"2021"
"07144V625582";"Sørkedalsveien";"2021-04-05";11222;100;"2. påskedag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-26";6825;100;"Fredag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-27";4231;100;"Lørdag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-28";3043;100;"Palmesøndag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-29";6092;100;"Mandag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-30";6297;100;"Tirsdag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-03-31";5573;100;"Onsdag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-04-01";3510;100;"Skjærtorsdag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-04-02";3393;100;"Langfredag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-04-03";4349;100;"Påskeaften";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-04-04";3699;100;"1. påskedag";"2021"
"10924V2275488";"Mastemyrveien N1";"2021-04-05";3917;100;"2. påskedag";"2021"
"12357V625212";"Klemetsrud";"2021-03-26";49194;100;"Fredag";"2021"
"12357V625212";"Klemetsrud";"2021-03-27";27994;100;"Lørdag";"2021"
"12357V625212";"Klemetsrud";"2021-03-28";24943;100;"Palmesøndag";"2021"
"12357V625212";"Klemetsrud";"2021-03-29";43968;100;"Mandag";"2021"
"12357V625212";"Klemetsrud";"2021-03-30";46059;100;"Tirsdag";"2021"
"12357V625212";"Klemetsrud";"2021-03-31";44158;100;"Onsdag";"2021"
"12357V625212";"Klemetsrud";"2021-04-01";30286;100;"Skjærtorsdag";"2021"
"12357V625212";"Klemetsrud";"2021-04-02";27057;100;"Langfredag";"2021"
"12357V625212";"Klemetsrud";"2021-04-03";27305;100;"Påskeaften";"2021"
"12357V625212";"Klemetsrud";"2021-04-04";31319;100;"1. påskedag";"2021"
"12357V625212";"Klemetsrud";"2021-04-05";30544;100;"2. påskedag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-26";12526;100;"Fredag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-27";8834;100;"Lørdag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-28";6496;100;"Palmesøndag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-29";10754;100;"Mandag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-30";11463;100;"Tirsdag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-03-31";10467;100;"Onsdag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-04-01";6324;100;"Skjærtorsdag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-04-02";6225;100;"Langfredag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-04-03";7548;100;"Påskeaften";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-04-04";7216;100;"1. påskedag";"2021"
"13322V443660";"LOMMEDALSVEIEN";"2021-04-05";8372;100;"2. påskedag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-26";81420;100;"Fredag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-27";49150;100;"Lørdag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-28";40459;100;"Palmesøndag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-29";73072;100;"Mandag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-30";75687;99,93;"Tirsdag";"2021"
"13447V625213";"E6 Manglerud";"2021-03-31";72003;100;"Onsdag";"2021"
"13447V625213";"E6 Manglerud";"2021-04-01";45237;100;"Skjærtorsdag";"2021"
"13447V625213";"E6 Manglerud";"2021-04-02";41353;100;"Langfredag";"2021"
"13447V625213";"E6 Manglerud";"2021-04-03";44011;100;"Påskeaften";"2021"
"13447V625213";"E6 Manglerud";"2021-04-04";46661;100;"1. påskedag";"2021"
"13447V625213";"E6 Manglerud";"2021-04-05";48633;100;"2. påskedag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-26";13637;100;"Fredag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-27";7980;100;"Lørdag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-28";7312;100;"Palmesøndag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-29";12123;99,97;"Mandag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-30";13092;100;"Tirsdag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-03-31";11713;100;"Onsdag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-04-01";7606;100;"Skjærtorsdag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-04-02";7841;100;"Langfredag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-04-03";8714;100;"Påskeaften";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-04-04";13522;100;"1. påskedag";"2021"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2021-04-05";12307;100;"2. påskedag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-26";11345;100;"Fredag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-27";7784;100;"Lørdag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-28";4324;100;"Palmesøndag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-29";10141;100;"Mandag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-30";10667;100;"Tirsdag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-03-31";10550;100;"Onsdag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-04-01";5637;100;"Skjærtorsdag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-04-02";5251;100;"Langfredag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-04-03";7853;100;"Påskeaften";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-04-04";4802;100;"1. påskedag";"2021"
"14487V2479113";"Fv 6 Vestby storsenter";"2021-04-05";5320;100;"2. påskedag";"2021"
"14775V443441";"Kneppe";"2021-03-26";9531;100;"Fredag";"2021"
"14775V443441";"Kneppe";"2021-03-27";5538;100;"Lørdag";"2021"
"14775V443441";"Kneppe";"2021-03-28";5190;100;"Palmesøndag";"2021"
"14775V443441";"Kneppe";"2021-03-29";8068;100;"Mandag";"2021"
"14775V443441";"Kneppe";"2021-03-30";8287;100;"Tirsdag";"2021"
"14775V443441";"Kneppe";"2021-03-31";8211;100;"Onsdag";"2021"
"14775V443441";"Kneppe";"2021-04-01";5695;100;"Skjærtorsdag";"2021"
"14775V443441";"Kneppe";"2021-04-02";5254;100;"Langfredag";"2021"
"14775V443441";"Kneppe";"2021-04-03";5533;100;"Påskeaften";"2021"
"14775V443441";"Kneppe";"2021-04-04";5889;100;"1. påskedag";"2021"
"14775V443441";"Kneppe";"2021-04-05";5961;100;"2. påskedag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-26";18208;100;"Fredag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-27";11965;100;"Lørdag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-28";8889;100;"Palmesøndag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-29";15753;99,96;"Mandag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-30";16274;100;"Tirsdag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-03-31";15573;100;"Onsdag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-04-01";9604;100;"Skjærtorsdag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-04-02";9174;100;"Langfredag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-04-03";10646;100;"Påskeaften";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-04-04";9658;100;"1. påskedag";"2021"
"15135V443654";"ASKER XFV207 SIKTA";"2021-04-05";11079;100;"2. påskedag";"2021"
"16271V444295";"HVAL";"2021-03-26";8237;100;"Fredag";"2021"
"16271V444295";"HVAL";"2021-03-27";4434;100;"Lørdag";"2021"
"16271V444295";"HVAL";"2021-03-28";3628;100;"Palmesøndag";"2021"
"16271V444295";"HVAL";"2021-03-29";7112;99,98;"Mandag";"2021"
"16271V444295";"HVAL";"2021-03-30";7215;100;"Tirsdag";"2021"
"16271V444295";"HVAL";"2021-03-31";6536;100;"Onsdag";"2021"
"16271V444295";"HVAL";"2021-04-01";3957;100;"Skjærtorsdag";"2021"
"16271V444295";"HVAL";"2021-04-02";3731;100;"Langfredag";"2021"
"16271V444295";"HVAL";"2021-04-03";4161;100;"Påskeaften";"2021"
"16271V444295";"HVAL";"2021-04-04";4036;100;"1. påskedag";"2021"
"16271V444295";"HVAL";"2021-04-05";4199;100;"2. påskedag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-26";24054;100;"Fredag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-27";13079;100;"Lørdag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-28";11059;100;"Palmesøndag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-29";21895;100;"Mandag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-30";22107;99,92;"Tirsdag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-03-31";20205;100;"Onsdag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-04-01";12306;100;"Skjærtorsdag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-04-02";11648;100;"Langfredag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-04-03";12427;100;"Påskeaften";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-04-04";11924;100;"1. påskedag";"2021"
"16477V625646";"Karihaugen rampe mot Skårer";"2021-04-05";13046;100;"2. påskedag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-26";7721;100;"Fredag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-27";5706;100;"Lørdag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-28";5105;100;"Palmesøndag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-29";6347;100;"Mandag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-30";6895;99,98;"Tirsdag";"2021"
"17839V604335";"Holmenkollveien";"2021-03-31";6013;100;"Onsdag";"2021"
"17839V604335";"Holmenkollveien";"2021-04-01";4895;100;"Skjærtorsdag";"2021"
"17839V604335";"Holmenkollveien";"2021-04-02";4606;100;"Langfredag";"2021"
"17839V604335";"Holmenkollveien";"2021-04-03";4715;100;"Påskeaften";"2021"
"17839V604335";"Holmenkollveien";"2021-04-04";5295;100;"1. påskedag";"2021"
"17839V604335";"Holmenkollveien";"2021-04-05";6334;100;"2. påskedag";"2021"
"18012V444303";"Årnes Runni";"2021-03-26";3827;100;"Fredag";"2021"
"18012V444303";"Årnes Runni";"2021-03-27";2421;100;"Lørdag";"2021"
"18012V444303";"Årnes Runni";"2021-03-28";1981;100;"Palmesøndag";"2021"
"18012V444303";"Årnes Runni";"2021-03-29";3419;99,99;"Mandag";"2021"
"18012V444303";"Årnes Runni";"2021-03-30";3547;100;"Tirsdag";"2021"
"18012V444303";"Årnes Runni";"2021-03-31";3352;100;"Onsdag";"2021"
"18012V444303";"Årnes Runni";"2021-04-01";1934;100;"Skjærtorsdag";"2021"
"18012V444303";"Årnes Runni";"2021-04-02";1895;100;"Langfredag";"2021"
"18012V444303";"Årnes Runni";"2021-04-03";2590;100;"Påskeaften";"2021"
"18012V444303";"Årnes Runni";"2021-04-04";2028;100;"1. påskedag";"2021"
"18012V444303";"Årnes Runni";"2021-04-05";1956;100;"2. påskedag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-26";10470;100;"Fredag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-27";5746;100;"Lørdag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-28";5139;100;"Palmesøndag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-29";10170;99,93;"Mandag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-30";10490;100;"Tirsdag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-03-31";9139;100;"Onsdag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-04-01";5838;100;"Skjærtorsdag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-04-02";5432;100;"Langfredag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-04-03";5414;100;"Påskeaften";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-04-04";5867;100;"1. påskedag";"2021"
"18512V1665976";"BORGENKRYSSET";"2021-04-05";6035;100;"2. påskedag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-26";6248;100;"Fredag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-27";4114;100;"Lørdag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-28";3111;100;"Palmesøndag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-29";5012;99,95;"Mandag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-30";5659;100;"Tirsdag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-03-31";4971;100;"Onsdag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-04-01";3064;100;"Skjærtorsdag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-04-02";2944;100;"Langfredag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-04-03";3715;100;"Påskeaften";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-04-04";3476;100;"1. påskedag";"2021"
"18674V443880";"KIRKEVN V/HVALSTAD";"2021-04-05";4275;100;"2. påskedag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-26";17384;100;"Fredag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-27";10054;100;"Lørdag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-28";6754;100;"Palmesøndag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-29";15056;100;"Mandag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-30";15987;100;"Tirsdag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-03-31";14364;100;"Onsdag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-04-01";7487;100;"Skjærtorsdag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-04-02";7234;100;"Langfredag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-04-03";9321;100;"Påskeaften";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-04-04";7429;100;"1. påskedag";"2021"
"22654V443542";"Nygårdskrysset xf";"2021-04-05";8130;100;"2. påskedag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-26";12844;100;"Fredag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-27";6744;100;"Lørdag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-28";5520;100;"Palmesøndag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-29";10627;100;"Mandag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-30";11011;100;"Tirsdag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-03-31";10111;100;"Onsdag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-04-01";5607;100;"Skjærtorsdag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-04-02";5402;100;"Langfredag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-04-03";6295;100;"Påskeaften";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-04-04";5883;100;"1. påskedag";"2021"
"24927V443403";"SKEDSMO STRANDEN";"2021-04-05";7009;100;"2. påskedag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-26";21065;100;"Fredag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-27";14033;100;"Lørdag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-28";10562;100;"Palmesøndag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-29";16792;100;"Mandag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-30";17403;99,95;"Tirsdag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-03-31";16627;100;"Onsdag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-04-01";9741;100;"Skjærtorsdag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-04-02";8940;100;"Langfredag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-04-03";10938;100;"Påskeaften";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-04-04";11187;100;"1. påskedag";"2021"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2021-04-05";13392;100;"2. påskedag";"2021"
"27857V444273";"Nessetveien";"2021-03-26";8497;100;"Fredag";"2021"
"27857V444273";"Nessetveien";"2021-03-27";6207;100;"Lørdag";"2021"
"27857V444273";"Nessetveien";"2021-03-28";4668;100;"Palmesøndag";"2021"
"27857V444273";"Nessetveien";"2021-03-29";9560;99,96;"Mandag";"2021"
"27857V444273";"Nessetveien";"2021-03-30";10152;100;"Tirsdag";"2021"
"27857V444273";"Nessetveien";"2021-03-31";8219;100;"Onsdag";"2021"
"27857V444273";"Nessetveien";"2021-04-01";6242;100;"Skjærtorsdag";"2021"
"27857V444273";"Nessetveien";"2021-04-02";5900;100;"Langfredag";"2021"
"27857V444273";"Nessetveien";"2021-04-03";6828;100;"Påskeaften";"2021"
"27857V444273";"Nessetveien";"2021-04-04";5908;100;"1. påskedag";"2021"
"27857V444273";"Nessetveien";"2021-04-05";5765;100;"2. påskedag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-26";18900;100;"Fredag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-27";10051;100;"Lørdag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-28";8155;100;"Palmesøndag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-29";16919;100;"Mandag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-30";17381;100;"Tirsdag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-03-31";15324;100;"Onsdag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-04-01";9814;100;"Skjærtorsdag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-04-02";9080;100;"Langfredag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-04-03";9585;100;"Påskeaften";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-04-04";8865;100;"1. påskedag";"2021"
"28516V444278";"RV159 VAREMESSA";"2021-04-05";9863;100;"2. påskedag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-26";12756;100;"Fredag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-27";7805;100;"Lørdag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-28";6268;100;"Palmesøndag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-29";10415;100;"Mandag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-30";10504;99,98;"Tirsdag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-03-31";10318;100;"Onsdag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-04-01";6803;100;"Skjærtorsdag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-04-02";6414;100;"Langfredag";"2021"
"29403V625517";"VATERLANDTUNNELEN";"2021-04-03";6303;100;"Påskeaften";"2021"
