"trp_id";"year";"day_type";"coverage";"n_days";"n_days_of_year";"valid_length_volume";"valid_speed_volume";"adt";"standard_deviation";"standard_error"
"94834V971412";2020;"WEEKEND";97,32;109;112;1889;1900;3240;638;10,05
"63201V971790";2020;"WEEKEND";100;112;112;5905;5905;5910;1349;0
"21358V971791";2020;"WEEKEND";96,43;108;112;7731;7751;11560;1945;35,53
"44882V971792";2020;"WEEKEND";100;112;112;595;604;1110;185;0
"58686V971793";2020;"WEEKEND";48,21;54;112;1886;1886;1890;329;32,36
"10441V704745";2020;"WEEKEND";100;112;112;833;833;830;177;0
"64986V705274";2020;"WEEKEND";100;112;112;1214;1214;1220;351;0
"99483V705274";2020;"WEEKEND";65,18;73;112;5439;5440;5440;1175;81,52
"49962V704746";2020;"WEEKEND";99,11;111;112;2748;2757;3810;767;6,91
"07511V704747";2020;"WEEKEND";100;112;112;9378;9378;9380;1974;0
"65896V704749";2020;"WEEKEND";100;112;112;2020;2020;2020;529;0
"54640V705275";2020;"WEEKEND";93,75;105;112;2301;2306;3650;571;13,99
"76076V705275";2020;"WEEKEND";75,88;85;112;3517;3522;5450;1160;62,05
"17219V705297";2020;"WEEKEND";100;112;112;2742;2742;2740;603;0
"64839V705283";2020;"WEEKEND";52,68;59;112;531;534;1010;173;15,56
"44003V705284";2020;"WEEKEND";100;112;112;1556;1556;1560;315;0
"21252V704759";2020;"WEEKEND";100;112;112;1721;1723;2710;888;0
"04513V121565";2020;"WEEKEND";100;112;112;1341;1351;2870;632;0
"53504V704979";2020;"WEEKEND";68,75;77;112;1444;1444;1440;277;17,73
"29869V704992";2020;"WEEKEND";100;112;112;1196;1196;1200;284;0
"05252V705044";2020;"WEEKEND";100;112;112;4517;4517;4520;847;0
"30698V705046";2020;"WEEKEND";100;112;112;712;712;710;258;0
"08921V705095";2020;"WEEKEND";100;112;112;1335;1335;1340;961;0
"01660V705101";2020;"WEEKEND";99,11;111;112;708;708;710;363;3,27
"86261V705105";2020;"WEEKEND";100;112;112;355;357;630;341;0
"42422V1060156";2020;"WEEKEND";100;112;112;679;687;1040;305;0
"26377V1060158";2020;"WEEKEND";99,1;111;112;1038;1046;1580;346;3,12
"64567V181310";2020;"WEEKEND";72,32;81;112;2735;2745;3890;953;55,96
"70742V1060164";2020;"WEEKEND";100;112;112;453;461;710;269;0
"21122V1060167";2020;"WEEKEND";99,11;111;112;217;222;340;150;1,35
"91848V1060170";2020;"WEEKEND";100;112;112;968;969;970;284;0
"50934V1060690";2020;"WEEKEND";100;112;112;2488;2488;2490;456;0
"32253V1060171";2020;"WEEKEND";100;112;112;2763;2763;2760;463;0
"82850V2492158";2020;"WEEKEND";75;84;112;558;560;890;178;9,75
"13124V1060174";2020;"WEEKEND";87,5;98;112;846;846;850;187;6,71
"53286V2373798";2020;"WEEKEND";92,86;104;112;2031;2031;2030;637;16,77
"22501V1060178";2020;"WEEKEND";100;112;112;1602;1602;1600;432;0
"95557V1060691";2020;"WEEKEND";94,64;106;112;916;916;920;299;6,75
"60468V1060180";2020;"WEEKEND";100;112;112;577;581;900;280;0
"28840V1060182";2020;"WEEKEND";4,46;5;112;320;320;470;137;60,15
"88029V1060188";2020;"WEEKEND";100;112;112;795;795;800;200;0
"63138V1060189";2020;"WEEKEND";100;112;112;1100;1103;1680;418;0
"10174V2460044";2020;"WEEKEND";99,99;112;112;635;638;1130;258;0
"14263V1060191";2020;"WEEKEND";27,68;31;112;5255;5255;5260;836;128,26
"58027V1787933";2020;"WEEKEND";100;112;112;3168;3169;3170;650;0
"90304V1787932";2020;"WEEKEND";100;112;112;3178;3178;3180;623;0
"50788V1060694";2020;"WEEKEND";100;112;112;2155;2155;2160;513;0
"14910V1060192";2020;"WEEKEND";98,21;110;112;547;550;900;258;3,3
"91064V1060196";2020;"WEEKEND";99,96;112;112;124;126;200;135;0
"47171V2712128";2020;"WEEKEND";100;112;112;335;335;340;136;0
"96703V1060697";2020;"WEEKEND";100;112;112;2358;2358;2360;617;0
"05641V1175817";2020;"WEEKEND";100;112;112;2381;2381;2380;549;0
"09610V1175654";2020;"WEEKEND";100;112;112;2193;2202;3170;849;0
"92838V1175672";2020;"WEEKEND";88,39;99;112;4401;4401;4400;1039;35,74
"25260V1175672";2020;"WEEKEND";100;112;112;5554;5554;5560;1173;0
"41598V1175670";2020;"WEEKEND";100;112;112;3024;3032;3030;513;0
"69779V1175882";2020;"WEEKEND";100;112;112;2701;2701;2700;479;0
"03710V1060205";2020;"WEEKEND";96,43;108;112;73;74;680;359;6,56
"90465V384130";2020;"WEEKEND";98,21;110;112;106;106;110;200;2,56
"22984V971834";2020;"WEEKEND";100;112;112;1179;1179;1180;238;0
"71021V181311";2020;"WEEKEND";100;112;112;1616;1621;2470;817;0
"08202V180892";2020;"WEEKEND";85,71;96;112;3069;3069;3070;1105;42,82
"33386V180972";2020;"WEEKEND";95,51;107;112;12854;12854;12860;2619;53,74
"75618V1201956";2020;"WEEKEND";85,71;96;112;2318;2334;3540;1011;39,18
"60172V180989";2020;"WEEKEND";99,99;112;112;9542;9542;9540;1851;0
"06687V181318";2020;"WEEKEND";9,82;11;112;17862;17866;17870;3548;1020,44
"46268V181318";2020;"WEEKEND";18,75;21;112;15128;15128;15130;3110;614,48
"94099V2038395";2020;"WEEKEND";100;112;112;6095;6105;11550;2175;0
"89281V1206302";2020;"WEEKEND";43,75;49;112;12715;12717;12720;2685;288,97
"77103V181318";2020;"WEEKEND";76,78;86;112;9842;9864;13280;2172;113,35
"01790V180990";2020;"WEEKEND";100;112;112;7982;7998;11690;3257;0
"23026V181320";2020;"WEEKEND";83,93;94;112;4803;4804;4810;964;40,04
"26634V181322";2020;"WEEKEND";100;112;112;938;946;1500;394;0
"87721V2695722";2020;"WEEKEND";91,07;102;112;1995;2002;2890;768;22,82
"53882V181287";2020;"WEEKEND";89,97;101;112;1728;1733;2760;507;15,88
"78960V180925";2020;"WEEKEND";58,03;65;112;6368;6386;9290;3554;286,85
"02989V1672074";2020;"WEEKEND";100;112;112;9014;9018;9050;1829;0
"43417V1175565";2020;"WEEKEND";100;112;112;15416;15416;15420;2969;0
"17769V1175834";2020;"WEEKEND";80,35;90;112;6565;6585;9030;1989;93,34
"73430V1175835";2020;"WEEKEND";100;112;112;1583;1594;2490;1394;0
"30377V1175836";2020;"WEEKEND";100;112;112;2927;2941;4500;1459;0
"31885V1175503";2020;"WEEKEND";24,11;27;112;7017;7017;7020;1212;204,11
"65405V1175503";2020;"WEEKEND";77,68;87;112;10246;10258;10780;1790;91,08
"66819V1175504";2020;"WEEKEND";97,32;109;112;6329;6348;9040;1938;30,52
"41316V1175505";2020;"WEEKEND";57,14;64;112;8294;8311;11460;2154;177,06
"52778V1175506";2020;"WEEKEND";99,11;111;112;5150;5165;7550;1394;12,56
"84355V1175837";2020;"WEEKEND";97,31;109;112;1144;1150;2410;586;9,23
"78401V1175838";2020;"WEEKEND";100;112;112;9516;9516;9520;1730;0
"22051V1175839";2020;"WEEKEND";99,11;111;112;1443;1443;1440;313;2,82
"66610V1175510";2020;"WEEKEND";100;112;112;3800;3800;3800;842;0
"11446V1175840";2020;"WEEKEND";100;112;112;4149;4149;4150;835;0
"79403V1175511";2020;"WEEKEND";98,21;110;112;5956;5962;7170;1220;15,61
"73667V1175526";2020;"WEEKEND";80,36;90;112;8748;8767;12340;1677;78,7
"35340V1175843";2020;"WEEKEND";100;112;112;1512;1521;2360;385;0
"62250V1175545";2020;"WEEKEND";99,99;112;112;8699;8699;8700;1760;0
"24127V1175846";2020;"WEEKEND";100;112;112;11439;11439;11440;2230;0
"34924V1175548";2020;"WEEKEND";100;112;112;7984;8005;11260;2550;0
"72351V1175548";2020;"WEEKEND";87,5;98;112;9102;9117;12900;2777;99,62
"94820V1175548";2020;"WEEKEND";100;112;112;23960;23968;23990;4262;0
"03520V1175848";2020;"WEEKEND";100;112;112;20612;20617;20640;4029;0
"39059V1175848";2020;"WEEKEND";92,86;104;112;6956;6966;8940;2269;59,73
"08776V1175849";2020;"WEEKEND";100;112;112;5569;5569;5580;1903;0
"67508V1175849";2020;"WEEKEND";100;112;112;2605;2614;3640;1417;0
"00545V1175549";2020;"WEEKEND";100;112;112;1487;1495;2200;1109;0
"25078V1175850";2020;"WEEKEND";100;112;112;5234;5242;7840;1603;0
"06377V1175851";2020;"WEEKEND";100;112;112;2812;2822;4060;625;0
"73920V1175851";2020;"WEEKEND";100;112;112;3671;3683;5190;914;0
"51202V1175558";2020;"WEEKEND";89,28;100;112;967;969;2000;396;13,02
"21778V1175852";2020;"WEEKEND";83,93;94;112;7103;7118;9840;2880;119,62
"62327V1175852";2020;"WEEKEND";NA;NA;NA;NA;NA;NA;NA;NA
"31944V1756282";2020;"WEEKEND";95,54;107;112;7497;7509;14090;2580;52,94
"19302V1175853";2020;"WEEKEND";100;112;112;3874;3881;5660;1202;0
"96110V1175853";2020;"WEEKEND";100;112;112;4849;4849;4850;999;0
"59656V2252845";2020;"WEEKEND";99,09;111;112;2527;2539;3850;613;5,52
"66328V1175856";2020;"WEEKEND";99,11;111;112;5621;5621;5620;1225;11,04
"96409V1175856";2020;"WEEKEND";100;112;112;1090;1098;2710;881;0
"97995V1175857";2020;"WEEKEND";100;112;112;1404;1415;2030;652;0
"68114V1175858";2020;"WEEKEND";94,64;106;112;1431;1441;2090;602;13,59
"74109V1175578";2020;"WEEKEND";99,98;112;112;4061;4062;4070;1421;0
"65057V1175860";2020;"WEEKEND";97,32;109;112;2936;2943;4860;1358;21,38
"17208V971599";2020;"WEEKEND";100;112;112;7455;7455;7460;1566;0
"40641V971605";2020;"WEEKEND";56,25;63;112;15507;15516;15570;2699;225,93
"79710V1717877";2020;"WEEKEND";56,24;63;112;1557;1563;2420;728;60,94
"12559V181017";2020;"WEEKEND";86,61;97;112;3285;3294;7010;1266;47,25
"21987V1175583";2020;"WEEKEND";100;112;112;6180;6180;6180;1248;0
"62952V1175584";2020;"WEEKEND";99,11;111;112;1513;1514;1520;314;2,83
"67944V1175469";2020;"WEEKEND";80,36;90;112;7863;7873;7920;2460;115,44
"02466V1175469";2020;"WEEKEND";100;112;112;6718;6718;6720;1154;0
"68243V1175821";2020;"WEEKEND";100;112;112;6946;6946;6950;1210;0
"30201V1175821";2020;"WEEKEND";100;112;112;7055;7055;7060;1232;0
"10569V2580836";2020;"WEEKEND";86,61;97;112;2627;2634;5050;737;27,51
"44083V319868";2020;"WEEKEND";100;112;112;4092;4129;6960;874;0
"16074V319868";2020;"WEEKEND";100;112;112;9362;9362;9360;1960;0
"88125V320152";2020;"WEEKEND";95,54;107;112;2204;2212;4270;984;20,19
"27123V971619";2020;"WEEKEND";15,18;17;112;832;834;1580;654;146,74
"05467V521165";2020;"WEEKEND";100;112;112;8150;8150;8150;1535;0
"66595V521439";2020;"WEEKEND";99,99;112;112;3647;3647;3650;926;0
"32825V521440";2020;"WEEKEND";99,99;112;112;7646;7646;7650;1444;0
"00268V521197";2020;"WEEKEND";100;112;112;215;217;220;99;0
"69762V521444";2020;"WEEKEND";100;112;112;558;562;890;238;0
"13087V521202";2020;"WEEKEND";88,39;99;112;6949;6949;6950;1562;53,72
"79830V521202";2020;"WEEKEND";84,82;95;112;8360;8366;8380;2018;81,03
"97552V521203";2020;"WEEKEND";99,99;112;112;1227;1227;1230;451;0
"26251V521181";2020;"WEEKEND";100;112;112;9041;9041;9040;1370;0
"77223V521180";2020;"WEEKEND";99,11;111;112;7713;7734;11070;2058;18,54
"25614V521450";2020;"WEEKEND";100;112;112;1096;1102;1700;396;0
"76251V521213";2020;"WEEKEND";99,99;112;112;2000;2001;2000;514;0
"87686V521452";2020;"WEEKEND";98,21;110;112;1606;1614;2300;562;7,19
"33966V521377";2020;"WEEKEND";100;112;112;3448;3448;3450;1122;0
"88864V521377";2020;"WEEKEND";99,08;111;112;1628;1628;1630;295;2,66
"98723V971842";2020;"WEEKEND";100;112;112;4698;4700;4700;873;0
"45854V971841";2020;"WEEKEND";94,64;106;112;1082;1086;1690;243;5,49
"20024V121776";2020;"WEEKEND";46,43;52;112;2559;2561;2880;598;60,97
"04110V121776";2020;"WEEKEND";97,32;109;112;9662;9669;9700;1816;28,6
"45129V22190";2020;"WEEKEND";80,21;90;112;2899;2899;2900;540;25,34
"26849V121777";2020;"WEEKEND";99,97;112;112;5178;5178;5180;623;0
"68489V2809628";2020;"WEEKEND";57,14;64;112;843;843;850;105;8,63
"54428V2809635";2020;"WEEKEND";82,14;92;112;1487;1494;2260;519;22,97
"59387V22200";2020;"WEEKEND";100;112;112;1316;1320;1950;554;0
"93598V22200";2020;"WEEKEND";90,18;101;112;2306;2317;3770;676;21,17
"48564V21819";2020;"WEEKEND";86,61;97;112;9261;9261;9260;1674;62,48
"89439V21823";2020;"WEEKEND";100;112;112;10184;10184;10190;2143;0
"06443V21826";2020;"WEEKEND";100;112;112;9626;9626;9630;1966;0
"72950V21826";2020;"WEEKEND";81,24;91;112;7760;7760;7760;1599;72,91
"96899V22203";2020;"WEEKEND";89,23;100;112;1848;1857;3470;1034;34
"15154V22207";2020;"WEEKEND";100;112;112;1265;1271;2170;444;0
"15882V21841";2020;"WEEKEND";81,25;91;112;1012;6039;9020;9297;423,91
"86096V22212";2020;"WEEKEND";49,11;55;112;4263;4265;4270;1216;117,5
"60071V21853";2020;"WEEKEND";100;112;112;4280;4280;4280;1458;0
"52705V22213";2020;"WEEKEND";86,61;97;112;9091;9091;9090;1829;68,27
"88478V22214";2020;"WEEKEND";68,75;77;112;6437;6439;6440;1043;66,74
"92067V21855";2020;"WEEKEND";96,43;108;112;3547;3561;5600;885;16,17
"01085V22215";2020;"WEEKEND";100;112;112;5064;5084;7260;1198;0
"76424V22215";2020;"WEEKEND";100;112;112;3305;3321;4860;889;0
"93168V22215";2020;"WEEKEND";94,64;106;112;1783;1798;2620;682;15,4
"49038V22216";2020;"WEEKEND";100;112;112;3197;3214;4860;1350;0
"95459V22216";2020;"WEEKEND";89,28;100;112;2631;2645;4440;1273;41,86
"34849V22154";2020;"WEEKEND";100;112;112;1608;1608;1610;420;0
"57807V22155";2020;"WEEKEND";97,32;109;112;2541;2554;3650;920;14,49
"66035V22156";2020;"WEEKEND";90,18;101;112;1488;1488;1490;475;14,88
"98501V2809647";2020;"WEEKEND";50,89;57;112;1798;1802;3190;938;87,46
"32404V2809686";2020;"WEEKEND";77,68;87;112;1880;1887;2930;571;29,05
"91602V21669";2020;"WEEKEND";NA;NA;NA;NA;NA;NA;NA;NA
"11219V22151";2020;"WEEKEND";100;112;112;2922;2922;2920;513;0
"42004V22151";2020;"WEEKEND";91,96;103;112;1785;1791;2700;512;14,37
"39903V22227";2020;"WEEKEND";100;112;112;368;370;710;156;0
"54577V319746";2020;"WEEKEND";96,42;108;112;8422;8422;8420;1691;30,89
"32842V319521";2020;"WEEKEND";99,11;111;112;7891;7899;11800;3812;34,34
"71535V319524";2020;"WEEKEND";100;112;112;13421;13421;13420;4983;0
"57836V319878";2020;"WEEKEND";98,21;110;112;5873;5900;9720;1989;25,46
"67511V319880";2020;"WEEKEND";100;112;112;15953;15962;15990;3093;0
"55507V319881";2020;"WEEKEND";90,18;101;112;6179;6195;9020;1633;51,15
"68351V319882";2020;"WEEKEND";89,29;100;112;21237;21241;21250;4675;153,71
"92102V319885";2020;"WEEKEND";63,39;71;112;12524;12525;12540;3251;234,49
"08733V384357";2020;"WEEKEND";100;112;112;1950;1953;3060;484;0
"77570V384357";2020;"WEEKEND";77,68;87;112;3072;3072;3070;503;25,59
"02489V121427";2020;"WEEKEND";93,75;105;112;5466;5477;8010;1245;30,51
"28135V121429";2020;"WEEKEND";91,96;103;112;2588;2588;2590;587;16,47
"78704V121429";2020;"WEEKEND";99,97;112;112;2117;2118;2120;579;0
"27992V121431";2020;"WEEKEND";91,96;103;112;1017;1023;1650;282;7,91
"32044V121780";2020;"WEEKEND";89,29;100;112;1387;1388;1560;283;9,3
"80199V121783";2020;"WEEKEND";99,1;111;112;462;464;710;232;2,09
"45924V1955584";2020;"WEEKEND";100;112;112;17410;17411;17420;2652;0
"11991V121784";2020;"WEEKEND";100;112;112;8774;8801;13500;1882;0
"65613V121784";2020;"WEEKEND";100;112;112;1672;1672;1670;416;0
"47215V121446";2020;"WEEKEND";91,92;103;112;2317;2323;3860;623;17,48
"01674V121448";2020;"WEEKEND";58,93;66;112;413;415;760;136;10,78
"90080V121452";2020;"WEEKEND";100;112;112;1022;1027;2200;743;0
"07651V121785";2020;"WEEKEND";99,11;111;112;924;927;1430;228;2,05
"26467V121457";2020;"WEEKEND";100;112;112;5674;5674;5680;837;0
"10204V121460";2020;"WEEKEND";97,32;109;112;194;195;590;113;1,78
"34134V121790";2020;"WEEKEND";98,21;110;112;153;155;300;87;1,11
"86542V121467";2020;"WEEKEND";96,35;108;112;355;357;560;158;2,89
"25719V1763349";2020;"WEEKEND";100;112;112;681;684;1040;320;0
"39158V121754";2020;"WEEKEND";100;112;112;2139;2148;2950;2053;0
"34231V121793";2020;"WEEKEND";55,36;62;112;1121;1122;1240;155;13,21
"55807V121796";2020;"WEEKEND";80,35;90;112;211;214;540;114;5,35
"30236V121479";2020;"WEEKEND";99,11;111;112;287;291;620;248;2,23
"12556V121486";2020;"WEEKEND";100;112;112;3764;3764;3760;542;0
"47077V121488";2020;"WEEKEND";69,64;78;112;7189;7190;7190;1075;67,37
"95764V121488";2020;"WEEKEND";98,21;110;112;7437;7451;12300;3235;41,4
"95375V121638";2020;"WEEKEND";100;112;112;1025;1030;1700;406;0
"13278V121819";2020;"WEEKEND";100;112;112;1017;1017;1020;156;0
"16947V121800";2020;"WEEKEND";99,99;112;112;4506;4506;4510;617;0
"47254V121508";2020;"WEEKEND";99,11;111;112;3220;3229;7480;2301;20,73
"05898V121506";2020;"WEEKEND";63,39;71;112;2658;2664;4210;714;51,5
"18321V121493";2020;"WEEKEND";45,54;51;112;639;640;990;165;17,13
"59306V121493";2020;"WEEKEND";99,11;111;112;4539;4547;6880;1138;10,25
"27139V121510";2020;"WEEKEND";87,5;98;112;4746;4746;4750;3157;113,26
"58182V1787571";2020;"WEEKEND";100;112;112;6190;6191;6190;4513;0
"80069V805705";2020;"WEEKEND";100;112;112;438;441;800;478;0
"89964V805663";2020;"WEEKEND";100;112;112;2171;2173;2180;419;0
"97086V1688134";2020;"WEEKEND";95,54;107;112;774;777;1230;285;5,85
"18301V1688125";2020;"WEEKEND";95,54;107;112;834;837;1390;317;6,5
"54127V1688202";2020;"WEEKEND";100;112;112;1871;1872;1870;386;0
"97841V319845";2020;"WEEKEND";100;112;112;187;187;190;52;0
"12299V319847";2020;"WEEKEND";77,67;87;112;1036;1042;1570;286;14,55
"09235V319849";2020;"WEEKEND";63,39;71;112;1718;1722;2600;304;21,93
"96628V319850";2020;"WEEKEND";33,92;38;112;1285;1294;1880;587;77,75
"32516V319852";2020;"WEEKEND";63,39;71;112;1147;1155;1860;368;26,54
"14148V320628";2020;"WEEKEND";63,39;71;112;2300;2310;3520;438;31,59
"42965V2045242";2020;"WEEKEND";100;112;112;2350;2361;3710;479;0
"97275V319853";2020;"WEEKEND";15,18;17;112;3562;3566;5220;973;218,32
"24450V319856";2020;"WEEKEND";43,75;49;112;6049;6059;8800;1279;137,65
"02235V320630";2020;"WEEKEND";63,39;71;112;3642;3651;6770;860;62,03
"24507V320630";2020;"WEEKEND";20,54;23;112;1667;1670;3420;528;98,58
"05210V319859";2020;"WEEKEND";43,75;49;112;1260;1267;2000;375;40,36
"01141V319864";2020;"WEEKEND";100;112;112;1846;1852;2790;837;0
"91059V319865";2020;"WEEKEND";63,39;71;112;985;992;1640;314;22,65
"49336V319918";2020;"WEEKEND";100;112;112;5591;5601;9740;2894;0
"80226V319918";2020;"WEEKEND";100;112;112;6711;6726;9620;1511;0
"24650V320633";2020;"WEEKEND";76,78;86;112;4072;4086;6180;823;42,95
"09105V320634";2020;"WEEKEND";89,29;100;112;4592;4592;4590;557;18,31
"74012V320634";2020;"WEEKEND";85,71;96;112;4094;4110;6540;1176;45,57
"95626V320634";2020;"WEEKEND";86,61;97;112;5008;5022;8500;1042;38,89
"63432V319869";2020;"WEEKEND";99,98;112;112;8127;8127;8130;1139;0
"21556V319919";2020;"WEEKEND";100;112;112;6669;6669;6670;818;0
"74137V319919";2020;"WEEKEND";86,61;97;112;1675;1680;3080;450;16,8
"73725V320638";2020;"WEEKEND";95,54;107;112;1373;1379;2410;347;7,12
"19701V319930";2020;"WEEKEND";20,46;23;112;807;809;1200;247;46,12
"17482V319932";2020;"WEEKEND";100;112;112;1595;1603;2330;721;0
"89467V3104336";2020;"WEEKEND";4,46;5;112;3893;3895;7800;2003;879,48
"73355V319671";2020;"WEEKEND";95,54;107;112;9068;9086;12290;1699;34,86
"45995V320592";2020;"WEEKEND";100;112;112;4614;4630;6730;1010;0
"22478V1814807";2020;"WEEKEND";100;112;112;1059;1059;1060;257;0
"22138V319962";2020;"WEEKEND";100;112;112;546;549;780;277;0
"58541V319963";2020;"WEEKEND";20,54;23;112;1498;1500;2430;437;81,59
"79935V319964";2020;"WEEKEND";19,62;22;112;71;71;130;82;15,74
"12288V249204";2020;"WEEKEND";100;112;112;546;547;550;182;0
"25795V319675";2020;"WEEKEND";36,61;41;112;4150;4163;6160;979;122,28
"49425V320594";2020;"WEEKEND";100;112;112;4059;4067;4080;1070;0
"18632V249231";2020;"WEEKEND";99,11;111;112;775;777;1240;254;2,29
"00655V249668";2020;"WEEKEND";100;112;112;1575;1576;1580;337;0
"32146V249669";2020;"WEEKEND";99,08;111;112;1403;1403;1400;286;2,58
"12196V249298";2020;"WEEKEND";99,94;112;112;1340;1340;1340;277;0
"43574V249669";2020;"WEEKEND";100;112;112;879;879;880;218;0
"87113V249341";2020;"WEEKEND";100;112;112;830;830;830;260;0
"62667V249427";2020;"WEEKEND";95,53;107;112;3687;3691;5260;2588;53,1
"84170V249428";2020;"WEEKEND";87,5;98;112;7208;7221;9650;2401;86,14
"60191V249430";2020;"WEEKEND";33,04;37;112;6135;6135;6140;747;100,95
"85413V249430";2020;"WEEKEND";100;112;112;3919;3919;3920;526;0
"90528V249433";2020;"WEEKEND";100;112;112;3686;3686;3690;708;0
"18073V249438";2020;"WEEKEND";100;112;112;3074;3074;3080;558;0
"56133V249438";2020;"WEEKEND";100;112;112;3440;3440;3440;527;0
"75649V249438";2020;"WEEKEND";100;112;112;2459;2459;2460;390;0
"99115V249438";2020;"WEEKEND";100;112;112;2459;2459;2460;392;0
"00629V1828079";2020;"WEEKEND";100;112;112;1737;1742;2790;1392;0
"49658V804949";2020;"WEEKEND";100;112;112;8090;8091;8090;1437;0
"18102V1886013";2020;"WEEKEND";100;112;112;67;67;70;21;0
"83961V1886010";2020;"WEEKEND";100;112;112;9938;9952;9960;1565;0
"22136V804961";2020;"WEEKEND";97,31;109;112;2571;2571;2570;568;8,94
"96288V1944365";2020;"WEEKEND";70,54;79;112;4368;4370;4370;935;57,36
"44000V1944383";2020;"WEEKEND";68,75;77;112;4926;4931;4940;1394;89,21
"38328V805692";2020;"WEEKEND";100;112;112;880;882;1400;225;0
"39181V805692";2020;"WEEKEND";100;112;112;1127;1129;2280;455;0
"61215V2782426";2020;"WEEKEND";98,21;110;112;5069;5088;7750;1165;14,91
"51439V805694";2020;"WEEKEND";99,25;112;112;787;789;1370;281;0
"52699V805694";2020;"WEEKEND";99,25;112;112;1150;1152;2060;418;0
"12236V1693223";2020;"WEEKEND";99,25;112;112;611;612;1280;265;0
"87850V2527472";2020;"WEEKEND";53,57;60;112;6461;6471;9500;1713;151,36
"03990V319811";2020;"WEEKEND";99,11;111;112;6809;6822;9720;1721;15,5
"22971V319809";2020;"WEEKEND";16,96;19;112;1489;1492;2380;491;103,11
"35284V805663";2020;"WEEKEND";100;112;112;1295;1300;2140;316;0
"78452V805697";2020;"WEEKEND";100;112;112;347;349;560;178;0
"14868V805624";2020;"WEEKEND";46,43;52;112;3086;3096;4620;697;71,06
"52242V805706";2020;"WEEKEND";99,11;111;112;1278;1278;1280;243;2,19
"30193V2370595";2020;"WEEKEND";100;112;112;2958;2958;2960;657;0
"77208V2370670";2020;"WEEKEND";100;112;112;2665;2665;2670;469;0
"25694V2370584";2020;"WEEKEND";100;112;112;2668;2668;2670;503;0
"06800V805054";2020;"WEEKEND";51,79;58;112;11441;11441;11440;1846;169,06
"52794V805054";2020;"WEEKEND";13,39;15;112;10080;10080;10080;862;208,06
"20790V1885953";2020;"WEEKEND";100;112;112;8848;8848;8850;1245;0
"23323V805716";2020;"WEEKEND";100;112;112;3043;3044;3040;501;0
"83931V1822326";2020;"WEEKEND";100;112;112;3890;3891;3890;820;0
"09081V1822315";2020;"WEEKEND";100;112;112;6550;6551;6550;1220;0
"10853V1822314";2020;"WEEKEND";100;112;112;86;86;90;34;0
"97126V1993682";2020;"WEEKEND";100;112;112;6277;6277;6280;1199;0
"90914V1885978";2020;"WEEKEND";100;112;112;829;829;830;154;0
"03658V1885986";2020;"WEEKEND";100;112;112;867;867;870;168;0
"45653V2518816";2020;"WEEKEND";100;112;112;3234;3234;3230;453;0
"74354V2518815";2020;"WEEKEND";100;112;112;3422;3422;3420;517;0
"95067V1885981";2020;"WEEKEND";100;112;112;1414;1414;1420;296;0
"17350V1885991";2020;"WEEKEND";100;112;112;1568;1568;1570;342;0
"17155V2518835";2020;"WEEKEND";100;112;112;4078;4078;4080;819;0
"54644V2518837";2020;"WEEKEND";96,41;108;112;901;901;900;195;3,56
"04340V1885974";2020;"WEEKEND";100;112;112;2032;2033;2030;374;0
"22271V2518818";2020;"WEEKEND";100;112;112;2582;2584;2590;504;0
"65601V2518819";2020;"WEEKEND";100;112;112;812;813;810;151;0
"04712V2518836";2020;"WEEKEND";96,41;108;112;4331;4332;4330;634;11,58
"15070V1822328";2020;"WEEKEND";100;112;112;1870;1872;1880;317;0
"87780V2518835";2020;"WEEKEND";96,41;108;112;2264;2265;2260;488;8,91
"05713V2518807";2020;"WEEKEND";100;112;112;1989;1989;1990;428;0
"82840V2518807";2020;"WEEKEND";100;112;112;4032;4032;4030;770;0
"00000V1993681";2020;"WEEKEND";100;112;112;6472;6472;6470;1199;0
"98948V805142";2020;"WEEKEND";100;112;112;7723;7723;7720;1336;0
"58090V805313";2020;"WEEKEND";99,99;112;112;590;594;960;168;0
"85965V2518810";2020;"WEEKEND";100;112;112;3938;3938;3940;724;0
"06872V2518838";2020;"WEEKEND";100;112;112;2382;2382;2380;463;0
"60256V2518809";2020;"WEEKEND";100;112;112;7336;7337;7340;1348;0
"10184V805068";2020;"WEEKEND";83,03;93;112;9467;9505;9700;1824;78,25
"73171V2394461";2020;"WEEKEND";99,11;111;112;6396;6408;9210;1519;13,68
"11192V805709";2020;"WEEKEND";99,11;111;112;5431;5445;7830;1365;12,3
"40877V805709";2020;"WEEKEND";100;112;112;3396;3405;4960;825;0
"38587V805074";2020;"WEEKEND";99,11;111;112;7819;7819;7820;1232;11,1
"13600V805722";2020;"WEEKEND";100;112;112;13360;13360;13360;2246;0
"88975V805079";2020;"WEEKEND";100;112;112;2754;2754;2760;441;0
"08446V805082";2020;"WEEKEND";100;112;112;1350;1350;1350;236;0
"05406V805081";2020;"WEEKEND";100;112;112;3509;3510;3510;594;0
"65743V805722";2020;"WEEKEND";99,11;111;112;6203;6218;9770;1888;17,01
"20188V805723";2020;"WEEKEND";77,68;87;112;4764;4764;4760;1560;79,37
"02345V805724";2020;"WEEKEND";100;112;112;4827;4827;4830;815;0
"27366V805728";2020;"WEEKEND";NA;NA;NA;NA;NA;NA;NA;NA
"37917V2055257";2020;"WEEKEND";100;112;112;2594;2594;2590;614;0
"00232V805106";2020;"WEEKEND";99,1;111;112;104;105;440;110;0,99
