city_area_name;legacyNortrafMpn;base_year;agreement_start;trp_id;kommentar
Oslo og Akershus;;2019;2019;12357V625212;
Oslo og Akershus;;2019;2019;33808V625649;
Oslo og Akershus;;2019;2019;29852V2460300;
Oslo og Akershus;;2019;2019;71241V2460301;
Oslo og Akershus;;2019;2019;91761V625485;
Oslo og Akershus;;2019;2019;60739V625530;
Oslo og Akershus;;2019;2019;82177V625405;
Oslo og Akershus;;2019;2019;02087V625292;
Oslo og Akershus;;2019;2019;25348V625498;
Oslo og Akershus;;2019;2019;48203V625502;
Oslo og Akershus;;2019;2019;89787V605343;
Oslo og Akershus;;2019;2019;13999V625502;
Oslo og Akershus;;2019;2019;61469V605671;
Oslo og Akershus;;2019;2019;17839V604335;
Oslo og Akershus;;2019;2019;79755V625294;
Oslo og Akershus;;2019;2019;66410V625367;
Oslo og Akershus;;2019;2019;79854V625215;
Oslo og Akershus;;2019;2019;29403V625517;
Oslo og Akershus;;2019;2019;62991V604777;
Oslo og Akershus;;2019;2019;84851V605851;
Oslo og Akershus;;2019;2019;13447V625213;
Oslo og Akershus;;2019;2019;16477V625646;
Oslo og Akershus;;2019;2019;68539V625646;
Oslo og Akershus;;2019;2019;99353V625530;
Oslo og Akershus;;2019;2019;84967V625637;
Oslo og Akershus;;2019;2019;04525V625637;
Oslo og Akershus;;2019;2019;17910V444303;
Oslo og Akershus;;2019;2019;81350V444302;
Oslo og Akershus;;2019;2019;14775V443441;
Oslo og Akershus;;2019;2019;18788V1811746;
Oslo og Akershus;;2019;2019;67263V1811577;
Oslo og Akershus;;2019;2019;63515V1811747;
Oslo og Akershus;;2019;2019;55647V444294;
Oslo og Akershus;;2019;2019;18543V444291;
Oslo og Akershus;;2019;2019;32135V604101;
Oslo og Akershus;;2019;2019;61394V604898;
