Tellepunkt;Veg;Sted;Meter;HP;År;Felt;L.Klasse;ADT;ÅDTavvik;SDT;SDTavvik;YDT;YDTavvik;HDT;HDTavvik;JDT;JDTavvik
100007;ET18;ØRJE;4550;1;2017;1;20;3328;349;4368;454;3194;332;3622;386;4825;497
100007;ET18;ØRJE;4550;1;2017;2;20;3155;333;4331;450;3267;339;2908;319;4870;501
100001;EV6;SANDESUND SØR;17;4;2017;R0;20;39589;0;43810;0;42832;0;32449;0;43577;0
100007;ET18;ØRJE;4550;1;2017;R1;20;3328;349;4368;454;3194;332;3622;386;4825;497
100007;ET18;ØRJE;4550;1;2017;R2;20;3155;333;4331;450;3267;339;2908;319;4870;501
100001;EV6;SANDESUND SØR;17;4;2017;1;20;7101;-999;8214;-999;7594;-999;6014;-999;8192;-999
100001;EV6;SANDESUND SØR;17;4;2017;2;20;6009;-999;7273;-999;6858;-999;4140;-999;7537;-999
100001;EV6;SANDESUND SØR;17;4;2017;3;20;12979;-999;13997;-999;13649;-999;11505;-999;13982;-999
100001;EV6;SANDESUND SØR;17;4;2017;4;20;13500;-999;14326;-999;14732;-999;10789;-999;13866;-999
100002;EV18;ELVESTAD VEST;9293;7;2017;R0;20;13055;208;13873;253;14481;222;9914;175;13325;365
100001;EV6;SANDESUND SØR;17;4;2017;R1;20;20080;0;22211;0;21243;0;17519;0;22174;0
100001;EV6;SANDESUND SØR;17;4;2017;R2;20;19509;0;21599;0;21589;0;14930;0;21403;0
100008;EV6;STOREBAUG;4520;8;2017;1;20;7617;-999;9012;-999;8015;-999;6739;-999;8914;-999
100008;EV6;STOREBAUG;4520;8;2017;2;20;7206;-999;8552;-999;8201;-999;5013;-999;8570;-999
100008;EV6;STOREBAUG;4520;8;2017;3;20;12870;-999;14059;-999;13323;-999;11873;-999;14153;-999
100008;EV6;STOREBAUG;4520;8;2017;4;20;12652;-999;13749;-999;13517;-999;10747;-999;13657;-999
100003;FV108;BUKKHOLMEN;3702;5;2017;R0;20;5832;0;7834;0;6004;0;5451;0;9002;0
100008;EV6;STOREBAUG;4520;8;2017;R1;20;20487;0;23071;0;21338;0;18613;0;23067;0
100008;EV6;STOREBAUG;4520;8;2017;R2;20;19857;0;22301;0;21718;0;15760;0;22227;0
100009;EV6;NYE SVINESUND BRU;350;1;2017;1;20;1001;-999;1587;-999;769;-999;1512;-999;2103;-999
100009;EV6;NYE SVINESUND BRU;350;1;2017;2;20;2145;-999;3062;-999;2171;-999;2089;-999;3947;-999
100009;EV6;NYE SVINESUND BRU;350;1;2017;3;20;5905;-999;7201;-999;5651;-999;6465;-999;8282;-999
100009;EV6;NYE SVINESUND BRU;350;1;2017;4;20;6298;-999;7719;-999;6296;-999;6302;-999;8872;-999
100004;RV111;HVITSTEN;7664;2;2017;R0;20;9780;0;9473;0;11225;0;6599;0;8192;0
100009;EV6;NYE SVINESUND BRU;350;1;2017;R1;20;6906;0;8787;0;6420;0;7977;0;10385;0
100009;EV6;NYE SVINESUND BRU;350;1;2017;R2;20;8443;0;10781;0;8468;0;8390;0;12819;0
100153;EV6;BJØRNSTAD;1359;5;2017;1;20;5052;-999;5942;-999;5374;-999;4342;-999;6002;-999
100153;EV6;BJØRNSTAD;1359;5;2017;2;20;4682;-999;5460;-999;5478;-999;2929;-999;5522;-999
100153;EV6;BJØRNSTAD;1359;5;2017;3;20;10686;-999;11507;-999;11246;-999;9454;-999;11614;-999
100153;EV6;BJØRNSTAD;1359;5;2017;4;20;10325;-999;11073;-999;11178;-999;8445;-999;11111;-999
100006;FV118;SVINESUND;1028;1;2017;R0;20;7144;0;8402;0;6621;0;8294;0;9220;0
100153;EV6;BJØRNSTAD;1359;5;2017;R1;20;15738;209;17449;0;16620;213;13797;198;17617;0
100153;EV6;BJØRNSTAD;1359;5;2017;R2;20;15006;201;16533;0;16656;217;11374;165;16633;0
100200;EV6;JONSTEN VEST;1107;7;2017;1;20;7622;-999;8951;-999;8108;-999;6553;-999;8832;-999
100200;EV6;JONSTEN VEST;1107;7;2017;2;20;7529;-999;8811;-999;8747;-999;4847;-999;8708;-999
100200;EV6;JONSTEN VEST;1107;7;2017;3;20;11583;-999;12577;-999;11914;-999;10856;-999;12710;-999
100200;EV6;JONSTEN VEST;1107;7;2017;4;20;11185;-999;12119;-999;11766;-999;9905;-999;12159;-999
100007;ET18;ØRJE;4550;1;2017;R0;20;6483;482;8700;639;6461;475;6530;501;9695;706
100200;EV6;JONSTEN VEST;1107;7;2017;R1;20;19205;18;21528;11;20021;17;17409;19;21542;0
100200;EV6;JONSTEN VEST;1107;7;2017;R2;20;18714;15;20930;0;20513;18;14752;9;20866;0
100226;EV6;HJELMUNGEN;4950;1;2017;1;20;4652;-999;5870;-999;4458;-999;5079;-999;6569;-999
100226;EV6;HJELMUNGEN;4950;1;2017;2;20;3143;-999;4298;-999;3290;-999;2821;-999;5198;-999
100226;EV6;HJELMUNGEN;4950;1;2017;3;20;9464;-999;10563;-999;9574;-999;9222;-999;11064;-999
100226;EV6;HJELMUNGEN;4950;1;2017;4;20;10410;-999;11477;-999;11113;-999;8864;-999;11715;-999
100008;EV6;STOREBAUG;4520;8;2017;R0;20;40344;0;45372;0;43056;0;34373;0;45295;0
100226;EV6;HJELMUNGEN;4950;1;2017;R1;20;14116;0;16433;0;14033;0;14301;0;17633;0
100226;EV6;HJELMUNGEN;4950;1;2017;R2;20;13553;0;15774;0;14402;0;11685;0;16914;0
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;1;20;3930;-999;5421;-999;3976;-999;3828;-999;6192;-999
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;2;20;4319;-999;5747;-999;4862;-999;3123;-999;6503;-999
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;3;20;8916;-999;10415;-999;9406;-999;7836;-999;11080;-999
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;4;20;8304;-999;9565;-999;9004;-999;6761;-999;10166;-999
100009;EV6;NYE SVINESUND BRU;350;1;2017;R0;20;15349;0;19568;0;14887;0;16368;0;23203;0
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;R1;20;12846;316;15836;0;13382;327;11665;290;17272;0
100245;EV6;FERIEHJEMVEIEN;3166;3;2017;R2;20;12622;316;15312;0;13866;340;9884;260;16669;0
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;1;20;5637;-999;6569;-999;6020;-999;4794;-999;6572;-999
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;2;20;4651;-999;5443;-999;5379;-999;3048;-999;5491;-999
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;3;20;10644;-999;11479;-999;11114;-999;9610;-999;11591;-999
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;4;20;9802;-999;10693;-999;10428;-999;8424;-999;10807;-999
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;6;20;1302;-999;1329;-999;1569;-999;713;-999;1202;-999
100010;FV118;TUNE KIRKE;3660;5;2017;R0;20;14195;0;13612;0;16166;0;9857;0;11542;0
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;R1;20;16281;0;18048;0;17134;0;14404;0;18162;0
100284;EV6;EIDETTUNNELEN NORD;4007;5;2017;R2;20;15755;0;17465;0;17377;0;12185;0;17500;0
200002;EV6;Nordbytunellen;4800;3;2017;1;20;6580;-999;7752;-999;6912;-999;5851;-999;7226;-999
200002;EV6;Nordbytunellen;4800;3;2017;2;20;6449;-999;7732;-999;7200;-999;4796;-999;7176;-999
200002;EV6;Nordbytunellen;4800;3;2017;3;20;12333;-999;13532;-999;12853;-999;11188;-999;13270;-999
200002;EV6;Nordbytunellen;4800;3;2017;4;20;11047;-999;12246;-999;11429;-999;10207;-999;12237;-999
100011;FV108;VÆRSTEBRUA;1130;3;2017;R0;20;10005;0;10163;0;11416;0;6898;0;9310;0
200002;EV6;Nordbytunellen;4800;3;2017;R1;20;18913;123;21284;0;19764;131;17038;104;20496;0
200002;EV6;Nordbytunellen;4800;3;2017;R2;20;17496;110;19978;0;18629;117;15003;94;19413;0
200008;EV6;TARALDRUD;7727;5;2017;1;20;10042;-999;11134;-999;11020;-999;7888;-999;9968;-999
200008;EV6;TARALDRUD;7727;5;2017;2;20;9440;-999;10390;-999;10831;-999;6378;-999;8861;-999
200008;EV6;TARALDRUD;7727;5;2017;3;20;15427;-999;16680;-999;15974;-999;14223;-999;16266;-999
200008;EV6;TARALDRUD;7727;5;2017;4;20;15230;-999;15710;-999;16161;-999;13180;-999;14763;-999
200008;EV6;TARALDRUD;7727;5;2017;5;20;43;-999;47;-999;52;-999;22;-999;29;-999
100012;FV109;STABBURET;3715;2;2017;R0;20;25993;0;24980;0;29670;0;17896;0;21917;0
200008;EV6;TARALDRUD;7727;5;2017;R1;20;25512;29;27862;0;27046;33;22134;21;26263;0
200008;EV6;TARALDRUD;7727;5;2017;R2;20;24670;29;26100;0;26992;34;19558;20;23625;0
200009;EV6;SKI FLATAASER;7047;5;2017;1;20;9577;-999;10692;-999;10513;-999;7514;-999;9570;-999
200009;EV6;SKI FLATAASER;7047;5;2017;2;20;9524;-999;10546;-999;10884;-999;6530;-999;9093;-999
200009;EV6;SKI FLATAASER;7047;5;2017;3;20;13952;-999;15184;-999;14359;-999;13056;-999;14969;-999
200009;EV6;SKI FLATAASER;7047;5;2017;4;20;12782;-999;13319;-999;13471;-999;11264;-999;12725;-999
200009;EV6;SKI FLATAASER;7047;5;2017;5;20;3042;-999;2985;-999;3491;-999;2052;-999;2403;-999
200009;EV6;SKI FLATAASER;7047;5;2017;6;20;1211;-999;1319;-999;1421;-999;747;-999;1133;-999
100014;FV128;GUSTVET;916;8;2017;R0;20;722;52;755;58;800;56;549;42;710;55
200009;EV6;SKI FLATAASER;7047;5;2017;R1;20;26570;0;28860;0;28363;0;22623;0;26942;0
200009;EV6;SKI FLATAASER;7047;5;2017;R2;20;23517;0;25184;0;25776;0;18542;0;22952;0
200011;EV6;SKEDSMOVOLLEN;572;9;2017;1;20;16025;-999;16808;-999;18966;-999;9548;-999;15012;-999
200011;EV6;SKEDSMOVOLLEN;572;9;2017;2;20;15802;-999;16800;-999;17564;-999;11922;-999;15221;-999
200011;EV6;SKEDSMOVOLLEN;572;9;2017;3;20;18434;-999;19302;-999;19608;-999;15849;-999;18735;-999
200011;EV6;SKEDSMOVOLLEN;572;9;2017;4;20;18528;-999;19343;-999;19358;-999;16702;-999;18787;-999
100015;EV18;JAREN;5157;7;2017;R0;20;14266;308;15735;395;15626;324;11273;273;15954;584
200011;EV6;SKEDSMOVOLLEN;572;9;2017;R1;20;34459;0;36109;0;38574;0;25398;0;33748;0
200011;EV6;SKEDSMOVOLLEN;572;9;2017;R2;20;34330;0;36143;0;36922;0;28624;0;34008;0
200022;EV6;HOVINMOEN;3781;12;2017;1;20;2982;-999;3467;-999;3422;-999;2014;-999;3491;-999
200022;EV6;HOVINMOEN;3781;12;2017;2;20;2977;-999;3320;-999;2700;-999;3587;-999;3264;-999
200022;EV6;HOVINMOEN;3781;12;2017;3;20;7796;-999;8537;-999;8204;-999;6898;-999;8577;-999
200022;EV6;HOVINMOEN;3781;12;2017;4;20;7969;-999;8774;-999;7904;-999;8112;-999;8851;-999
100016;RV22;KROKEDAL TPK;14306;12;2017;R0;20;2259;90;2614;124;2373;92;2008;85;2647;125
200022;EV6;HOVINMOEN;3781;12;2017;R1;20;10778;0;12004;0;11626;0;8911;0;12068;0
200022;EV6;HOVINMOEN;3781;12;2017;R2;20;10946;0;12095;0;10604;0;11699;0;12115;0
200034;EV6;Ørbekk Nordgående Rampe;23070;99;2017;1;20;185;0;345;0;216;0;117;0;161;0
200034;EV6;Ørbekk Nordgående Rampe;23070;99;2017;R1;20;185;0;345;0;216;0;117;0;161;0
200035;EV6;Ørbekk Sørgående rampe;32355;99;2017;1;20;192;0;356;0;216;0;138;0;126;0
200035;EV6;Ørbekk Sørgående rampe;32355;99;2017;R1;20;192;0;356;0;216;0;138;0;126;0
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;1;20;3161;-999;3621;-999;3694;-999;1988;-999;3608;-999
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;2;20;4021;-999;4415;-999;4040;-999;3979;-999;4212;-999
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;3;20;9075;-999;9777;-999;9885;-999;7290;-999;9585;-999
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;4;20;8340;-999;9065;-999;8479;-999;8032;-999;9059;-999
100106;FV101;PRESTEBAKKE TPK;11198;1;2017;R0;20;777;46;922;64;787;47;756;46;984;68
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;R1;20;12236;0;13398;0;13579;0;9278;0;13192;0
200053;EV6;Jessheim nord flyplasskrysset;1300;12;2017;R2;20;12361;0;13479;0;12520;0;12011;0;13271;0
200153;EV6;JESSHEIM EV6;6721;11;2017;1;20;8186;-999;9233;-999;9482;-999;5332;-999;8836;-999
200153;EV6;JESSHEIM EV6;6721;11;2017;2;20;8760;-999;9735;-999;9121;-999;7966;-999;9275;-999
200153;EV6;JESSHEIM EV6;6721;11;2017;3;20;14030;-999;15098;-999;14840;-999;12248;-999;15109;-999
200153;EV6;JESSHEIM EV6;6721;11;2017;4;20;13692;-999;14816;-999;13943;-999;13141;-999;14971;-999
100109;RV110;JONSTEN SØR;289;1;2017;R0;20;11509;0;12823;0;12411;0;9521;0;12416;0
200153;EV6;JESSHEIM EV6;6721;11;2017;R1;20;22216;0;24331;0;24322;0;17579;0;23945;0
200153;EV6;JESSHEIM EV6;6721;11;2017;R2;20;22452;0;24551;0;23064;0;21106;0;24246;0
200200;EV6;KLØFTA SØR;4000;10;2017;1;20;13133;-999;13908;-999;15323;-999;8312;-999;12741;-999
200200;EV6;KLØFTA SØR;4000;10;2017;2;20;15135;-999;16267;-999;16506;-999;12117;-999;14928;-999
200200;EV6;KLØFTA SØR;4000;10;2017;3;20;17261;-999;18203;-999;18491;-999;14553;-999;17695;-999
200200;EV6;KLØFTA SØR;4000;10;2017;4;20;15225;-999;15965;-999;15602;-999;14395;-999;15679;-999
100112;FV118;HØYDEN;12014;9;2017;R0;20;18222;0;18232;0;20249;0;13757;0;16806;0
200200;EV6;KLØFTA SØR;4000;10;2017;R1;20;30394;2;32111;8;33814;3;22866;0;30436;0
200200;EV6;KLØFTA SØR;4000;10;2017;R2;20;30360;2;32233;8;32108;3;26512;0;30606;0
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;1;20;1780;-999;2168;-999;1971;-999;1359;-999;2404;-999
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;2;20;1692;-999;2023;-999;1176;-999;2828;-999;2247;-999
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;3;20;5718;-999;6575;-999;5875;-999;5372;-999;7022;-999
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;4;20;5827;-999;6726;-999;5440;-999;6680;-999;7174;-999
100113;RV22;MOMARKEN NORD;209;11;2017;R0;20;4211;30;4373;0;4605;34;3344;23;3855;0
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;R1;20;7498;0;8743;0;7846;0;6731;0;9425;0
200202;EV6;EIDSVOLLTUNNEL;3950;14;2017;R2;20;7519;0;8749;0;6615;0;9508;0;9421;0
200209;EV6;HVAM SØR;3180;7;2017;1;20;11889;-999;12746;-999;13940;-999;7374;-999;11602;-999
200209;EV6;HVAM SØR;3180;7;2017;2;20;13433;-999;13984;-999;15283;-999;9358;-999;11823;-999
200209;EV6;HVAM SØR;3180;7;2017;3;20;16604;-999;17324;-999;17648;-999;14304;-999;17011;-999
200209;EV6;HVAM SØR;3180;7;2017;4;20;18454;-999;19162;-999;19469;-999;16221;-999;18508;-999
200209;EV6;HVAM SØR;3180;7;2017;5;20;9197;-999;9094;-999;11063;-999;5091;-999;7232;-999
200209;EV6;HVAM SØR;3180;7;2017;6;20;6129;-999;6267;-999;7090;-999;4011;-999;5598;-999
200209;EV6;HVAM SØR;3180;7;2017;7;20;321;-999;299;-999;455;-999;27;-999;103;-999
200209;EV6;HVAM SØR;3180;7;2017;8;20;163;-999;181;-999;206;-999;70;-999;126;-999
100120;FV120;VANEM;2038;4;2017;R0;20;8830;9;9019;17;9822;10;6646;8;8071;0
200209;EV6;HVAM SØR;3180;7;2017;R1;20;38012;0;39462;0;43106;0;26796;0;35949;0
200209;EV6;HVAM SØR;3180;7;2017;R2;20;38179;0;39594;0;42048;0;29660;0;36054;0
200210;EV6;HVAM NORD;1508;8;2017;1;20;16535;-999;17674;-999;19149;-999;10781;-999;16076;-999
200210;EV6;HVAM NORD;1508;8;2017;2;20;15569;-999;16904;-999;17408;-999;11522;-999;15039;-999
200210;EV6;HVAM NORD;1508;8;2017;3;20;17609;-999;18669;-999;18881;-999;14810;-999;18089;-999
200210;EV6;HVAM NORD;1508;8;2017;4;20;18673;-999;19907;-999;19757;-999;16286;-999;19322;-999
100121;RV19;PATTERØD VEST;909;1;2017;R0;20;20927;307;22178;386;23160;330;16009;255;21011;526
200210;EV6;HVAM NORD;1508;8;2017;R1;20;34144;562;36343;7;38029;616;25591;441;34164;0
200210;EV6;HVAM NORD;1508;8;2017;R2;20;34242;560;36811;6;37164;602;27808;467;34361;0
200211;EV6;LEIRELVA BRU;5058;9;2017;1;20;15015;-999;15845;-999;17506;-999;9533;-999;14382;-999
200211;EV6;LEIRELVA BRU;5058;9;2017;2;20;15158;-999;16188;-999;16558;-999;12076;-999;14771;-999
200211;EV6;LEIRELVA BRU;5058;9;2017;3;20;17714;-999;18543;-999;18898;-999;15107;-999;17930;-999
200211;EV6;LEIRELVA BRU;5058;9;2017;4;20;17266;-999;18096;-999;17872;-999;15931;-999;17719;-999
100124;FV120;ELVESTAD NORD;895;8;2017;R0;20;2452;74;2770;104;2639;77;2040;68;2931;144
200211;EV6;LEIRELVA BRU;5058;9;2017;R1;20;32730;202;34389;0;36404;220;24640;162;32312;0
200211;EV6;LEIRELVA BRU;5058;9;2017;R2;20;32424;190;34284;0;34430;199;28007;169;32490;0
200212;EV6;ØRBEKK EV6;1470;15;2017;1;20;1577;-999;1936;-999;1742;-999;1215;-999;2160;-999
200212;EV6;ØRBEKK EV6;1470;15;2017;2;20;1420;-999;1657;-999;925;-999;2508;-999;1932;-999
200212;EV6;ØRBEKK EV6;1470;15;2017;3;20;5366;-999;6219;-999;5512;-999;5046;-999;6661;-999
200212;EV6;ØRBEKK EV6;1470;15;2017;4;20;5416;-999;6363;-999;4931;-999;6484;-999;6806;-999
100125;EV18;MELLEBY;4516;3;2017;R0;20;6528;0;7401;0;6664;0;6229;0;7794;0
200212;EV6;ØRBEKK EV6;1470;15;2017;R1;20;6943;4;8155;12;7254;6;6260;0;8821;0
200212;EV6;ØRBEKK EV6;1470;15;2017;R2;20;6836;4;8019;11;5857;5;8992;0;8738;0
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;1;20;6013;-999;6838;-999;6324;-999;5327;-999;6992;-999
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;2;20;7681;-999;8597;-999;8665;-999;5513;-999;8137;-999
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;3;20;14287;-999;16235;-999;14911;-999;12913;-999;16027;-999
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;4;20;12944;-999;14970;-999;13674;-999;11337;-999;15309;-999
100127;FV118;HALMSTAD SØR;6343;9;2017;R0;20;8566;171;9027;242;9601;187;6289;136;8279;266
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;R1;20;20300;215;23073;608;21235;225;18240;194;23020;609
200232;EV6;SMIHAGEN TUNNEL;10320;2;2017;R2;20;20625;223;23567;622;22340;241;16850;183;23446;621
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;1;20;5441;-999;6206;-999;5786;-999;4680;-999;6033;-999
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;2;20;6212;-999;6864;-999;7083;-999;4295;-999;6463;-999
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;3;20;11494;-999;13321;-999;12022;-999;10332;-999;13664;-999
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;4;20;10705;-999;12472;-999;11250;-999;9507;-999;12953;-999
100133;FV116;SKÅRA;6493;2;2017;R0;20;5715;10;6299;0;6213;12;4619;6;6189;0
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;R1;20;16935;549;19527;734;17809;565;15013;514;19698;742
200246;EV6;E6 NYE MOSS NORD;1960;1;2017;R2;20;16917;549;19336;729;18332;580;13802;480;19416;734
202099;EV6;ASS TJUVDALEN;23000;80;2017;1;20;1980;1;2197;3;2173;1;1556;2;1921;0
202099;EV6;ASS TJUVDALEN;23000;80;2017;2;20;3047;2;2445;3;3379;1;2317;3;2038;0
100135;FV106;BJØRKEBEKK;922;1;2017;R0;20;273;17;341;26;271;17;279;18;379;29
202099;EV6;ASS TJUVDALEN;23000;80;2017;R1;20;1980;1;2197;3;2173;1;1556;2;1921;0
202099;EV6;ASS TJUVDALEN;23000;80;2017;R2;20;3047;2;2445;3;3379;1;2317;3;2038;0
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;1;20;7529;-999;8652;-999;7987;-999;6520;-999;7789;-999
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;2;20;7147;-999;8608;-999;8268;-999;4679;-999;7422;-999
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;3;20;12998;-999;14151;-999;13423;-999;12064;-999;13858;-999
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;4;20;12373;-999;13557;-999;12986;-999;11026;-999;13008;-999
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;5;20;1637;-999;1666;-999;1898;-999;1064;-999;1528;-999
100138;FV118;INGEDAL;6910;2;2017;R0;20;2541;0;3138;0;2666;0;2263;0;3205;0
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;R1;20;22164;0;24469;0;23307;0;19647;0;23175;0
209666;EV6;NØSTVET ASURDALEN;4950;5;2017;R2;20;19520;0;22165;0;21253;0;15704;0;20430;0
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;1;20;7897;-999;9307;-999;8407;-999;6774;-999;8441;-999
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;2;20;6843;-999;8479;-999;7872;-999;4579;-999;7374;-999
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;3;20;13294;-999;14353;-999;13773;-999;12240;-999;14083;-999
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;4;20;12531;-999;13585;-999;13216;-999;11024;-999;12972;-999
100144;RV110;SIMO;2684;3;2017;R0;20;23748;0;24919;0;25974;0;18844;0;23553;0
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;R1;20;21192;0;23661;0;22180;0;19014;0;22524;0
209667;EV6;NØSTVETTUNNELEN;2500;5;2017;R2;20;19375;0;22065;0;21088;0;15603;0;20346;0
209677;EV6;Mogreinakrysset;10004;12;2017;1;20;3267;-999;3693;-999;3794;-999;2108;-999;3640;-999
209677;EV6;Mogreinakrysset;10004;12;2017;2;20;3649;-999;4047;-999;3398;-999;4200;-999;3961;-999
209677;EV6;Mogreinakrysset;10004;12;2017;3;20;8418;-999;9091;-999;8869;-999;7424;-999;9078;-999
209677;EV6;Mogreinakrysset;10004;12;2017;4;20;8154;-999;8888;-999;8100;-999;8271;-999;8948;-999
209677;EV6;Mogreinakrysset;10004;12;2017;5;20;634;-999;648;-999;719;-999;448;-999;572;-999
209677;EV6;Mogreinakrysset;10004;12;2017;6;20;382;-999;386;-999;425;-999;286;-999;342;-999
100145;FV109;GLEMMEN;2072;2;2017;R0;20;25348;0;24360;0;29071;0;17151;0;21325;0
209677;EV6;Mogreinakrysset;10004;12;2017;R1;20;12319;0;13432;0;13382;0;9980;0;13289;0
209677;EV6;Mogreinakrysset;10004;12;2017;R2;20;12184;0;13321;0;11924;0;12757;0;13251;0
209900;EV6;DALKRYSSET NORD;2349;13;2017;1;20;2171;-999;2570;-999;2431;-999;1599;-999;2718;-999
209900;EV6;DALKRYSSET NORD;2349;13;2017;2;20;1763;-999;2086;-999;1313;-999;2755;-999;2243;-999
209900;EV6;DALKRYSSET NORD;2349;13;2017;3;20;5255;-999;6062;-999;5392;-999;4954;-999;6389;-999
209900;EV6;DALKRYSSET NORD;2349;13;2017;4;20;5917;-999;6782;-999;5572;-999;6676;-999;7144;-999
209900;EV6;DALKRYSSET NORD;2349;13;2017;5;20;843;-999;927;-999;917;-999;680;-999;921;-999
209900;EV6;DALKRYSSET NORD;2349;13;2017;6;20;503;-999;548;-999;518;-999;471;-999;520;-999
100146;FV107;BJERRINGLØKKA;722;1;2017;R0;20;2129;49;2373;33;2319;52;1711;42;2250;0
209900;EV6;DALKRYSSET NORD;2349;13;2017;R1;20;8270;0;9560;0;8740;0;7234;0;10029;0
209900;EV6;DALKRYSSET NORD;2349;13;2017;R2;20;8184;0;9417;0;7403;0;9902;0;9908;0
209901;EV6;NEBBENES NORD;139;14;2017;1;20;1698;-999;2110;-999;1898;-999;1258;-999;2360;-999
209901;EV6;NEBBENES NORD;139;14;2017;2;20;1772;-999;2081;-999;1331;-999;2745;-999;2231;-999
209901;EV6;NEBBENES NORD;139;14;2017;3;20;5587;-999;6338;-999;5774;-999;5176;-999;6586;-999
209901;EV6;NEBBENES NORD;139;14;2017;4;20;5568;-999;6403;-999;5244;-999;6281;-999;6737;-999
209901;EV6;NEBBENES NORD;139;14;2017;5;20;941;-999;1080;-999;1025;-999;756;-999;1060;-999
209901;EV6;NEBBENES NORD;139;14;2017;6;20;428;-999;456;-999;443;-999;393;-999;439;-999
100147;FV108;KRÅKERØY BRU;111;50;2017;R0;20;11185;0;11693;0;12398;0;8514;0;11169;0
209901;EV6;NEBBENES NORD;139;14;2017;R1;20;8227;0;9528;2;8697;1;7191;0;10007;0
209901;EV6;NEBBENES NORD;139;14;2017;R2;20;7768;0;8940;1;7019;0;9419;0;9407;0
209903;EV6;Minnekrysset nord;10308;14;2017;1;20;1454;-999;1761;-999;1602;-999;1129;-999;2083;-999
209903;EV6;Minnekrysset nord;10308;14;2017;2;20;1565;-999;1913;-999;1061;-999;2674;-999;2295;-999
209903;EV6;Minnekrysset nord;10308;14;2017;3;20;5034;-999;5828;-999;5134;-999;4814;-999;6483;-999
209903;EV6;Minnekrysset nord;10308;14;2017;4;20;4514;-999;5394;-999;4077;-999;5477;-999;6328;-999
209903;EV6;Minnekrysset nord;10308;14;2017;5;20;660;-999;795;-999;730;-999;506;-999;753;-999
209903;EV6;Minnekrysset nord;10308;14;2017;6;20;417;-999;526;-999;410;-999;431;-999;538;-999
100152;FV112;HAUGE BRU;7438;1;2017;R0;20;4316;0;4212;0;5008;0;2791;0;3522;0
209903;EV6;Minnekrysset nord;10308;14;2017;R1;20;7149;14;8383;54;7466;16;6449;8;9320;100
209903;EV6;Minnekrysset nord;10308;14;2017;R2;20;6496;14;7834;55;5548;15;8582;12;9160;107
300001;EV6;E6 Manglerud;10300;1;2017;1;20;11447;-999;13453;-999;12864;-999;8328;-999;11226;-999
300001;EV6;E6 Manglerud;10300;1;2017;2;20;14063;-999;16330;-999;15957;-999;9893;-999;15240;-999
300001;EV6;E6 Manglerud;10300;1;2017;3;20;20048;-999;22449;-999;20976;-999;18002;-999;20903;-999
300001;EV6;E6 Manglerud;10300;1;2017;4;20;19595;-999;20208;-999;20543;-999;17507;-999;19622;-999
300001;EV6;E6 Manglerud;10300;1;2017;5;20;2242;-999;698;-999;2691;-999;1253;-999;619;-999
300001;EV6;E6 Manglerud;10300;1;2017;6;20;1005;-999;1218;-999;1273;-999;414;-999;895;-999
100153;EV6;BJØRNSTAD;1359;5;2017;R0;20;30744;290;33982;0;33276;304;25170;258;34250;0
