Tellepunkt;Veg;Sted;Meter;HP;År;Felt;L.Klasse;ADT;ÅDTavvik;SDT;SDTavvik;YDT;YDTavvik;HDT;HDTavvik;JDT;JDTavvik
400007;RV2;BRANDVAL N;699;7;2017;R2;20;1484;1;1554;2;1594;1;1241;2;1503;0
400009;RV2;SORMA;3424;13;2017;1;20;1774;4;1891;2;1974;4;1335;5;1750;0
400009;RV2;SORMA;3424;13;2017;2;20;1773;4;1880;2;1966;4;1346;5;1736;0
1602315;EV6;HORG;7538;7;2017;R0;20;9224;169;11586;57;9634;177;8322;151;12181;1
400009;RV2;SORMA;3424;13;2017;R1;20;1774;4;1891;2;1974;4;1335;5;1750;0
400009;RV2;SORMA;3424;13;2017;R2;20;1773;4;1880;2;1966;4;1346;5;1736;0
400110;RV2;LIER N;2003;4;2017;1;20;4413;9;4974;0;4618;9;3961;7;5048;0
400110;RV2;LIER N;2003;4;2017;2;20;4424;9;4981;0;4803;10;3592;7;5035;0
1602407;EV6;SUNDLAND;932;12;2017;R0;20;37986;410;36642;574;44523;478;23591;251;31011;492
400110;RV2;LIER N;2003;4;2017;R1;20;4413;9;4974;0;4618;9;3961;7;5048;0
400110;RV2;LIER N;2003;4;2017;R2;20;4424;9;4981;0;4803;10;3592;7;5035;0
400116;RV2;KIRKENÆR N;9400;8;2017;1;20;1745;30;1887;0;1892;31;1422;26;1734;0
400116;RV2;KIRKENÆR N;9400;8;2017;2;20;1741;30;1878;0;1866;31;1465;27;1773;0
1602408;EV6;MOHOLTLIA;2314;12;2017;R0;20;30109;199;28273;118;35147;229;19019;128;26172;0
400116;RV2;KIRKENÆR N;9400;8;2017;R1;20;1745;30;1887;0;1892;31;1422;26;1734;0
400116;RV2;KIRKENÆR N;9400;8;2017;R2;20;1741;30;1878;0;1866;31;1465;27;1773;0
400117;RV2;FLISSUNDET S;6730;10;2017;1;20;2018;33;2156;0;2195;35;1627;29;2019;0
400117;RV2;FLISSUNDET S;6730;10;2017;2;20;2007;33;2149;0;2164;35;1662;29;2049;0
1602418;RV706;OSLOVEGEN;2500;1;2017;R0;20;12410;0;12348;0;14051;0;8796;0;10324;0
400117;RV2;FLISSUNDET S;6730;10;2017;R1;20;2018;33;2156;0;2195;35;1627;29;2019;0
400117;RV2;FLISSUNDET S;6730;10;2017;R2;20;2007;33;2149;0;2164;35;1662;29;2049;0
400217;RV2;MATRAND S;5510;2;2017;1;20;3257;49;4085;145;3277;50;3214;46;4573;219
400217;RV2;MATRAND S;5510;2;2017;2;20;3197;47;3930;138;3379;51;2796;39;4364;209
1602610;FV680;STORMYRA N;103;1;2017;R0;20;1323;40;1236;21;1390;45;1175;29;1262;0
400217;RV2;MATRAND S;5510;2;2017;R1;20;3257;49;4085;145;3277;50;3214;46;4573;219
400217;RV2;MATRAND S;5510;2;2017;R2;20;3197;47;3930;138;3379;51;2796;39;4364;209
400227;RV2;MOROKULIEN;1267;1;2017;1;20;3853;0;4503;0;3747;0;4088;0;4921;0
400227;RV2;MOROKULIEN;1267;1;2017;2;20;3902;0;4554;0;4011;0;3661;0;4957;0
1602620;FV714;KROKSTADØRA N;6820;3;2017;R0;20;1744;5;2249;0;1770;6;1687;4;2416;0
400227;RV2;MOROKULIEN;1267;1;2017;R1;20;3853;0;4503;0;3747;0;4088;0;4921;0
400227;RV2;MOROKULIEN;1267;1;2017;R2;20;3902;0;4554;0;4011;0;3661;0;4957;0
400237;RV2;HASLEMOSLETTA;4175;11;2017;1;20;1614;0;1706;0;1787;0;1232;0;1615;0
400237;RV2;HASLEMOSLETTA;4175;11;2017;2;20;1654;0;1745;0;1824;0;1278;0;1634;0
1602801;FV715;RØRVIK FV 715;562;7;2017;R0;20;1829;4;2136;1;1868;4;1743;4;2111;2
400237;RV2;HASLEMOSLETTA;4175;11;2017;R1;20;1614;0;1706;0;1787;0;1232;0;1615;0
400237;RV2;HASLEMOSLETTA;4175;11;2017;R2;20;1654;0;1745;0;1824;0;1278;0;1634;0
400246;RV2;HANSTAD SØNDRE;10594;14;2017;1;20;2909;16;2986;27;3242;18;2175;13;2689;0
400246;RV2;HANSTAD SØNDRE;10594;14;2017;2;20;2884;16;2962;27;3203;17;2181;13;2681;0
1602820;FV717;RØRVIK FV 717;8480;2;2017;R0;20;1099;1;1159;0;1175;1;933;1;1022;0
400246;RV2;HANSTAD SØNDRE;10594;14;2017;R1;20;2909;16;2986;27;3242;18;2175;13;2689;0
400246;RV2;HANSTAD SØNDRE;10594;14;2017;R2;20;2884;16;2962;27;3203;17;2181;13;2681;0
400305;RV2;RASTA NEDRE;4110;4;2017;1;20;7267;13;7608;13;8065;16;5509;7;7187;36
400305;RV2;RASTA NEDRE;4110;4;2017;2;20;7245;13;7623;13;8208;16;5123;7;7220;36
1700001;EV6;STAMPHUSMYRA;1365;11;2017;R0;20;14614;5;16148;10;16584;3;10276;9;15490;0
400305;RV2;RASTA NEDRE;4110;4;2017;R1;20;7267;13;7608;13;8065;16;5509;7;7187;36
400305;RV2;RASTA NEDRE;4110;4;2017;R2;20;7245;13;7623;13;8208;16;5123;7;7220;36
400004;RV3;MOTRØA S;19910;15;2017;1;20;1884;0;2490;0;1974;0;1685;0;2880;0
400004;RV3;MOTRØA S;19910;15;2017;2;20;1819;0;2410;0;1910;0;1618;0;2764;0
1700003;EV6;SNÅSAHEIA;5550;22;2017;R0;20;2256;1;3624;2;2334;1;2086;1;4493;7
400004;RV3;MOTRØA S;19910;15;2017;R1;20;1884;0;2490;0;1974;0;1685;0;2880;0
400004;RV3;MOTRØA S;19910;15;2017;R2;20;1819;0;2410;0;1910;0;1618;0;2764;0
400008;RV3;EBRU;3440;3;2017;1;20;7201;0;7811;0;8043;0;5348;0;7403;0
400008;RV3;EBRU;3440;3;2017;2;20;7153;0;7745;0;7356;0;6705;0;7322;0
1700004;FV770;NÆRØYSUND;3000;5;2017;R0;20;3034;6;3230;0;3472;6;2071;4;3203;0
400008;RV3;EBRU;3440;3;2017;R1;20;7201;0;7811;0;8043;0;5348;0;7403;0
400008;RV3;EBRU;3440;3;2017;R2;20;7153;0;7745;0;7356;0;6705;0;7322;0
400013;RV3;HANEKAMPEN;8470;13;2017;1;20;1185;0;1711;0;1225;0;1096;0;2052;0
400013;RV3;HANEKAMPEN;8470;13;2017;2;20;1118;0;1629;0;1108;0;1139;0;1944;0
1700005;EV14;TEVELDALEN;14030;5;2017;R0;20;1791;0;2218;0;1566;0;2286;0;2688;0
400013;RV3;HANEKAMPEN;8470;13;2017;R1;20;1185;0;1711;0;1225;0;1096;0;2052;0
400013;RV3;HANEKAMPEN;8470;13;2017;R2;20;1118;0;1629;0;1108;0;1139;0;1944;0
400015;RV3;SVARTELVA;10435;1;2017;1;20;3222;5;3654;6;3412;4;2803;7;3797;0
400015;RV3;SVARTELVA;10435;1;2017;2;20;3187;5;3578;6;2807;3;4024;8;3719;0
1700006;FV17;KVATNINGMYRA;5910;8;2017;R0;20;3345;0;3557;0;3827;0;2284;0;3310;0
400015;RV3;SVARTELVA;10435;1;2017;R1;20;3222;5;3654;6;3412;4;2803;7;3797;0
400015;RV3;SVARTELVA;10435;1;2017;R2;20;3187;5;3578;6;2807;3;4024;8;3719;0
400088;RV3;KVIKNESKOGEN ;20590;17;2017;1;20;989;19;1402;58;1006;20;953;18;1642;48
400088;RV3;KVIKNESKOGEN ;20590;17;2017;2;20;1023;20;1493;62;1059;21;945;20;1770;54
1700007;FV74;MURUMOEN;24240;4;2017;R0;20;243;1;333;0;240;1;248;1;373;0
400088;RV3;KVIKNESKOGEN ;20590;17;2017;R1;20;989;19;1402;58;1006;20;953;18;1642;48
400088;RV3;KVIKNESKOGEN ;20590;17;2017;R2;20;1023;20;1493;62;1059;21;945;20;1770;54
400122;RV3;RENA S;30024;9;2017;1;20;2423;0;2993;0;2638;0;1951;0;3186;0
400122;RV3;RENA S;30024;9;2017;2;20;2421;0;2997;0;2430;0;2401;0;3171;0
1700008;EV6;Langstein;9240;5;2017;R0;20;9619;281;14265;555;10207;293;8324;254;16865;647
400122;RV3;RENA S;30024;9;2017;R1;20;2423;0;2993;0;2638;0;1951;0;3186;0
400122;RV3;RENA S;30024;9;2017;R2;20;2421;0;2997;0;2430;0;2401;0;3171;0
400123;RV3;NORDSTUMOEN S;19050;11;2017;1;20;1557;4;2142;15;1637;3;1381;5;2539;44
400123;RV3;NORDSTUMOEN S;19050;11;2017;2;20;1533;4;2118;16;1530;3;1537;6;2511;46
1700009;FV72;INNSMOEN;2230;4;2017;R0;20;687;0;978;0;624;0;825;0;1161;0
400123;RV3;NORDSTUMOEN S;19050;11;2017;R1;20;1557;4;2142;15;1637;3;1381;5;2539;44
400123;RV3;NORDSTUMOEN S;19050;11;2017;R2;20;1533;4;2118;16;1530;3;1537;6;2511;46
400127;RV3;STEIMOEN S;21360;14;2017;1;20;2090;0;2684;0;2238;0;1764;0;3049;0
400127;RV3;STEIMOEN S;21360;14;2017;2;20;2037;0;2614;0;2142;0;1806;0;2963;0
1700010;EV6;Vuddudalen;2230;7;2017;R0;20;8600;3;10764;0;9050;3;7611;3;11301;0
400127;RV3;STEIMOEN S;21360;14;2017;R1;20;2090;0;2684;0;2238;0;1764;0;3049;0
400127;RV3;STEIMOEN S;21360;14;2017;R2;20;2037;0;2614;0;2142;0;1806;0;2963;0
400185;RV3;KALSVEEN S;1030;1;2017;1;20;3542;314;4722;423;3669;322;3263;296;5260;466
400185;RV3;KALSVEEN S;1030;1;2017;2;20;2764;251;3568;330;2765;250;2762;255;3933;361
1700013;FV774;Sætersmyra;1190;1;2017;R0;20;5953;79;5829;11;6945;86;3770;62;4925;0
400185;RV3;KALSVEEN S;1030;1;2017;R1;20;3542;314;4722;423;3669;322;3263;296;5260;466
400185;RV3;KALSVEEN S;1030;1;2017;R2;20;2764;251;3568;330;2765;250;2762;255;3933;361
400207;RV3;NORDSTUMOEN N;320;12;2017;1;20;1337;0;1903;0;1388;0;1225;0;2257;0
400207;RV3;NORDSTUMOEN N;320;12;2017;2;20;1284;0;1842;0;1266;0;1322;0;2182;0
1700015;FV715;Keiseråsen sør;2900;2;2017;R0;20;2031;45;2344;50;2123;46;1829;44;2382;57
400207;RV3;NORDSTUMOEN N;320;12;2017;R1;20;1337;0;1903;0;1388;0;1225;0;2257;0
400207;RV3;NORDSTUMOEN N;320;12;2017;R2;20;1284;0;1842;0;1266;0;1322;0;2182;0
400208;RV3;SEGLA BRU ;14290;2;2017;1;20;4736;441;6323;587;4905;453;4362;417;7039;646
400208;RV3;SEGLA BRU ;14290;2;2017;2;20;3803;362;4943;472;3883;366;3626;354;5448;516
1700016;FV715;Keiseråsen nord;3070;2;2017;R0;20;1385;33;1676;38;1402;33;1346;34;1792;45
400208;RV3;SEGLA BRU ;14290;2;2017;R1;20;4736;441;6323;587;4905;453;4362;417;7039;646
400208;RV3;SEGLA BRU ;14290;2;2017;R2;20;3803;362;4943;472;3883;366;3626;354;5448;516
400231;RV3;BREVAD;13200;18;2017;1;20;1054;0;1522;0;1038;0;1089;0;1788;0
400231;RV3;BREVAD;13200;18;2017;2;20;1007;0;1471;0;1041;0;930;0;1729;0
1700017;FV720;Keiseråsen vest;30;6;2017;R0;20;733;21;720;21;808;22;567;18;681;22
400231;RV3;BREVAD;13200;18;2017;R1;20;1054;0;1522;0;1038;0;1089;0;1788;0
400231;RV3;BREVAD;13200;18;2017;R2;20;1007;0;1471;0;1041;0;930;0;1729;0
400248;RV3;ALVDAL;19520;14;2017;1;20;1414;0;1946;0;1511;0;1201;0;2265;1
400248;RV3;ALVDAL;19520;14;2017;2;20;1503;0;2053;0;1560;0;1379;0;2350;1
1700020;EV6;Grong sør;9000;23;2017;R0;20;1935;132;2556;179;2017;135;1754;123;2960;204
400248;RV3;ALVDAL;19520;14;2017;R1;20;1414;0;1946;0;1511;0;1201;0;2265;1
400248;RV3;ALVDAL;19520;14;2017;R2;20;1503;0;2053;0;1560;0;1379;0;2350;1
400491;RV3;OPPHUS SKOLE;24448;10;2017;1;20;1408;0;1945;0;1477;0;1257;0;2291;0
400491;RV3;OPPHUS SKOLE;24448;10;2017;2;20;1360;2;1876;0;1327;2;1432;2;2152;0
1700021;EV6;Grong nord;9260;23;2017;R0;20;2922;187;3648;241;3118;196;2489;165;4177;271
400491;RV3;OPPHUS SKOLE;24448;10;2017;R1;20;1408;0;1945;0;1477;0;1257;0;2291;0
400491;RV3;OPPHUS SKOLE;24448;10;2017;R2;20;1360;2;1876;0;1327;2;1432;2;2152;0
400804;RV3;MYKLEGARD Ø ;555;3;2017;1;20;7486;244;8550;354;8181;258;5957;214;8478;352
400804;RV3;MYKLEGARD Ø ;555;3;2017;2;20;8046;263;10080;405;7980;259;8191;274;10857;430
1700022;FV760;Grong vest;19710;1;2017;R0;20;2234;156;2961;211;2381;165;1912;138;3240;228
400804;RV3;MYKLEGARD Ø ;555;3;2017;R1;20;7486;244;8550;354;8181;258;5957;214;8478;352
400804;RV3;MYKLEGARD Ø ;555;3;2017;R2;20;8046;263;10080;405;7980;259;8191;274;10857;430
1600160;RV3;Gullikstad;13360;1;2017;1;20;1196;0;1661;0;1196;0;1196;0;1922;0
1600160;RV3;Gullikstad;13360;1;2017;2;20;1137;0;1599;0;1193;0;1013;0;1845;0
1700026;EV14;Hegra vest;8180;2;2017;R0;20;6072;300;7847;422;6322;309;5521;281;8628;459
1600160;RV3;Gullikstad;13360;1;2017;R1;20;1196;0;1661;0;1196;0;1196;0;1922;0
1600160;RV3;Gullikstad;13360;1;2017;R2;20;1137;0;1599;0;1193;0;1013;0;1845;0
200160;RV4;GJELLERÅSEN;826;1;2017;1;20;9817;0;9694;0;10933;0;7359;0;8306;0
200160;RV4;GJELLERÅSEN;826;1;2017;2;20;9540;-999;9429;-999;10360;-999;7735;-999;8095;-999
200160;RV4;GJELLERÅSEN;826;1;2017;4;20;451;-999;402;-999;562;-999;205;-999;277;-999
1700027;EV14;Hegra øst;8320;2;2017;R0;20;4345;226;5648;319;4444;229;4126;220;6216;348
200160;RV4;GJELLERÅSEN;826;1;2017;R1;20;9817;0;9694;0;10933;0;7359;0;8306;0
200160;RV4;GJELLERÅSEN;826;1;2017;R2;20;9991;0;9832;0;10922;0;7940;0;8372;0
200205;RV4;SLATTUM;4112;2;2017;1;20;8411;0;8340;0;9322;0;6406;0;7101;0
200205;RV4;SLATTUM;4112;2;2017;2;20;9046;0;8826;0;9819;0;7343;0;7364;0
1700028;FV752;Hegra nord;80;1;2017;R0;20;1935;97;1992;113;2155;105;1449;77;1841;107
200205;RV4;SLATTUM;4112;2;2017;R1;20;8411;0;8340;0;9322;0;6406;0;7101;0
200205;RV4;SLATTUM;4112;2;2017;R2;20;9046;0;8826;0;9819;0;7343;0;7364;0
200233;RV4;RV 4 HAGAN TUNNELEN;1738;2;2017;1;20;6915;0;6845;0;7605;0;5394;0;5926;0
200233;RV4;RV 4 HAGAN TUNNELEN;1738;2;2017;2;20;7805;0;7662;0;8356;0;6592;0;6505;0
1700029;FV26;Hegra sør;370;50;2017;R0;20;2576;121;2555;139;2686;126;2332;112;2449;134
200233;RV4;RV 4 HAGAN TUNNELEN;1738;2;2017;R1;20;6915;0;6845;0;7605;0;5394;0;5926;0
200233;RV4;RV 4 HAGAN TUNNELEN;1738;2;2017;R2;20;7805;0;7662;0;8356;0;6592;0;6505;0
209613;RV4;TREBYEN HAKADAL;9849;3;2017;1;20;3933;171;4659;238;4099;176;3567;160;4937;250
209613;RV4;TREBYEN HAKADAL;9849;3;2017;2;20;4137;176;4688;239;4344;183;3683;160;4917;248
1700031;FV769;Skagakorsen øst;5750;11;2017;R0;20;656;48;764;61;698;50;564;43;794;63
209613;RV4;TREBYEN HAKADAL;9849;3;2017;R1;20;3933;171;4659;238;4099;176;3567;160;4937;250
209613;RV4;TREBYEN HAKADAL;9849;3;2017;R2;20;4137;176;4688;239;4344;183;3683;160;4917;248
300049;RV4;PÅKJ. TIL RV 4;23150;82;2017;1;20;1703;35;1643;28;1857;38;1363;27;1354;0
300049;RV4;PÅKJ. TIL RV 4;23150;82;2017;R1;20;1703;35;1643;28;1857;38;1363;27;1354;0
300051;RV4;AVKJ. FRA RV 4;32075;82;2017;1;20;1678;35;1614;28;1807;37;1394;28;1318;0
300051;RV4;AVKJ. FRA RV 4;32075;82;2017;R1;20;1678;35;1614;28;1807;37;1394;28;1318;0
300055;RV4;Bjerke;3146;3;2017;1;20;3482;-999;3380;-999;4064;-999;2202;-999;2544;-999
300055;RV4;Bjerke;3146;3;2017;2;20;2992;-999;2804;-999;3522;-999;1825;-999;1993;-999
300055;RV4;Bjerke;3146;3;2017;3;20;9393;-999;9206;-999;10210;-999;7593;-999;8136;-999
300055;RV4;Bjerke;3146;3;2017;4;20;9566;-999;9495;-999;10322;-999;7902;-999;8308;-999
1700032;FV769;Skagakorsen sør;5840;11;2017;R0;20;893;63;1134;85;959;66;749;55;1243;92
300055;RV4;Bjerke;3146;3;2017;R1;20;12875;174;12585;141;14274;191;9795;134;10680;0
300055;RV4;Bjerke;3146;3;2017;R2;20;12558;170;12299;140;13843;187;9726;132;10301;0
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;1;20;3483;-999;3381;-999;4066;-999;2200;-999;2544;-999
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;2;20;2992;-999;2805;-999;3523;-999;1824;-999;1993;-999
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;3;20;9393;-999;9207;-999;10214;-999;7585;-999;8136;-999
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;4;20;9567;-999;9494;-999;10326;-999;7895;-999;8308;-999
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;5;20;1702;-999;1642;-999;1860;-999;1355;-999;1354;-999
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;6;20;1679;-999;1612;-999;1810;-999;1389;-999;1318;-999
1700033;FV530;Skagakorsen nord;6310;1;2017;R0;20;1066;64;1061;72;1221;71;724;47;945;66
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;R1;20;14578;191;14229;155;16140;210;11140;147;12034;0
300167;RV4;Rv 4 Bjerke Total;3300;3;2017;R2;20;14238;187;13911;154;15660;206;11108;146;11619;0
300231;RV4;AMMERUD;7500;3;2017;1;20;7777;-999;7821;-999;8482;-999;6225;-999;7048;-999
300231;RV4;AMMERUD;7500;3;2017;2;20;3559;-999;3531;-999;4007;-999;2573;-999;2897;-999
300231;RV4;AMMERUD;7500;3;2017;3;20;4944;-999;4852;-999;5440;-999;3852;-999;4036;-999
300231;RV4;AMMERUD;7500;3;2017;4;20;9535;-999;9496;-999;10343;-999;7758;-999;8296;-999
1700105;FV72;VINNE;1700;1;2017;R0;20;3183;4;3505;0;3484;4;2520;4;3435;0
300231;RV4;AMMERUD;7500;3;2017;R1;20;12721;32;12673;125;13922;36;10077;21;11084;0
300231;RV4;AMMERUD;7500;3;2017;R2;20;13094;32;13026;128;14349;37;10330;22;11193;0
500118;RV4;GRAN SØR;4650;3;2017;1;20;506;-999;572;-999;564;-999;377;-999;562;-999
500118;RV4;GRAN SØR;4650;3;2017;2;20;344;-999;381;-999;361;-999;307;-999;375;-999
500118;RV4;GRAN SØR;4650;3;2017;3;20;3604;-999;4094;-999;3863;-999;3035;-999;4070;-999
500118;RV4;GRAN SØR;4650;3;2017;4;20;3801;-999;4406;-999;3944;-999;3488;-999;4490;-999
1700129;FV17;ASP;519;1;2017;R0;20;4352;10;4808;0;4826;10;3307;10;4635;0
500118;RV4;GRAN SØR;4650;3;2017;R1;20;4110;237;4666;287;4427;250;3413;207;4632;286
500118;RV4;GRAN SØR;4650;3;2017;R2;20;4146;238;4787;292;4305;245;3795;224;4865;297
500119;RV4;GRAN RÅDHUS;11950;3;2017;1;20;817;-999;885;-999;912;-999;609;-999;834;-999
500119;RV4;GRAN RÅDHUS;11950;3;2017;2;20;846;-999;1035;-999;838;-999;864;-999;1103;-999
500119;RV4;GRAN RÅDHUS;11950;3;2017;3;20;4458;-999;5031;-999;4797;-999;3714;-999;4949;-999
500119;RV4;GRAN RÅDHUS;11950;3;2017;4;20;4630;-999;5340;-999;4829;-999;4194;-999;5417;-999
1700136;EV6;BREKKVASSELV;22690;30;2017;R0;20;1524;0;2718;0;1591;0;1375;0;3511;0
500119;RV4;GRAN RÅDHUS;11950;3;2017;R1;20;5275;177;5916;265;5708;187;4323;155;5783;260
500119;RV4;GRAN RÅDHUS;11950;3;2017;R2;20;5476;184;6375;280;5667;188;5058;173;6520;285
500120;RV4;GRANSTUNNELEN;7500;3;2017;1;20;332;-999;373;-999;363;-999;265;-999;371;-999
500120;RV4;GRANSTUNNELEN;7500;3;2017;2;20;291;-999;368;-999;269;-999;339;-999;399;-999
500120;RV4;GRANSTUNNELEN;7500;3;2017;3;20;3130;-999;3668;-999;3296;-999;2765;-999;3743;-999
500120;RV4;GRANSTUNNELEN;7500;3;2017;4;20;3380;-999;4343;-999;3346;-999;3455;-999;4612;-999
1700137;FV773;STEINFJELLET;7450;2;2017;R0;20;199;2;243;1;207;2;183;2;250;0
500120;RV4;GRANSTUNNELEN;7500;3;2017;R1;20;3462;132;4041;197;3659;136;3030;123;4114;200
500120;RV4;GRANSTUNNELEN;7500;3;2017;R2;20;3671;141;4711;224;3615;138;3794;146;5011;236
500503;RV4;SMEDMOEN;3200;10;2017;1;20;5869;43;6310;0;6673;48;4101;31;5767;0
500503;RV4;SMEDMOEN;3200;10;2017;2;20;5909;43;6404;0;6527;48;4547;31;5879;0
1700151;EV6;ASPHAUGEN;1403;19;2017;R0;20;3115;27;4493;0;3307;29;2693;23;5305;0
500503;RV4;SMEDMOEN;3200;10;2017;R1;20;5869;43;6310;0;6673;48;4101;31;5767;0
500503;RV4;SMEDMOEN;3200;10;2017;R2;20;5909;43;6404;0;6527;48;4547;31;5879;0
500514;RV4;ENGELANDSODDEN (GJØVIK);1350;9;2017;1;20;5927;0;6394;0;6783;0;4043;0;5829;0
500514;RV4;ENGELANDSODDEN (GJØVIK);1350;9;2017;2;20;5916;0;6390;0;6502;0;4625;0;5861;0
1700173;FV17;FORNES;4520;14;2017;R0;20;832;0;1161;1;869;0;752;0;1387;0
500514;RV4;ENGELANDSODDEN (GJØVIK);1350;9;2017;R1;20;5927;0;6394;0;6783;0;4043;0;5829;0
500514;RV4;ENGELANDSODDEN (GJØVIK);1350;9;2017;R2;20;5916;0;6390;0;6502;0;4625;0;5861;0
500724;RV4;STRYKEN;10;2;2017;1;20;3245;0;3342;0;3587;0;2490;0;3069;0
500724;RV4;STRYKEN;10;2;2017;2;20;3449;0;3555;0;3404;0;3546;0;3271;0
1700175;EV6;Leiråsen;3090;9;2017;R0;20;9751;400;15118;669;10398;418;8327;361;17902;781
500724;RV4;STRYKEN;10;2;2017;R1;20;3245;0;3342;0;3587;0;2490;0;3069;0
500724;RV4;STRYKEN;10;2;2017;R2;20;3449;0;3555;0;3404;0;3546;0;3271;0
500730;RV4;LYGNA SØR;9080;4;2017;1;20;2634;0;2904;0;2795;0;2281;0;2803;0
500730;RV4;LYGNA SØR;9080;4;2017;2;20;2711;0;2988;0;2669;0;2802;0;2944;0
1700186;FV769;Smines;11920;5;2017;R0;20;387;23;502;30;410;24;338;22;556;24
500730;RV4;LYGNA SØR;9080;4;2017;R1;20;2634;0;2904;0;2795;0;2281;0;2803;0
500730;RV4;LYGNA SØR;9080;4;2017;R2;20;2711;0;2988;0;2669;0;2802;0;2944;0
501443;RV4;REINSVOLL NORD;1050;7;2017;1;20;2971;0;3239;0;3314;0;2215;0;3018;0
501443;RV4;REINSVOLL NORD;1050;7;2017;2;20;2916;0;3200;0;3045;0;2631;0;3031;0
1700190;EV6;MÆRESMYRA;10500;15;2017;R0;20;8992;0;10447;0;10027;0;6712;0;10577;0
501443;RV4;REINSVOLL NORD;1050;7;2017;R1;20;2971;0;3239;0;3314;0;2215;0;3018;0
501443;RV4;REINSVOLL NORD;1050;7;2017;R2;20;2916;0;3200;0;3045;0;2631;0;3031;0
501594;RV4;GRUATUNNELEN;11600;2;2017;1;20;3781;224;4248;268;4102;238;3073;191;4195;266
501594;RV4;GRUATUNNELEN;11600;2;2017;2;20;3784;223;4320;271;3917;228;3489;210;4300;270
1700193;FV17;ÅSMYRA;12640;3;2017;R0;20;2485;0;2894;0;2675;0;2066;0;2879;0
501594;RV4;GRUATUNNELEN;11600;2;2017;R1;20;3781;224;4248;268;4102;238;3073;191;4195;266
501594;RV4;GRUATUNNELEN;11600;2;2017;R2;20;3784;223;4320;271;3917;228;3489;210;4300;270
1400005;RV5;KAUPANGER;8959;7;2017;1;20;2416;0;2899;0;2735;0;1715;0;2970;0
1400005;RV5;KAUPANGER;8959;7;2017;2;20;2430;0;2898;0;2754;0;1717;0;2909;0
1700200;EV6;EGGETUNELLEN;180;18;2017;R0;20;9492;0;11217;0;10546;0;7170;0;11513;0
1400005;RV5;KAUPANGER;8959;7;2017;R1;20;2416;0;2899;0;2735;0;1715;0;2970;0
1400005;RV5;KAUPANGER;8959;7;2017;R2;20;2430;0;2898;0;2754;0;1717;0;2909;0
1400010;RV5;FODNESTUNNELEN;6130;3;2017;1;20;1155;18;1656;6;1208;19;1039;16;1929;0
1400010;RV5;FODNESTUNNELEN;6130;3;2017;2;20;1137;17;1632;6;1205;18;987;15;1865;0
1700202;EV6;FIGGA;5390;16;2017;R0;20;12738;2;14084;0;14337;1;9217;4;14303;0
1400010;RV5;FODNESTUNNELEN;6130;3;2017;R1;20;1155;18;1656;6;1208;19;1039;16;1929;0
1400010;RV5;FODNESTUNNELEN;6130;3;2017;R2;20;1137;17;1632;6;1205;18;987;15;1865;0
1400013;RV5;NAUSTDALSTUNNELEN;3520;19;2017;1;20;1080;2;1182;0;1203;2;810;1;1156;0
1400013;RV5;NAUSTDALSTUNNELEN;3520;19;2017;2;20;1085;2;1194;0;1212;2;807;1;1166;0
1700204;FV769;Spjutnes;3970;3;2017;R0;20;795;0;916;1;882;0;603;0;930;0
1400013;RV5;NAUSTDALSTUNNELEN;3520;19;2017;R1;20;1080;2;1182;0;1203;2;810;1;1156;0
1400013;RV5;NAUSTDALSTUNNELEN;3520;19;2017;R2;20;1085;2;1194;0;1212;2;807;1;1166;0
1400018;RV5;FRUDALSTUNNELEN;5722;10;2017;1;20;783;0;1142;0;824;0;693;0;1342;0
1400018;RV5;FRUDALSTUNNELEN;5722;10;2017;2;20;768;0;1115;0;813;0;668;0;1251;0
1700205;FV762;Sannan;310;1;2017;R0;20;6921;0;6927;0;7703;0;5200;0;6473;0
1400018;RV5;FRUDALSTUNNELEN;5722;10;2017;R1;20;783;0;1142;0;824;0;693;0;1342;0
1400018;RV5;FRUDALSTUNNELEN;5722;10;2017;R2;20;768;0;1115;0;813;0;668;0;1251;0
1400028;RV5;KLETTATUNNELEN;1130;17;2017;1;20;3218;0;3245;0;3657;0;2251;0;2995;0
1400028;RV5;KLETTATUNNELEN;1130;17;2017;2;20;3204;0;3231;0;3653;0;2213;0;2975;0
1700217;FV755;Meltingen;19800;6;2017;R0;20;580;0;665;0;605;0;526;0;647;0
1400028;RV5;KLETTATUNNELEN;1130;17;2017;R1;20;3218;0;3245;0;3657;0;2251;0;2995;0
1400028;RV5;KLETTATUNNELEN;1130;17;2017;R2;20;3204;0;3231;0;3653;0;2213;0;2975;0
1400032;RV5;SUNDAFJELLTUNNELEN;16830;20;2017;1;20;1297;5;1380;13;1433;5;997;4;1283;15
1400032;RV5;SUNDAFJELLTUNNELEN;16830;20;2017;2;20;1287;5;1369;13;1459;5;908;4;1266;15
1700218;KV4900;Sh Levanger sør;40;1;2017;R0;20;2308;124;2273;136;2763;143;1307;80;1979;122
