"point_id";"easter_day";"total_volume";"included_days";"period"
"77061V444230";"Onsdag";23939;1;"2017-2019"
"77061V444230";"Skjærtorsdag";12934;1;"2017-2019"
"77061V444230";"Langfredag";11833;1;"2017-2019"
"77061V444230";"Påskeaften";14932;1;"2017-2019"
"77061V444230";"1. påskedag";14560;1;"2017-2019"
"77061V444230";"2. påskedag";15227;1;"2017-2019"
"77275V885276";"Fredag";853;3;"2017-2019"
"77275V885276";"Lørdag";1227;3;"2017-2019"
"77275V885276";"Palmesøndag";848;3;"2017-2019"
"77275V885276";"Mandag";924;3;"2017-2019"
"77275V885276";"Tirsdag";992;3;"2017-2019"
"77275V885276";"Onsdag";1434;3;"2017-2019"
"77275V885276";"Skjærtorsdag";2105;3;"2017-2019"
"77275V885276";"Langfredag";1061;3;"2017-2019"
"77275V885276";"Påskeaften";1545;3;"2017-2019"
"77275V885276";"1. påskedag";1179;3;"2017-2019"
"77275V885276";"2. påskedag";776;3;"2017-2019"
"77294V2571508";"Fredag";11614;3;"2017-2019"
"77294V2571508";"Lørdag";7961;3;"2017-2019"
"77294V2571508";"Palmesøndag";4820;3;"2017-2019"
"77294V2571508";"Mandag";10137;3;"2017-2019"
"77294V2571508";"Tirsdag";9903;3;"2017-2019"
"77294V2571508";"Onsdag";9073;3;"2017-2019"
"77294V2571508";"Skjærtorsdag";4125;3;"2017-2019"
"77294V2571508";"Langfredag";4000;3;"2017-2019"
"77294V2571508";"Påskeaften";6044;3;"2017-2019"
"77294V2571508";"1. påskedag";4438;3;"2017-2019"
"77294V2571508";"2. påskedag";5430;3;"2017-2019"
"78017V804784";"Fredag";40066;2;"2017-2019"
"78017V804784";"Lørdag";29365;2;"2017-2019"
"78017V804784";"Palmesøndag";21403;2;"2017-2019"
"78017V804784";"Mandag";36057;2;"2017-2019"
"78017V804784";"Tirsdag";35830;2;"2017-2019"
"78017V804784";"Onsdag";34452;2;"2017-2019"
"78017V804784";"Skjærtorsdag";20262;2;"2017-2019"
"78017V804784";"Langfredag";19693;2;"2017-2019"
"78017V804784";"Påskeaften";22549;2;"2017-2019"
"78017V804784";"1. påskedag";26226;2;"2017-2019"
"78017V804784";"2. påskedag";25496;2;"2017-2019"
"78492V2394249";"Fredag";27489;3;"2017-2019"
"78492V2394249";"Lørdag";17009;3;"2017-2019"
"78492V2394249";"Palmesøndag";12298;3;"2017-2019"
"78492V2394249";"Mandag";19564;3;"2017-2019"
"78492V2394249";"Tirsdag";18595;3;"2017-2019"
"78492V2394249";"Onsdag";16540;3;"2017-2019"
"78492V2394249";"Skjærtorsdag";8504;3;"2017-2019"
"78492V2394249";"Langfredag";7991;3;"2017-2019"
"78492V2394249";"Påskeaften";10587;3;"2017-2019"
"78492V2394249";"1. påskedag";11751;3;"2017-2019"
"78492V2394249";"2. påskedag";15595;3;"2017-2019"
"79110V444262";"Fredag";10314;2;"2017-2019"
"79110V444262";"Lørdag";6584;2;"2017-2019"
"79110V444262";"Palmesøndag";4306;2;"2017-2019"
"79110V444262";"Mandag";8243;2;"2017-2019"
"79110V444262";"Tirsdag";8012;2;"2017-2019"
"79110V444262";"Onsdag";7255;2;"2017-2019"
"79110V444262";"Skjærtorsdag";3635;2;"2017-2019"
"79110V444262";"Langfredag";3619;2;"2017-2019"
"79110V444262";"Påskeaften";4884;2;"2017-2019"
"79110V444262";"1. påskedag";4086;2;"2017-2019"
"79110V444262";"2. påskedag";4820;2;"2017-2019"
"79743V1125914";"Fredag";19594;3;"2017-2019"
"79743V1125914";"Lørdag";13824;3;"2017-2019"
"79743V1125914";"Palmesøndag";11096;3;"2017-2019"
"79743V1125914";"Mandag";16209;3;"2017-2019"
"79743V1125914";"Tirsdag";15670;3;"2017-2019"
"79743V1125914";"Onsdag";14376;3;"2017-2019"
"79743V1125914";"Skjærtorsdag";8374;3;"2017-2019"
"79743V1125914";"Langfredag";7775;3;"2017-2019"
"79743V1125914";"Påskeaften";9484;3;"2017-2019"
"79743V1125914";"1. påskedag";10535;3;"2017-2019"
"79743V1125914";"2. påskedag";13074;3;"2017-2019"
"79755V625294";"Fredag";96558;3;"2017-2019"
"79755V625294";"Lørdag";63439;3;"2017-2019"
"79755V625294";"Palmesøndag";52835;3;"2017-2019"
"79755V625294";"Mandag";75586;3;"2017-2019"
"79755V625294";"Tirsdag";74345;3;"2017-2019"
"79755V625294";"Onsdag";69387;3;"2017-2019"
"79755V625294";"Skjærtorsdag";42988;3;"2017-2019"
"79755V625294";"Langfredag";38532;3;"2017-2019"
"79755V625294";"Påskeaften";42368;3;"2017-2019"
"79755V625294";"1. påskedag";55477;3;"2017-2019"
"79755V625294";"2. påskedag";54323;3;"2017-2019"
"79854V625215";"Fredag";59555;3;"2017-2019"
"79854V625215";"Lørdag";44767;3;"2017-2019"
"79854V625215";"Palmesøndag";40478;3;"2017-2019"
"79854V625215";"Mandag";50381;3;"2017-2019"
"79854V625215";"Tirsdag";49862;3;"2017-2019"
"79854V625215";"Onsdag";51076;3;"2017-2019"
"79854V625215";"Skjærtorsdag";34785;3;"2017-2019"
"79854V625215";"Langfredag";28572;3;"2017-2019"
"79854V625215";"Påskeaften";30989;3;"2017-2019"
"79854V625215";"1. påskedag";46867;3;"2017-2019"
"79854V625215";"2. påskedag";40965;3;"2017-2019"
"80141V444220";"Fredag";73083;3;"2017-2019"
"80141V444220";"Lørdag";52906;3;"2017-2019"
"80141V444220";"Palmesøndag";48325;3;"2017-2019"
"80141V444220";"Mandag";59808;3;"2017-2019"
"80141V444220";"Tirsdag";59518;3;"2017-2019"
"80141V444220";"Onsdag";62257;3;"2017-2019"
"80141V444220";"Skjærtorsdag";43053;3;"2017-2019"
"80141V444220";"Langfredag";34704;3;"2017-2019"
"80141V444220";"Påskeaften";38265;3;"2017-2019"
"80141V444220";"1. påskedag";57055;3;"2017-2019"
"80141V444220";"2. påskedag";51169;3;"2017-2019"
"80669V444288";"Fredag";10727;2;"2017-2019"
"80669V444288";"Lørdag";6782;2;"2017-2019"
"80669V444288";"Palmesøndag";4357;2;"2017-2019"
"80669V444288";"Mandag";7792;2;"2017-2019"
"80669V444288";"Tirsdag";7341;2;"2017-2019"
"80669V444288";"Onsdag";7208;2;"2017-2019"
"80669V444288";"Skjærtorsdag";3448;2;"2017-2019"
"80669V444288";"Langfredag";3463;2;"2017-2019"
"80669V444288";"Påskeaften";4598;2;"2017-2019"
"80669V444288";"1. påskedag";4368;2;"2017-2019"
"80669V444288";"2. påskedag";5643;2;"2017-2019"
"81009V805718";"Fredag";8221;2;"2017-2019"
"81009V805718";"Lørdag";5961;2;"2017-2019"
"81009V805718";"Palmesøndag";4159;2;"2017-2019"
"81009V805718";"Mandag";7186;2;"2017-2019"
"81009V805718";"Tirsdag";6795;2;"2017-2019"
"81009V805718";"Onsdag";6407;2;"2017-2019"
"81009V805718";"Skjærtorsdag";3469;2;"2017-2019"
"81009V805718";"Langfredag";3328;2;"2017-2019"
"81009V805718";"Påskeaften";4179;2;"2017-2019"
"81009V805718";"1. påskedag";3921;2;"2017-2019"
"81009V805718";"2. påskedag";4629;2;"2017-2019"
"81077V72158";"Fredag";19486;3;"2017-2019"
"81077V72158";"Lørdag";11053;3;"2017-2019"
"81077V72158";"Palmesøndag";8498;3;"2017-2019"
"81077V72158";"Mandag";14018;3;"2017-2019"
"81077V72158";"Tirsdag";13270;3;"2017-2019"
"81077V72158";"Onsdag";11852;3;"2017-2019"
"81077V72158";"Skjærtorsdag";6612;3;"2017-2019"
"81077V72158";"Langfredag";6254;3;"2017-2019"
"81077V72158";"Påskeaften";7257;3;"2017-2019"
"81077V72158";"1. påskedag";8033;3;"2017-2019"
"81077V72158";"2. påskedag";10866;3;"2017-2019"
"81350V444302";"Fredag";3023;3;"2017-2019"
"81350V444302";"Lørdag";2116;3;"2017-2019"
"81350V444302";"Palmesøndag";1626;3;"2017-2019"
"81350V444302";"Mandag";2472;3;"2017-2019"
"81350V444302";"Tirsdag";2428;3;"2017-2019"
"81350V444302";"Onsdag";2365;3;"2017-2019"
"81350V444302";"Skjærtorsdag";1377;3;"2017-2019"
"81350V444302";"Langfredag";1307;3;"2017-2019"
"81350V444302";"Påskeaften";1641;3;"2017-2019"
"81350V444302";"1. påskedag";1583;3;"2017-2019"
"81350V444302";"2. påskedag";1756;3;"2017-2019"
"81631V1727485";"Fredag";19448;3;"2017-2019"
"81631V1727485";"Lørdag";10410;3;"2017-2019"
"81631V1727485";"Palmesøndag";8588;3;"2017-2019"
"81631V1727485";"Mandag";15955;3;"2017-2019"
"81631V1727485";"Tirsdag";15959;3;"2017-2019"
"81631V1727485";"Onsdag";13119;3;"2017-2019"
"81631V1727485";"Skjærtorsdag";6427;3;"2017-2019"
"81631V1727485";"Langfredag";6302;3;"2017-2019"
"81631V1727485";"Påskeaften";7635;3;"2017-2019"
"81631V1727485";"1. påskedag";7590;3;"2017-2019"
"81631V1727485";"2. påskedag";8597;3;"2017-2019"
"81885V2574569";"Fredag";18057;2;"2017-2019"
"81885V2574569";"Lørdag";16248;2;"2017-2019"
"81885V2574569";"Palmesøndag";5749;2;"2017-2019"
"81885V2574569";"Mandag";18580;2;"2017-2019"
"81885V2574569";"Tirsdag";18506;2;"2017-2019"
"81885V2574569";"Onsdag";17609;2;"2017-2019"
"81885V2574569";"Skjærtorsdag";4653;2;"2017-2019"
"81885V2574569";"Langfredag";4678;2;"2017-2019"
"81885V2574569";"Påskeaften";10656;2;"2017-2019"
"81885V2574569";"1. påskedag";5300;2;"2017-2019"
"81885V2574569";"2. påskedag";6725;2;"2017-2019"
"82177V625405";"Fredag";51256;3;"2017-2019"
"82177V625405";"Lørdag";29415;3;"2017-2019"
"82177V625405";"Palmesøndag";24992;3;"2017-2019"
"82177V625405";"Mandag";38559;3;"2017-2019"
"82177V625405";"Tirsdag";37311;3;"2017-2019"
"82177V625405";"Onsdag";32656;3;"2017-2019"
"82177V625405";"Skjærtorsdag";18374;3;"2017-2019"
"82177V625405";"Langfredag";16998;3;"2017-2019"
"82177V625405";"Påskeaften";18120;3;"2017-2019"
"82177V625405";"1. påskedag";24819;3;"2017-2019"
"82177V625405";"2. påskedag";27628;3;"2017-2019"
"82840V2518807";"Fredag";10086;3;"2017-2019"
"82840V2518807";"Lørdag";4585;3;"2017-2019"
"82840V2518807";"Palmesøndag";4170;3;"2017-2019"
"82840V2518807";"Mandag";7214;3;"2017-2019"
"82840V2518807";"Tirsdag";6741;3;"2017-2019"
"82840V2518807";"Onsdag";5816;3;"2017-2019"
"82840V2518807";"Skjærtorsdag";3213;3;"2017-2019"
"82840V2518807";"Langfredag";2770;3;"2017-2019"
"82840V2518807";"Påskeaften";3030;3;"2017-2019"
"82840V2518807";"1. påskedag";3521;3;"2017-2019"
"82840V2518807";"2. påskedag";4954;3;"2017-2019"
"82885V805617";"Fredag";26185;1;"2017-2019"
"82885V805617";"Lørdag";15941;1;"2017-2019"
"82885V805617";"Palmesøndag";13658;1;"2017-2019"
"82885V805617";"Mandag";23249;1;"2017-2019"
"82885V805617";"Tirsdag";21457;1;"2017-2019"
"82885V805617";"Onsdag";18538;1;"2017-2019"
"82885V805617";"Skjærtorsdag";10851;1;"2017-2019"
"82885V805617";"Langfredag";11360;1;"2017-2019"
"82885V805617";"Påskeaften";12503;1;"2017-2019"
"82885V805617";"1. påskedag";17548;1;"2017-2019"
"82885V805617";"2. påskedag";18351;1;"2017-2019"
"83347V805435";"Fredag";11237;3;"2017-2019"
"83347V805435";"Lørdag";8165;3;"2017-2019"
"83347V805435";"Palmesøndag";4648;3;"2017-2019"
"83347V805435";"Mandag";9626;3;"2017-2019"
"83347V805435";"Tirsdag";9889;3;"2017-2019"
"83347V805435";"Onsdag";9518;3;"2017-2019"
"83347V805435";"Skjærtorsdag";4201;3;"2017-2019"
"83347V805435";"Langfredag";4175;3;"2017-2019"
"83347V805435";"Påskeaften";6148;3;"2017-2019"
"83347V805435";"1. påskedag";4564;3;"2017-2019"
"83347V805435";"2. påskedag";5050;3;"2017-2019"
"83652V319725";"Fredag";10270;3;"2017-2019"
"83652V319725";"Lørdag";6212;3;"2017-2019"
"83652V319725";"Palmesøndag";3937;3;"2017-2019"
"83652V319725";"Mandag";8624;3;"2017-2019"
"83652V319725";"Tirsdag";8339;3;"2017-2019"
"83652V319725";"Onsdag";7106;3;"2017-2019"
"83652V319725";"Skjærtorsdag";3069;3;"2017-2019"
"83652V319725";"Langfredag";3155;3;"2017-2019"
"83652V319725";"Påskeaften";4493;3;"2017-2019"
"83652V319725";"1. påskedag";3461;3;"2017-2019"
"83652V319725";"2. påskedag";4508;3;"2017-2019"
"84237V578097";"Fredag";2968;2;"2017-2019"
"84237V578097";"Lørdag";3433;2;"2017-2019"
"84237V578097";"Palmesøndag";3035;2;"2017-2019"
"84237V578097";"Mandag";3508;2;"2017-2019"
"84237V578097";"Tirsdag";3685;2;"2017-2019"
"84237V578097";"Onsdag";4908;2;"2017-2019"
"84237V578097";"Skjærtorsdag";4494;2;"2017-2019"
"84237V578097";"Langfredag";3201;2;"2017-2019"
"84237V578097";"Påskeaften";2917;2;"2017-2019"
"84237V578097";"1. påskedag";3179;2;"2017-2019"
"84237V578097";"2. påskedag";2000;2;"2017-2019"
"84303V443695";"Fredag";7028;3;"2017-2019"
"84303V443695";"Lørdag";5441;3;"2017-2019"
"84303V443695";"Palmesøndag";3749;3;"2017-2019"
"84303V443695";"Mandag";5850;3;"2017-2019"
"84303V443695";"Tirsdag";5840;3;"2017-2019"
"84303V443695";"Onsdag";5927;3;"2017-2019"
"84303V443695";"Skjærtorsdag";2882;3;"2017-2019"
"84303V443695";"Langfredag";2942;3;"2017-2019"
"84303V443695";"Påskeaften";4478;3;"2017-2019"
"84303V443695";"1. påskedag";3388;3;"2017-2019"
"84303V443695";"2. påskedag";3951;3;"2017-2019"
"84826V42881";"Fredag";6091;1;"2017-2019"
"84826V42881";"Lørdag";2367;1;"2017-2019"
"84826V42881";"Palmesøndag";1737;1;"2017-2019"
"84826V42881";"Mandag";4140;1;"2017-2019"
"84826V42881";"Tirsdag";3807;1;"2017-2019"
"84826V42881";"Onsdag";2875;1;"2017-2019"
"84826V42881";"Skjærtorsdag";1190;1;"2017-2019"
"84826V42881";"Langfredag";1162;1;"2017-2019"
"84826V42881";"Påskeaften";1508;1;"2017-2019"
"84826V42881";"1. påskedag";1833;1;"2017-2019"
"84826V42881";"2. påskedag";2653;1;"2017-2019"
"84851V605851";"Fredag";12207;1;"2017-2019"
"84851V605851";"Lørdag";9711;1;"2017-2019"
"84851V605851";"Palmesøndag";7094;1;"2017-2019"
"84851V605851";"Mandag";10499;1;"2017-2019"
"84851V605851";"Tirsdag";10532;1;"2017-2019"
"84851V605851";"Onsdag";10088;1;"2017-2019"
"84851V605851";"Skjærtorsdag";5175;1;"2017-2019"
"84851V605851";"Langfredag";5125;1;"2017-2019"
"84851V605851";"Påskeaften";6933;1;"2017-2019"
"84851V605851";"1. påskedag";6349;1;"2017-2019"
"84851V605851";"2. påskedag";7734;1;"2017-2019"
"84967V625637";"Fredag";8098;3;"2017-2019"
"84967V625637";"Lørdag";3657;3;"2017-2019"
"84967V625637";"Palmesøndag";3430;3;"2017-2019"
"84967V625637";"Mandag";6562;3;"2017-2019"
"84967V625637";"Tirsdag";6407;3;"2017-2019"
"84967V625637";"Onsdag";5444;3;"2017-2019"
"84967V625637";"Skjærtorsdag";2748;3;"2017-2019"
"84967V625637";"Langfredag";2605;3;"2017-2019"
"84967V625637";"Påskeaften";3088;3;"2017-2019"
"84967V625637";"1. påskedag";4430;3;"2017-2019"
"84967V625637";"2. påskedag";4331;3;"2017-2019"
"85147V1201967";"Fredag";14517;3;"2017-2019"
"85147V1201967";"Lørdag";9519;3;"2017-2019"
"85147V1201967";"Palmesøndag";7740;3;"2017-2019"
"85147V1201967";"Mandag";11558;3;"2017-2019"
"85147V1201967";"Tirsdag";11224;3;"2017-2019"
"85147V1201967";"Onsdag";11174;3;"2017-2019"
"85147V1201967";"Skjærtorsdag";6224;3;"2017-2019"
"85147V1201967";"Langfredag";5722;3;"2017-2019"
"85147V1201967";"Påskeaften";7073;3;"2017-2019"
"85147V1201967";"1. påskedag";8854;3;"2017-2019"
"85147V1201967";"2. påskedag";10562;3;"2017-2019"
"85233V930344";"Fredag";671;2;"2017-2019"
"85233V930344";"Lørdag";643;2;"2017-2019"
"85233V930344";"Palmesøndag";438;2;"2017-2019"
"85233V930344";"Mandag";533;2;"2017-2019"
"85233V930344";"Tirsdag";568;2;"2017-2019"
"85233V930344";"Onsdag";703;2;"2017-2019"
"85233V930344";"Skjærtorsdag";554;2;"2017-2019"
"85233V930344";"Langfredag";415;2;"2017-2019"
"85233V930344";"Påskeaften";437;2;"2017-2019"
"85233V930344";"1. påskedag";620;2;"2017-2019"
"85233V930344";"2. påskedag";649;2;"2017-2019"
"86173V805748";"Fredag";15567;2;"2017-2019"
"86173V805748";"Lørdag";12512;2;"2017-2019"
"86173V805748";"Palmesøndag";11424;2;"2017-2019"
"86173V805748";"Mandag";12501;2;"2017-2019"
"86173V805748";"Tirsdag";12996;2;"2017-2019"
"86173V805748";"Onsdag";11336;2;"2017-2019"
"86173V805748";"Skjærtorsdag";9333;2;"2017-2019"
"86173V805748";"Langfredag";9983;2;"2017-2019"
"86173V805748";"Påskeaften";9624;2;"2017-2019"
"86173V805748";"1. påskedag";10474;2;"2017-2019"
"86173V805748";"2. påskedag";11276;2;"2017-2019"
"86349V805605";"Fredag";19839;3;"2017-2019"
"86349V805605";"Lørdag";14388;3;"2017-2019"
"86349V805605";"Palmesøndag";10985;3;"2017-2019"
"86349V805605";"Mandag";17311;3;"2017-2019"
"86349V805605";"Tirsdag";17868;3;"2017-2019"
"86349V805605";"Onsdag";18870;3;"2017-2019"
"86349V805605";"Skjærtorsdag";11632;3;"2017-2019"
"86349V805605";"Langfredag";11513;3;"2017-2019"
"86349V805605";"Påskeaften";11964;3;"2017-2019"
"86349V805605";"1. påskedag";13906;3;"2017-2019"
"86349V805605";"2. påskedag";12804;3;"2017-2019"
"87138V755378";"Fredag";617;1;"2017-2019"
"87138V755378";"Lørdag";424;1;"2017-2019"
"87138V755378";"Palmesøndag";351;1;"2017-2019"
"87138V755378";"Mandag";591;1;"2017-2019"
"87138V755378";"Tirsdag";551;1;"2017-2019"
"87138V755378";"Onsdag";509;1;"2017-2019"
"87138V755378";"Skjærtorsdag";243;1;"2017-2019"
"87138V755378";"Langfredag";277;1;"2017-2019"
"87138V755378";"Påskeaften";303;1;"2017-2019"
"87138V755378";"1. påskedag";307;1;"2017-2019"
"87138V755378";"2. påskedag";394;1;"2017-2019"
"87161V2659404";"Fredag";17832;2;"2017-2019"
"87161V2659404";"Lørdag";12277;2;"2017-2019"
"87161V2659404";"Palmesøndag";8707;2;"2017-2019"
"87161V2659404";"Mandag";13103;2;"2017-2019"
"87161V2659404";"Tirsdag";12972;2;"2017-2019"
"87161V2659404";"Onsdag";12479;2;"2017-2019"
"87161V2659404";"Skjærtorsdag";7654;2;"2017-2019"
"87161V2659404";"Langfredag";6138;2;"2017-2019"
"87161V2659404";"Påskeaften";6158;2;"2017-2019"
"87161V2659404";"1. påskedag";6744;2;"2017-2019"
"87161V2659404";"2. påskedag";7690;2;"2017-2019"
"87699V804741";"Fredag";21924;3;"2017-2019"
"87699V804741";"Lørdag";15717;3;"2017-2019"
"87699V804741";"Palmesøndag";12136;3;"2017-2019"
"87699V804741";"Mandag";18998;3;"2017-2019"
"87699V804741";"Tirsdag";19274;3;"2017-2019"
"87699V804741";"Onsdag";20006;3;"2017-2019"
"87699V804741";"Skjærtorsdag";12403;3;"2017-2019"
"87699V804741";"Langfredag";12206;3;"2017-2019"
"87699V804741";"Påskeaften";12692;3;"2017-2019"
"87699V804741";"1. påskedag";15453;3;"2017-2019"
"87699V804741";"2. påskedag";14022;3;"2017-2019"
"88046V1874722";"Fredag";12515;3;"2017-2019"
"88046V1874722";"Lørdag";7736;3;"2017-2019"
"88046V1874722";"Palmesøndag";6214;3;"2017-2019"
"88046V1874722";"Mandag";9591;3;"2017-2019"
"88046V1874722";"Tirsdag";9261;3;"2017-2019"
"88046V1874722";"Onsdag";8611;3;"2017-2019"
"88046V1874722";"Skjærtorsdag";4646;3;"2017-2019"
"88046V1874722";"Langfredag";4604;3;"2017-2019"
"88046V1874722";"Påskeaften";5866;3;"2017-2019"
"88046V1874722";"1. påskedag";5769;3;"2017-2019"
"88046V1874722";"2. påskedag";6958;3;"2017-2019"
"88125V320152";"Fredag";9488;3;"2017-2019"
"88125V320152";"Lørdag";6623;3;"2017-2019"
"88125V320152";"Palmesøndag";4627;3;"2017-2019"
"88125V320152";"Mandag";7208;3;"2017-2019"
"88125V320152";"Tirsdag";7289;3;"2017-2019"
"88125V320152";"Onsdag";6826;3;"2017-2019"
"88125V320152";"Skjærtorsdag";3543;3;"2017-2019"
"88125V320152";"Langfredag";3559;3;"2017-2019"
"88125V320152";"Påskeaften";4807;3;"2017-2019"
"88125V320152";"1. påskedag";4239;3;"2017-2019"
"88125V320152";"2. påskedag";5309;3;"2017-2019"
"88356V72157";"Fredag";5875;3;"2017-2019"
"88356V72157";"Lørdag";3612;3;"2017-2019"
"88356V72157";"Palmesøndag";2757;3;"2017-2019"
"88356V72157";"Mandag";4056;3;"2017-2019"
"88356V72157";"Tirsdag";3944;3;"2017-2019"
"88356V72157";"Onsdag";3588;3;"2017-2019"
"88356V72157";"Skjærtorsdag";2133;3;"2017-2019"
"88356V72157";"Langfredag";1973;3;"2017-2019"
"88356V72157";"Påskeaften";2451;3;"2017-2019"
"88356V72157";"1. påskedag";2519;3;"2017-2019"
"88356V72157";"2. påskedag";3169;3;"2017-2019"
"88563V444277";"Fredag";36057;3;"2017-2019"
"88563V444277";"Lørdag";21373;3;"2017-2019"
"88563V444277";"Palmesøndag";17781;3;"2017-2019"
"88563V444277";"Mandag";29193;3;"2017-2019"
"88563V444277";"Tirsdag";28017;3;"2017-2019"
"88563V444277";"Onsdag";25588;3;"2017-2019"
"88563V444277";"Skjærtorsdag";14347;3;"2017-2019"
"88563V444277";"Langfredag";13568;3;"2017-2019"
"88563V444277";"Påskeaften";15254;3;"2017-2019"
"88563V444277";"1. påskedag";15694;3;"2017-2019"
"88563V444277";"2. påskedag";18067;3;"2017-2019"
"88975V805079";"Fredag";5044;3;"2017-2019"
"88975V805079";"Lørdag";3037;3;"2017-2019"
"88975V805079";"Palmesøndag";2673;3;"2017-2019"
"88975V805079";"Mandag";3973;3;"2017-2019"
"88975V805079";"Tirsdag";3922;3;"2017-2019"
"88975V805079";"Onsdag";3355;3;"2017-2019"
"88975V805079";"Skjærtorsdag";1987;3;"2017-2019"
"88975V805079";"Langfredag";2110;3;"2017-2019"
"88975V805079";"Påskeaften";2341;3;"2017-2019"
"88975V805079";"1. påskedag";2869;3;"2017-2019"
"88975V805079";"2. påskedag";3192;3;"2017-2019"
"89787V605343";"Fredag";11839;1;"2017-2019"
"89787V605343";"Lørdag";7787;1;"2017-2019"
"89787V605343";"Palmesøndag";6502;1;"2017-2019"
"89787V605343";"Mandag";8205;1;"2017-2019"
"89787V605343";"Tirsdag";7795;1;"2017-2019"
"89787V605343";"Onsdag";6998;1;"2017-2019"
"89787V605343";"Skjærtorsdag";4650;1;"2017-2019"
"89787V605343";"Langfredag";4373;1;"2017-2019"
"89787V605343";"Påskeaften";4751;1;"2017-2019"
"89787V605343";"1. påskedag";6019;1;"2017-2019"
"89787V605343";"2. påskedag";8007;1;"2017-2019"
"90390V443603";"Fredag";10376;3;"2017-2019"
"90390V443603";"Lørdag";6144;3;"2017-2019"
"90390V443603";"Palmesøndag";4594;3;"2017-2019"
"90390V443603";"Mandag";6797;3;"2017-2019"
"90390V443603";"Tirsdag";6582;3;"2017-2019"
"90390V443603";"Onsdag";5914;3;"2017-2019"
"90390V443603";"Skjærtorsdag";2873;3;"2017-2019"
"90390V443603";"Langfredag";2711;3;"2017-2019"
"90390V443603";"Påskeaften";3650;3;"2017-2019"
"90390V443603";"1. påskedag";4221;3;"2017-2019"
"90390V443603";"2. påskedag";5558;3;"2017-2019"
"90500V805707";"Fredag";36144;3;"2017-2019"
"90500V805707";"Lørdag";26099;3;"2017-2019"
"90500V805707";"Palmesøndag";20463;3;"2017-2019"
"90500V805707";"Mandag";32256;3;"2017-2019"
"90500V805707";"Tirsdag";31769;3;"2017-2019"
"90500V805707";"Onsdag";28699;3;"2017-2019"
"90500V805707";"Skjærtorsdag";17043;3;"2017-2019"
"90500V805707";"Langfredag";17330;3;"2017-2019"
"90500V805707";"Påskeaften";19340;3;"2017-2019"
"90500V805707";"1. påskedag";19492;3;"2017-2019"
"90500V805707";"2. påskedag";23582;3;"2017-2019"
"90656V41781";"Fredag";19966;2;"2017-2019"
"90656V41781";"Lørdag";15445;2;"2017-2019"
"90656V41781";"Palmesøndag";4046;2;"2017-2019"
"90656V41781";"Mandag";18348;2;"2017-2019"
"90656V41781";"Tirsdag";17602;2;"2017-2019"
"90656V41781";"Onsdag";15552;2;"2017-2019"
"90656V41781";"Skjærtorsdag";2783;2;"2017-2019"
"90656V41781";"Langfredag";2774;2;"2017-2019"
"90656V41781";"Påskeaften";9386;2;"2017-2019"
"90656V41781";"1. påskedag";3547;2;"2017-2019"
"90656V41781";"2. påskedag";6011;2;"2017-2019"
"93526V805122";"Fredag";18613;3;"2017-2019"
"93526V805122";"Lørdag";9340;3;"2017-2019"
"93526V805122";"Palmesøndag";10795;3;"2017-2019"
"93526V805122";"Mandag";11946;3;"2017-2019"
"93526V805122";"Tirsdag";10601;3;"2017-2019"
"93526V805122";"Onsdag";12264;3;"2017-2019"
"93526V805122";"Skjærtorsdag";8769;3;"2017-2019"
"93526V805122";"Langfredag";6553;3;"2017-2019"
"93526V805122";"Påskeaften";6255;3;"2017-2019"
"93526V805122";"1. påskedag";9454;3;"2017-2019"
"93526V805122";"2. påskedag";14835;3;"2017-2019"
"94210V2411536";"Fredag";27303;3;"2017-2019"
"94210V2411536";"Lørdag";16520;3;"2017-2019"
"94210V2411536";"Palmesøndag";13022;3;"2017-2019"
"94210V2411536";"Mandag";18525;3;"2017-2019"
"94210V2411536";"Tirsdag";18316;3;"2017-2019"
"94210V2411536";"Onsdag";17749;3;"2017-2019"
"94210V2411536";"Skjærtorsdag";11083;3;"2017-2019"
"94210V2411536";"Langfredag";9438;3;"2017-2019"
"94210V2411536";"Påskeaften";10609;3;"2017-2019"
"94210V2411536";"1. påskedag";15516;3;"2017-2019"
"94210V2411536";"2. påskedag";17444;3;"2017-2019"
"94299V704696";"Fredag";356;3;"2017-2019"
"94299V704696";"Lørdag";334;3;"2017-2019"
"94299V704696";"Palmesøndag";206;3;"2017-2019"
"94299V704696";"Mandag";393;3;"2017-2019"
"94299V704696";"Tirsdag";387;3;"2017-2019"
"94299V704696";"Onsdag";594;3;"2017-2019"
"94299V704696";"Skjærtorsdag";596;3;"2017-2019"
"94299V704696";"Langfredag";296;3;"2017-2019"
"94299V704696";"Påskeaften";386;3;"2017-2019"
"94299V704696";"1. påskedag";260;3;"2017-2019"
"94299V704696";"2. påskedag";212;3;"2017-2019"
"94767V804742";"Fredag";11241;3;"2017-2019"
"94767V804742";"Lørdag";8516;3;"2017-2019"
"94767V804742";"Palmesøndag";7178;3;"2017-2019"
"94767V804742";"Mandag";9225;3;"2017-2019"
"94767V804742";"Tirsdag";9281;3;"2017-2019"
"94767V804742";"Onsdag";8132;3;"2017-2019"
"94767V804742";"Skjærtorsdag";5820;3;"2017-2019"
"94767V804742";"Langfredag";6141;3;"2017-2019"
"94767V804742";"Påskeaften";6463;3;"2017-2019"
"94767V804742";"1. påskedag";6534;3;"2017-2019"
"94767V804742";"2. påskedag";6769;3;"2017-2019"
