"point_id";"easter_day";"total_volume";"included_days";"period"
"61469V605671";"Fredag";15435;1;"2017-2019"
"61469V605671";"Lørdag";11102;1;"2017-2019"
"61469V605671";"Palmesøndag";9111;1;"2017-2019"
"61469V605671";"Mandag";12695;1;"2017-2019"
"61469V605671";"Tirsdag";12138;1;"2017-2019"
"61469V605671";"Onsdag";11993;1;"2017-2019"
"61469V605671";"Skjærtorsdag";7243;1;"2017-2019"
"61469V605671";"Langfredag";7189;1;"2017-2019"
"61469V605671";"Påskeaften";8799;1;"2017-2019"
"61469V605671";"1. påskedag";8544;1;"2017-2019"
"61469V605671";"2. påskedag";9159;1;"2017-2019"
"61487V319872";"Fredag";14633;2;"2017-2019"
"61487V319872";"Lørdag";7233;2;"2017-2019"
"61487V319872";"Palmesøndag";6825;2;"2017-2019"
"61487V319872";"Mandag";11240;2;"2017-2019"
"61487V319872";"Tirsdag";11004;2;"2017-2019"
"61487V319872";"Onsdag";9400;2;"2017-2019"
"61487V319872";"Skjærtorsdag";5731;2;"2017-2019"
"61487V319872";"Langfredag";5284;2;"2017-2019"
"61487V319872";"Påskeaften";5334;2;"2017-2019"
"61487V319872";"1. påskedag";6381;2;"2017-2019"
"61487V319872";"2. påskedag";8424;2;"2017-2019"
"61929V2422166";"Fredag";16831;3;"2017-2019"
"61929V2422166";"Lørdag";13093;3;"2017-2019"
"61929V2422166";"Palmesøndag";7765;3;"2017-2019"
"61929V2422166";"Mandag";14769;3;"2017-2019"
"61929V2422166";"Tirsdag";14801;3;"2017-2019"
"61929V2422166";"Onsdag";13135;3;"2017-2019"
"61929V2422166";"Skjærtorsdag";5877;3;"2017-2019"
"61929V2422166";"Langfredag";6085;3;"2017-2019"
"61929V2422166";"Påskeaften";9208;3;"2017-2019"
"61929V2422166";"1. påskedag";6868;3;"2017-2019"
"61929V2422166";"2. påskedag";8700;3;"2017-2019"
"62279V805789";"Fredag";2914;3;"2017-2019"
"62279V805789";"Lørdag";1681;3;"2017-2019"
"62279V805789";"Palmesøndag";1513;3;"2017-2019"
"62279V805789";"Mandag";2099;3;"2017-2019"
"62279V805789";"Tirsdag";1940;3;"2017-2019"
"62279V805789";"Onsdag";1868;3;"2017-2019"
"62279V805789";"Skjærtorsdag";1290;3;"2017-2019"
"62279V805789";"Langfredag";1288;3;"2017-2019"
"62279V805789";"Påskeaften";1306;3;"2017-2019"
"62279V805789";"1. påskedag";1459;3;"2017-2019"
"62279V805789";"2. påskedag";1795;3;"2017-2019"
"62639V2268190";"Fredag";16283;3;"2017-2019"
"62639V2268190";"Lørdag";11717;3;"2017-2019"
"62639V2268190";"Palmesøndag";8606;3;"2017-2019"
"62639V2268190";"Mandag";13387;3;"2017-2019"
"62639V2268190";"Tirsdag";13064;3;"2017-2019"
"62639V2268190";"Onsdag";12421;3;"2017-2019"
"62639V2268190";"Skjærtorsdag";7005;3;"2017-2019"
"62639V2268190";"Langfredag";6282;3;"2017-2019"
"62639V2268190";"Påskeaften";8734;3;"2017-2019"
"62639V2268190";"1. påskedag";8311;3;"2017-2019"
"62639V2268190";"2. påskedag";10571;3;"2017-2019"
"62778V805646";"Fredag";6586;3;"2017-2019"
"62778V805646";"Lørdag";4984;3;"2017-2019"
"62778V805646";"Palmesøndag";5073;3;"2017-2019"
"62778V805646";"Mandag";5638;3;"2017-2019"
"62778V805646";"Tirsdag";6215;3;"2017-2019"
"62778V805646";"Onsdag";7352;3;"2017-2019"
"62778V805646";"Skjærtorsdag";6129;3;"2017-2019"
"62778V805646";"Langfredag";6446;3;"2017-2019"
"62778V805646";"Påskeaften";5153;3;"2017-2019"
"62778V805646";"1. påskedag";7709;3;"2017-2019"
"62778V805646";"2. påskedag";5877;3;"2017-2019"
"62991V604777";"Fredag";14037;1;"2017-2019"
"62991V604777";"Lørdag";10237;1;"2017-2019"
"62991V604777";"Palmesøndag";8862;1;"2017-2019"
"62991V604777";"Mandag";9612;1;"2017-2019"
"62991V604777";"Tirsdag";9642;1;"2017-2019"
"62991V604777";"Onsdag";9385;1;"2017-2019"
"62991V604777";"Skjærtorsdag";6366;1;"2017-2019"
"62991V604777";"Langfredag";6519;1;"2017-2019"
"62991V604777";"Påskeaften";7024;1;"2017-2019"
"62991V604777";"1. påskedag";7222;1;"2017-2019"
"62991V604777";"2. påskedag";7783;1;"2017-2019"
"63432V319869";"Fredag";16717;3;"2017-2019"
"63432V319869";"Lørdag";8400;3;"2017-2019"
"63432V319869";"Palmesøndag";7032;3;"2017-2019"
"63432V319869";"Mandag";12447;3;"2017-2019"
"63432V319869";"Tirsdag";12196;3;"2017-2019"
"63432V319869";"Onsdag";10882;3;"2017-2019"
"63432V319869";"Skjærtorsdag";5488;3;"2017-2019"
"63432V319869";"Langfredag";5020;3;"2017-2019"
"63432V319869";"Påskeaften";6021;3;"2017-2019"
"63432V319869";"1. påskedag";6205;3;"2017-2019"
"63432V319869";"2. påskedag";8239;3;"2017-2019"
"63730V443521";"Fredag";15744;3;"2017-2019"
"63730V443521";"Lørdag";11707;3;"2017-2019"
"63730V443521";"Palmesøndag";8403;3;"2017-2019"
"63730V443521";"Mandag";13019;3;"2017-2019"
"63730V443521";"Tirsdag";12793;3;"2017-2019"
"63730V443521";"Onsdag";12038;3;"2017-2019"
"63730V443521";"Skjærtorsdag";6671;3;"2017-2019"
"63730V443521";"Langfredag";7056;3;"2017-2019"
"63730V443521";"Påskeaften";10004;3;"2017-2019"
"63730V443521";"1. påskedag";8112;3;"2017-2019"
"63730V443521";"2. påskedag";10182;3;"2017-2019"
"63827V443579";"Fredag";17130;3;"2017-2019"
"63827V443579";"Lørdag";13295;3;"2017-2019"
"63827V443579";"Palmesøndag";7382;3;"2017-2019"
"63827V443579";"Mandag";15413;3;"2017-2019"
"63827V443579";"Tirsdag";15063;3;"2017-2019"
"63827V443579";"Onsdag";14251;3;"2017-2019"
"63827V443579";"Skjærtorsdag";5748;3;"2017-2019"
"63827V443579";"Langfredag";5464;3;"2017-2019"
"63827V443579";"Påskeaften";9287;3;"2017-2019"
"63827V443579";"1. påskedag";6657;3;"2017-2019"
"63827V443579";"2. påskedag";7862;3;"2017-2019"
"63829V805140";"Fredag";7828;3;"2017-2019"
"63829V805140";"Lørdag";4440;3;"2017-2019"
"63829V805140";"Palmesøndag";3561;3;"2017-2019"
"63829V805140";"Mandag";5267;3;"2017-2019"
"63829V805140";"Tirsdag";5325;3;"2017-2019"
"63829V805140";"Onsdag";4499;3;"2017-2019"
"63829V805140";"Skjærtorsdag";2632;3;"2017-2019"
"63829V805140";"Langfredag";2540;3;"2017-2019"
"63829V805140";"Påskeaften";2893;3;"2017-2019"
"63829V805140";"1. påskedag";3060;3;"2017-2019"
"63829V805140";"2. påskedag";4650;3;"2017-2019"
"64040V320581";"Fredag";71277;3;"2017-2019"
"64040V320581";"Lørdag";44825;3;"2017-2019"
"64040V320581";"Palmesøndag";34558;3;"2017-2019"
"64040V320581";"Mandag";60256;3;"2017-2019"
"64040V320581";"Tirsdag";60081;3;"2017-2019"
"64040V320581";"Onsdag";52245;3;"2017-2019"
"64040V320581";"Skjærtorsdag";28040;3;"2017-2019"
"64040V320581";"Langfredag";27539;3;"2017-2019"
"64040V320581";"Påskeaften";32993;3;"2017-2019"
"64040V320581";"1. påskedag";33834;3;"2017-2019"
"64040V320581";"2. påskedag";37081;3;"2017-2019"
"64211V2520554";"Fredag";14367;2;"2017-2019"
"64211V2520554";"Lørdag";8920;2;"2017-2019"
"64211V2520554";"Palmesøndag";2368;2;"2017-2019"
"64211V2520554";"Mandag";13414;2;"2017-2019"
"64211V2520554";"Tirsdag";12840;2;"2017-2019"
"64211V2520554";"Onsdag";10488;2;"2017-2019"
"64211V2520554";"Skjærtorsdag";1852;2;"2017-2019"
"64211V2520554";"Langfredag";1725;2;"2017-2019"
"64211V2520554";"Påskeaften";5220;2;"2017-2019"
"64211V2520554";"1. påskedag";2030;2;"2017-2019"
"64211V2520554";"2. påskedag";3003;2;"2017-2019"
"64982V805707";"Fredag";42028;3;"2017-2019"
"64982V805707";"Lørdag";25748;3;"2017-2019"
"64982V805707";"Palmesøndag";22254;3;"2017-2019"
"64982V805707";"Mandag";34084;3;"2017-2019"
"64982V805707";"Tirsdag";33363;3;"2017-2019"
"64982V805707";"Onsdag";29763;3;"2017-2019"
"64982V805707";"Skjærtorsdag";19446;3;"2017-2019"
"64982V805707";"Langfredag";19706;3;"2017-2019"
"64982V805707";"Påskeaften";19662;3;"2017-2019"
"64982V805707";"1. påskedag";23036;3;"2017-2019"
"64982V805707";"2. påskedag";25597;3;"2017-2019"
"65625V41945";"Fredag";10482;1;"2017-2019"
"65625V41945";"Lørdag";6553;1;"2017-2019"
"65625V41945";"Palmesøndag";4169;1;"2017-2019"
"65625V41945";"Mandag";7473;1;"2017-2019"
"65625V41945";"Tirsdag";7255;1;"2017-2019"
"65625V41945";"Onsdag";6347;1;"2017-2019"
"65625V41945";"Skjærtorsdag";2893;1;"2017-2019"
"65625V41945";"Langfredag";2754;1;"2017-2019"
"65625V41945";"Påskeaften";4126;1;"2017-2019"
"65625V41945";"1. påskedag";3800;1;"2017-2019"
"65625V41945";"2. påskedag";5112;1;"2017-2019"
"65743V805722";"Fredag";17711;3;"2017-2019"
"65743V805722";"Lørdag";11404;3;"2017-2019"
"65743V805722";"Palmesøndag";8282;3;"2017-2019"
"65743V805722";"Mandag";14883;3;"2017-2019"
"65743V805722";"Tirsdag";14707;3;"2017-2019"
"65743V805722";"Onsdag";12916;3;"2017-2019"
"65743V805722";"Skjærtorsdag";6744;3;"2017-2019"
"65743V805722";"Langfredag";6794;3;"2017-2019"
"65743V805722";"Påskeaften";8600;3;"2017-2019"
"65743V805722";"1. påskedag";7810;3;"2017-2019"
"65743V805722";"2. påskedag";9356;3;"2017-2019"
"66206V805614";"Fredag";15978;3;"2017-2019"
"66206V805614";"Lørdag";9963;3;"2017-2019"
"66206V805614";"Palmesøndag";9279;3;"2017-2019"
"66206V805614";"Mandag";12799;3;"2017-2019"
"66206V805614";"Tirsdag";12341;3;"2017-2019"
"66206V805614";"Onsdag";11990;3;"2017-2019"
"66206V805614";"Skjærtorsdag";7992;3;"2017-2019"
"66206V805614";"Langfredag";7517;3;"2017-2019"
"66206V805614";"Påskeaften";7502;3;"2017-2019"
"66206V805614";"1. påskedag";10071;3;"2017-2019"
"66206V805614";"2. påskedag";11214;3;"2017-2019"
"66410V625367";"Fredag";29166;2;"2017-2019"
"66410V625367";"Lørdag";21380;2;"2017-2019"
"66410V625367";"Palmesøndag";18886;2;"2017-2019"
"66410V625367";"Mandag";25476;2;"2017-2019"
"66410V625367";"Tirsdag";25066;2;"2017-2019"
"66410V625367";"Onsdag";24290;2;"2017-2019"
"66410V625367";"Skjærtorsdag";15308;2;"2017-2019"
"66410V625367";"Langfredag";15228;2;"2017-2019"
"66410V625367";"Påskeaften";16982;2;"2017-2019"
"66410V625367";"1. påskedag";20731;2;"2017-2019"
"66410V625367";"2. påskedag";18972;2;"2017-2019"
"66678V320582";"Fredag";74524;3;"2017-2019"
"66678V320582";"Lørdag";43971;3;"2017-2019"
"66678V320582";"Palmesøndag";36037;3;"2017-2019"
"66678V320582";"Mandag";58519;3;"2017-2019"
"66678V320582";"Tirsdag";57064;3;"2017-2019"
"66678V320582";"Onsdag";49145;3;"2017-2019"
"66678V320582";"Skjærtorsdag";28846;3;"2017-2019"
"66678V320582";"Langfredag";27941;3;"2017-2019"
"66678V320582";"Påskeaften";31798;3;"2017-2019"
"66678V320582";"1. påskedag";34566;3;"2017-2019"
"66678V320582";"2. påskedag";38638;3;"2017-2019"
"67055V804829";"Fredag";8000;2;"2017-2019"
"67055V804829";"Lørdag";4298;2;"2017-2019"
"67055V804829";"Palmesøndag";3672;2;"2017-2019"
"67055V804829";"Mandag";6219;2;"2017-2019"
"67055V804829";"Tirsdag";6017;2;"2017-2019"
"67055V804829";"Onsdag";4884;2;"2017-2019"
"67055V804829";"Skjærtorsdag";2780;2;"2017-2019"
"67055V804829";"Langfredag";2827;2;"2017-2019"
"67055V804829";"Påskeaften";2835;2;"2017-2019"
"67055V804829";"1. påskedag";3176;2;"2017-2019"
"67055V804829";"2. påskedag";4200;2;"2017-2019"
"67511V319880";"Fredag";23564;3;"2017-2019"
"67511V319880";"Lørdag";17546;3;"2017-2019"
"67511V319880";"Palmesøndag";14132;3;"2017-2019"
"67511V319880";"Mandag";18991;3;"2017-2019"
"67511V319880";"Tirsdag";18939;3;"2017-2019"
"67511V319880";"Onsdag";16854;3;"2017-2019"
"67511V319880";"Skjærtorsdag";10011;3;"2017-2019"
"67511V319880";"Langfredag";10128;3;"2017-2019"
"67511V319880";"Påskeaften";12938;3;"2017-2019"
"67511V319880";"1. påskedag";12099;3;"2017-2019"
"67511V319880";"2. påskedag";15153;3;"2017-2019"
"67622V805008";"Fredag";15898;2;"2017-2019"
"67622V805008";"Lørdag";12544;2;"2017-2019"
"67622V805008";"Palmesøndag";8273;2;"2017-2019"
"67622V805008";"Mandag";13779;2;"2017-2019"
"67622V805008";"Tirsdag";13779;2;"2017-2019"
"67622V805008";"Onsdag";12782;2;"2017-2019"
"67622V805008";"Skjærtorsdag";5805;2;"2017-2019"
"67622V805008";"Langfredag";6040;2;"2017-2019"
"67622V805008";"Påskeaften";8750;2;"2017-2019"
"67622V805008";"1. påskedag";6395;2;"2017-2019"
"67622V805008";"2. påskedag";8335;2;"2017-2019"
"68101V930654";"Fredag";684;2;"2017-2019"
"68101V930654";"Lørdag";842;2;"2017-2019"
"68101V930654";"Palmesøndag";801;2;"2017-2019"
"68101V930654";"Mandag";625;2;"2017-2019"
"68101V930654";"Tirsdag";782;2;"2017-2019"
"68101V930654";"Onsdag";946;2;"2017-2019"
"68101V930654";"Skjærtorsdag";777;2;"2017-2019"
"68101V930654";"Langfredag";625;2;"2017-2019"
"68101V930654";"Påskeaften";661;2;"2017-2019"
"68101V930654";"1. påskedag";373;2;"2017-2019"
"68101V930654";"2. påskedag";475;2;"2017-2019"
"68392V2574613";"Fredag";17037;3;"2017-2019"
"68392V2574613";"Lørdag";14977;3;"2017-2019"
"68392V2574613";"Palmesøndag";4992;3;"2017-2019"
"68392V2574613";"Mandag";17153;3;"2017-2019"
"68392V2574613";"Tirsdag";17234;3;"2017-2019"
"68392V2574613";"Onsdag";16346;3;"2017-2019"
"68392V2574613";"Skjærtorsdag";3884;3;"2017-2019"
"68392V2574613";"Langfredag";3919;3;"2017-2019"
"68392V2574613";"Påskeaften";10140;3;"2017-2019"
"68392V2574613";"1. påskedag";4445;3;"2017-2019"
"68392V2574613";"2. påskedag";5880;3;"2017-2019"
"68511V2673383";"Fredag";7001;2;"2017-2019"
"68511V2673383";"Lørdag";3444;2;"2017-2019"
"68511V2673383";"Palmesøndag";2518;2;"2017-2019"
"68511V2673383";"Mandag";5340;2;"2017-2019"
"68511V2673383";"Tirsdag";5087;2;"2017-2019"
"68511V2673383";"Onsdag";4220;2;"2017-2019"
"68511V2673383";"Skjærtorsdag";2051;2;"2017-2019"
"68511V2673383";"Langfredag";1805;2;"2017-2019"
"68511V2673383";"Påskeaften";2342;2;"2017-2019"
"68511V2673383";"1. påskedag";2234;2;"2017-2019"
"68511V2673383";"2. påskedag";3097;2;"2017-2019"
"68539V625646";"Fredag";29501;3;"2017-2019"
"68539V625646";"Lørdag";18567;3;"2017-2019"
"68539V625646";"Palmesøndag";13812;3;"2017-2019"
"68539V625646";"Mandag";25336;3;"2017-2019"
"68539V625646";"Tirsdag";24994;3;"2017-2019"
"68539V625646";"Onsdag";22091;3;"2017-2019"
"68539V625646";"Skjærtorsdag";11524;3;"2017-2019"
"68539V625646";"Langfredag";10814;3;"2017-2019"
"68539V625646";"Påskeaften";12843;3;"2017-2019"
"68539V625646";"1. påskedag";11665;3;"2017-2019"
"68539V625646";"2. påskedag";13205;3;"2017-2019"
"69140V704643";"Fredag";561;3;"2017-2019"
"69140V704643";"Lørdag";627;3;"2017-2019"
"69140V704643";"Palmesøndag";821;3;"2017-2019"
"69140V704643";"Mandag";668;3;"2017-2019"
"69140V704643";"Tirsdag";664;3;"2017-2019"
"69140V704643";"Onsdag";1000;3;"2017-2019"
"69140V704643";"Skjærtorsdag";1119;3;"2017-2019"
"69140V704643";"Langfredag";647;3;"2017-2019"
"69140V704643";"Påskeaften";780;3;"2017-2019"
"69140V704643";"1. påskedag";1077;3;"2017-2019"
"69140V704643";"2. påskedag";698;3;"2017-2019"
"70816V443409";"Fredag";22259;3;"2017-2019"
"70816V443409";"Lørdag";14142;3;"2017-2019"
"70816V443409";"Palmesøndag";11539;3;"2017-2019"
"70816V443409";"Mandag";18734;3;"2017-2019"
"70816V443409";"Tirsdag";18644;3;"2017-2019"
"70816V443409";"Onsdag";17444;3;"2017-2019"
"70816V443409";"Skjærtorsdag";9843;3;"2017-2019"
"70816V443409";"Langfredag";9068;3;"2017-2019"
"70816V443409";"Påskeaften";10549;3;"2017-2019"
"70816V443409";"1. påskedag";10988;3;"2017-2019"
"70816V443409";"2. påskedag";12374;3;"2017-2019"
"71081V443831";"Fredag";10671;3;"2017-2019"
"71081V443831";"Lørdag";5834;3;"2017-2019"
"71081V443831";"Palmesøndag";4360;3;"2017-2019"
"71081V443831";"Mandag";6594;3;"2017-2019"
"71081V443831";"Tirsdag";6149;3;"2017-2019"
"71081V443831";"Onsdag";5581;3;"2017-2019"
"71081V443831";"Skjærtorsdag";2613;3;"2017-2019"
"71081V443831";"Langfredag";2581;3;"2017-2019"
"71081V443831";"Påskeaften";4002;3;"2017-2019"
"71081V443831";"1. påskedag";3803;3;"2017-2019"
"71081V443831";"2. påskedag";5198;3;"2017-2019"
"71241V2460301";"Fredag";13731;3;"2017-2019"
"71241V2460301";"Lørdag";9893;3;"2017-2019"
"71241V2460301";"Palmesøndag";8481;3;"2017-2019"
"71241V2460301";"Mandag";11210;3;"2017-2019"
"71241V2460301";"Tirsdag";11472;3;"2017-2019"
"71241V2460301";"Onsdag";10865;3;"2017-2019"
"71241V2460301";"Skjærtorsdag";7523;3;"2017-2019"
"71241V2460301";"Langfredag";7422;3;"2017-2019"
"71241V2460301";"Påskeaften";8154;3;"2017-2019"
"71241V2460301";"1. påskedag";8501;3;"2017-2019"
"71241V2460301";"2. påskedag";8719;3;"2017-2019"
"71258V805748";"Fredag";6423;3;"2017-2019"
"71258V805748";"Lørdag";4050;3;"2017-2019"
"71258V805748";"Palmesøndag";3444;3;"2017-2019"
"71258V805748";"Mandag";4663;3;"2017-2019"
"71258V805748";"Tirsdag";4611;3;"2017-2019"
"71258V805748";"Onsdag";3943;3;"2017-2019"
"71258V805748";"Skjærtorsdag";2763;3;"2017-2019"
"71258V805748";"Langfredag";2735;3;"2017-2019"
"71258V805748";"Påskeaften";2924;3;"2017-2019"
"71258V805748";"1. påskedag";3085;3;"2017-2019"
"71258V805748";"2. påskedag";3680;3;"2017-2019"
"71319V320685";"Fredag";14733;3;"2017-2019"
"71319V320685";"Lørdag";9358;3;"2017-2019"
"71319V320685";"Palmesøndag";7561;3;"2017-2019"
"71319V320685";"Mandag";11294;3;"2017-2019"
"71319V320685";"Tirsdag";11152;3;"2017-2019"
"71319V320685";"Onsdag";9562;3;"2017-2019"
"71319V320685";"Skjærtorsdag";5645;3;"2017-2019"
"71319V320685";"Langfredag";5628;3;"2017-2019"
"71319V320685";"Påskeaften";6493;3;"2017-2019"
"71319V320685";"1. påskedag";6617;3;"2017-2019"
"71319V320685";"2. påskedag";8846;3;"2017-2019"
"71787V2269011";"Fredag";14089;3;"2017-2019"
"71787V2269011";"Lørdag";10594;3;"2017-2019"
"71787V2269011";"Palmesøndag";9495;3;"2017-2019"
"71787V2269011";"Mandag";12080;3;"2017-2019"
"71787V2269011";"Tirsdag";11974;3;"2017-2019"
"71787V2269011";"Onsdag";10965;3;"2017-2019"
"71787V2269011";"Skjærtorsdag";7541;3;"2017-2019"
"71787V2269011";"Langfredag";8095;3;"2017-2019"
"71787V2269011";"Påskeaften";8572;3;"2017-2019"
"71787V2269011";"1. påskedag";8543;3;"2017-2019"
"71787V2269011";"2. påskedag";11008;3;"2017-2019"
"72355V444049";"Fredag";14879;1;"2017-2019"
"72355V444049";"Lørdag";10181;1;"2017-2019"
"72355V444049";"Palmesøndag";6435;1;"2017-2019"
"72355V444049";"Mandag";12692;1;"2017-2019"
"72355V444049";"Tirsdag";12407;1;"2017-2019"
"72355V444049";"Onsdag";11480;1;"2017-2019"
"72355V444049";"Skjærtorsdag";5029;1;"2017-2019"
"72355V444049";"Langfredag";4960;1;"2017-2019"
"72355V444049";"Påskeaften";7232;1;"2017-2019"
"72355V444049";"1. påskedag";5525;1;"2017-2019"
"72355V444049";"2. påskedag";6597;1;"2017-2019"
"73171V2394461";"Fredag";17390;2;"2017-2019"
"73171V2394461";"Lørdag";10590;2;"2017-2019"
"73171V2394461";"Palmesøndag";8361;2;"2017-2019"
"73171V2394461";"Mandag";13333;2;"2017-2019"
"73171V2394461";"Tirsdag";12809;2;"2017-2019"
"73171V2394461";"Onsdag";11480;2;"2017-2019"
"73171V2394461";"Skjærtorsdag";6556;2;"2017-2019"
"73171V2394461";"Langfredag";6528;2;"2017-2019"
"73171V2394461";"Påskeaften";8079;2;"2017-2019"
"73171V2394461";"1. påskedag";7401;2;"2017-2019"
"73171V2394461";"2. påskedag";9477;2;"2017-2019"
"73355V319671";"Fredag";17640;3;"2017-2019"
"73355V319671";"Lørdag";11860;3;"2017-2019"
"73355V319671";"Palmesøndag";10973;3;"2017-2019"
"73355V319671";"Mandag";14692;3;"2017-2019"
"73355V319671";"Tirsdag";14627;3;"2017-2019"
"73355V319671";"Onsdag";13670;3;"2017-2019"
"73355V319671";"Skjærtorsdag";9094;3;"2017-2019"
"73355V319671";"Langfredag";9238;3;"2017-2019"
"73355V319671";"Påskeaften";9846;3;"2017-2019"
"73355V319671";"1. påskedag";11013;3;"2017-2019"
"73355V319671";"2. påskedag";12321;3;"2017-2019"
"73689V319876";"Fredag";16197;3;"2017-2019"
"73689V319876";"Lørdag";9556;3;"2017-2019"
"73689V319876";"Palmesøndag";8039;3;"2017-2019"
"73689V319876";"Mandag";12451;3;"2017-2019"
"73689V319876";"Tirsdag";12411;3;"2017-2019"
"73689V319876";"Onsdag";11066;3;"2017-2019"
"73689V319876";"Skjærtorsdag";6235;3;"2017-2019"
"73689V319876";"Langfredag";5997;3;"2017-2019"
"73689V319876";"Påskeaften";7283;3;"2017-2019"
"73689V319876";"1. påskedag";7204;3;"2017-2019"
"73689V319876";"2. påskedag";9106;3;"2017-2019"
"73916V805421";"Fredag";7358;2;"2017-2019"
"73916V805421";"Lørdag";5589;2;"2017-2019"
"73916V805421";"Palmesøndag";3229;2;"2017-2019"
"73916V805421";"Mandag";6974;2;"2017-2019"
"73916V805421";"Tirsdag";6786;2;"2017-2019"
"73916V805421";"Onsdag";6282;2;"2017-2019"
"73916V805421";"Skjærtorsdag";2800;2;"2017-2019"
"73916V805421";"Langfredag";2821;2;"2017-2019"
"73916V805421";"Påskeaften";4167;2;"2017-2019"
"73916V805421";"1. påskedag";2932;2;"2017-2019"
"73916V805421";"2. påskedag";3395;2;"2017-2019"
"73951V2394243";"Fredag";12503;3;"2017-2019"
"73951V2394243";"Lørdag";6972;3;"2017-2019"
"73951V2394243";"Palmesøndag";5192;3;"2017-2019"
"73951V2394243";"Mandag";8424;3;"2017-2019"
"73951V2394243";"Tirsdag";7874;3;"2017-2019"
"73951V2394243";"Onsdag";6820;3;"2017-2019"
"73951V2394243";"Skjærtorsdag";3534;3;"2017-2019"
"73951V2394243";"Langfredag";3215;3;"2017-2019"
"73951V2394243";"Påskeaften";3976;3;"2017-2019"
"73951V2394243";"1. påskedag";4586;3;"2017-2019"
"73951V2394243";"2. påskedag";5963;3;"2017-2019"
"74250V319516";"Fredag";22505;3;"2017-2019"
"74250V319516";"Lørdag";16910;3;"2017-2019"
"74250V319516";"Palmesøndag";14693;3;"2017-2019"
"74250V319516";"Mandag";19064;3;"2017-2019"
"74250V319516";"Tirsdag";19556;3;"2017-2019"
"74250V319516";"Onsdag";19405;3;"2017-2019"
"74250V319516";"Skjærtorsdag";14173;3;"2017-2019"
"74250V319516";"Langfredag";14028;3;"2017-2019"
"74250V319516";"Påskeaften";13797;3;"2017-2019"
"74250V319516";"1. påskedag";17061;3;"2017-2019"
"74250V319516";"2. påskedag";16666;3;"2017-2019"
"74943V443384";"Fredag";23057;3;"2017-2019"
"74943V443384";"Lørdag";15373;3;"2017-2019"
"74943V443384";"Palmesøndag";13265;3;"2017-2019"
"74943V443384";"Mandag";19033;3;"2017-2019"
"74943V443384";"Tirsdag";18762;3;"2017-2019"
"74943V443384";"Onsdag";18412;3;"2017-2019"
"74943V443384";"Skjærtorsdag";10134;3;"2017-2019"
"74943V443384";"Langfredag";9886;3;"2017-2019"
"74943V443384";"Påskeaften";11519;3;"2017-2019"
"74943V443384";"1. påskedag";15923;3;"2017-2019"
"74943V443384";"2. påskedag";15030;3;"2017-2019"
"75005V805120";"Fredag";31146;3;"2017-2019"
"75005V805120";"Lørdag";18802;3;"2017-2019"
"75005V805120";"Palmesøndag";14274;3;"2017-2019"
"75005V805120";"Mandag";25339;3;"2017-2019"
"75005V805120";"Tirsdag";23735;3;"2017-2019"
"75005V805120";"Onsdag";21857;3;"2017-2019"
"75005V805120";"Skjærtorsdag";11311;3;"2017-2019"
"75005V805120";"Langfredag";10198;3;"2017-2019"
"75005V805120";"Påskeaften";12393;3;"2017-2019"
"75005V805120";"1. påskedag";12795;3;"2017-2019"
"75005V805120";"2. påskedag";18047;3;"2017-2019"
"76429V2548000";"Fredag";13092;3;"2017-2019"
"76429V2548000";"Lørdag";7579;3;"2017-2019"
"76429V2548000";"Palmesøndag";5672;3;"2017-2019"
"76429V2548000";"Mandag";10197;3;"2017-2019"
"76429V2548000";"Tirsdag";9765;3;"2017-2019"
"76429V2548000";"Onsdag";8756;3;"2017-2019"
"76429V2548000";"Skjærtorsdag";4836;3;"2017-2019"
"76429V2548000";"Langfredag";4794;3;"2017-2019"
"76429V2548000";"Påskeaften";5736;3;"2017-2019"
"76429V2548000";"1. påskedag";5559;3;"2017-2019"
"76429V2548000";"2. påskedag";6774;3;"2017-2019"
"76778V704564";"Fredag";10672;3;"2017-2019"
"76778V704564";"Lørdag";11449;3;"2017-2019"
"76778V704564";"Palmesøndag";7280;3;"2017-2019"
"76778V704564";"Mandag";13229;3;"2017-2019"
"76778V704564";"Tirsdag";13217;3;"2017-2019"
"76778V704564";"Onsdag";14770;3;"2017-2019"
"76778V704564";"Skjærtorsdag";12420;3;"2017-2019"
"76778V704564";"Langfredag";8034;3;"2017-2019"
"76778V704564";"Påskeaften";8147;3;"2017-2019"
"76778V704564";"1. påskedag";6452;3;"2017-2019"
"76778V704564";"2. påskedag";6580;3;"2017-2019"
"77022V72359";"Fredag";14832;3;"2017-2019"
"77022V72359";"Lørdag";8166;3;"2017-2019"
"77022V72359";"Palmesøndag";6841;3;"2017-2019"
"77022V72359";"Mandag";10578;3;"2017-2019"
"77022V72359";"Tirsdag";10287;3;"2017-2019"
"77022V72359";"Onsdag";8770;3;"2017-2019"
"77022V72359";"Skjærtorsdag";5403;3;"2017-2019"
"77022V72359";"Langfredag";4963;3;"2017-2019"
"77022V72359";"Påskeaften";5255;3;"2017-2019"
"77022V72359";"1. påskedag";6917;3;"2017-2019"
"77022V72359";"2. påskedag";8934;3;"2017-2019"
"77061V444230";"Fredag";29749;1;"2017-2019"
"77061V444230";"Lørdag";19553;1;"2017-2019"
"77061V444230";"Palmesøndag";14015;1;"2017-2019"
"77061V444230";"Mandag";25796;1;"2017-2019"
"77061V444230";"Tirsdag";25161;1;"2017-2019"
