"point_id";"point_name";"from";"total_volume";"coverage";"easter_day";"period"
"02087V625292";"EV 18 V/ MASTEMYR";"2020-04-10";8942;100;"Langfredag";"2020"
"02087V625292";"EV 18 V/ MASTEMYR";"2020-04-11";7225;100;"Påskeaften";"2020"
"02087V625292";"EV 18 V/ MASTEMYR";"2020-04-12";7870;100;"1. påskedag";"2020"
"02087V625292";"EV 18 V/ MASTEMYR";"2020-04-13";7444;100;"2. påskedag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-03";4672;100;"Fredag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-04";1895;100;"Lørdag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-05";1301;100;"Palmesøndag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-06";4433;100;"Mandag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-07";4199;100;"Tirsdag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-08";4150;100;"Onsdag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-09";1825;100;"Skjærtorsdag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-10";1628;100;"Langfredag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-11";1834;100;"Påskeaften";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-12";1400;100;"1. påskedag";"2020"
"04525V625637";"Ø.Akersvei rampe mot Hvam";"2020-04-13";1697;100;"2. påskedag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-03";48456;100;"Fredag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-04";34299;100;"Lørdag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-05";25301;100;"Palmesøndag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-06";51026;100;"Mandag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-07";52112;100;"Tirsdag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-08";51193;100;"Onsdag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-09";32922;100;"Skjærtorsdag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-10";31051;100;"Langfredag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-11";27931;100;"Påskeaften";"2020"
"04925V444232";"Lysakerlokket";"2020-04-12";29113;100;"1. påskedag";"2020"
"04925V444232";"Lysakerlokket";"2020-04-13";30701;100;"2. påskedag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-03";14825;100;"Fredag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-04";11329;100;"Lørdag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-05";7963;100;"Palmesøndag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-06";14960;100;"Mandag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-07";15591;100;"Tirsdag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-08";15735;100;"Onsdag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-09";9755;100;"Skjærtorsdag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-10";9730;100;"Langfredag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-11";11231;100;"Påskeaften";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-12";9165;100;"1. påskedag";"2020"
"07144V625582";"Sørkedalsveien";"2020-04-13";9813;100;"2. påskedag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-03";5701;100;"Fredag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-04";4831;100;"Lørdag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-05";3147;100;"Palmesøndag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-06";6666;100;"Mandag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-07";7150;100;"Tirsdag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-08";6588;100;"Onsdag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-09";3734;100;"Skjærtorsdag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-10";3799;100;"Langfredag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-11";4650;100;"Påskeaften";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-12";3536;100;"1. påskedag";"2020"
"10924V2275488";"Mastemyrveien N1";"2020-04-13";3700;100;"2. påskedag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-03";11751;100;"Fredag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-04";10477;100;"Lørdag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-05";6268;100;"Palmesøndag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-06";12770;100;"Mandag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-07";13361;100;"Tirsdag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-08";13473;100;"Onsdag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-09";7890;100;"Skjærtorsdag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-10";8128;100;"Langfredag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-11";9697;100;"Påskeaften";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-12";7060;100;"1. påskedag";"2020"
"13322V443660";"LOMMEDALSVEIEN";"2020-04-13";7371;100;"2. påskedag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-03";67428;100;"Fredag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-04";45523;100;"Lørdag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-05";30899;100;"Palmesøndag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-06";69687;100;"Mandag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-07";69909;100;"Tirsdag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-08";68072;100;"Onsdag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-09";43191;100;"Skjærtorsdag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-10";41373;100;"Langfredag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-11";41114;100;"Påskeaften";"2020"
"13447V625213";"E6 Manglerud";"2020-04-12";36365;100;"1. påskedag";"2020"
"13447V625213";"E6 Manglerud";"2020-04-13";37882;100;"2. påskedag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-03";12038;100;"Fredag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-04";8820;100;"Lørdag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-05";6306;100;"Palmesøndag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-06";12223;100;"Mandag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-07";12993;100;"Tirsdag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-08";12532;100;"Onsdag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-09";10765;100;"Skjærtorsdag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-10";10395;100;"Langfredag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-11";8327;100;"Påskeaften";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-12";8954;100;"1. påskedag";"2020"
"13658V2659403";"Granfosstunnelen Mot Metrering";"2020-04-13";8809;100;"2. påskedag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-03";5727;100;"Fredag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-04";4598;100;"Lørdag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-05";3886;100;"Palmesøndag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-06";5685;100;"Mandag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-07";6024;100;"Tirsdag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-08";5952;100;"Onsdag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-09";4659;100;"Skjærtorsdag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-10";4603;100;"Langfredag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-11";4244;100;"Påskeaften";"2020"
"13999V625502";"Finnmarksgata";"2020-04-12";4403;100;"1. påskedag";"2020"
"13999V625502";"Finnmarksgata";"2020-04-13";4597;100;"2. påskedag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-03";10009;100;"Fredag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-04";7961;100;"Lørdag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-05";3699;100;"Palmesøndag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-06";10959;100;"Mandag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-07";11074;100;"Tirsdag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-08";11347;100;"Onsdag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-09";4896;100;"Skjærtorsdag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-10";5202;100;"Langfredag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-11";8786;100;"Påskeaften";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-12";4119;100;"1. påskedag";"2020"
"14487V2479113";"Fv 6 Vestby storsenter";"2020-04-13";4903;100;"2. påskedag";"2020"
"14775V443441";"Kneppe";"2020-04-03";7454;100;"Fredag";"2020"
"14775V443441";"Kneppe";"2020-04-04";5578;100;"Lørdag";"2020"
"14775V443441";"Kneppe";"2020-04-05";3861;100;"Palmesøndag";"2020"
"14775V443441";"Kneppe";"2020-04-06";7900;100;"Mandag";"2020"
"14775V443441";"Kneppe";"2020-04-07";7718;100;"Tirsdag";"2020"
"14775V443441";"Kneppe";"2020-04-08";7536;100;"Onsdag";"2020"
"14775V443441";"Kneppe";"2020-04-09";5270;100;"Skjærtorsdag";"2020"
"14775V443441";"Kneppe";"2020-04-10";5230;100;"Langfredag";"2020"
"14775V443441";"Kneppe";"2020-04-11";4950;100;"Påskeaften";"2020"
"14775V443441";"Kneppe";"2020-04-12";4478;100;"1. påskedag";"2020"
"14775V443441";"Kneppe";"2020-04-13";4767;100;"2. påskedag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-03";15667;100;"Fredag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-04";12363;100;"Lørdag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-05";8363;100;"Palmesøndag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-06";16834;100;"Mandag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-07";17529;100;"Tirsdag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-08";17471;100;"Onsdag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-09";10881;100;"Skjærtorsdag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-10";10849;100;"Langfredag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-11";12036;100;"Påskeaften";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-12";9774;100;"1. påskedag";"2020"
"15135V443654";"ASKER XFV207 SIKTA";"2020-04-13";9887;100;"2. påskedag";"2020"
"16271V444295";"HVAL";"2020-04-03";7267;100;"Fredag";"2020"
"16271V444295";"HVAL";"2020-04-04";4656;100;"Lørdag";"2020"
"16271V444295";"HVAL";"2020-04-05";3238;100;"Palmesøndag";"2020"
"16271V444295";"HVAL";"2020-04-06";7315;100;"Mandag";"2020"
"16271V444295";"HVAL";"2020-04-07";7227;100;"Tirsdag";"2020"
"16271V444295";"HVAL";"2020-04-08";6778;100;"Onsdag";"2020"
"16271V444295";"HVAL";"2020-04-09";4154;100;"Skjærtorsdag";"2020"
"16271V444295";"HVAL";"2020-04-10";4105;100;"Langfredag";"2020"
"16271V444295";"HVAL";"2020-04-11";4014;100;"Påskeaften";"2020"
"16271V444295";"HVAL";"2020-04-12";3655;100;"1. påskedag";"2020"
"16271V444295";"HVAL";"2020-04-13";3853;100;"2. påskedag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-03";22130;100;"Fredag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-04";13890;100;"Lørdag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-05";9067;100;"Palmesøndag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-06";22476;100;"Mandag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-07";23008;100;"Tirsdag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-08";21757;100;"Onsdag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-09";12469;100;"Skjærtorsdag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-10";11799;100;"Langfredag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-11";11991;100;"Påskeaften";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-12";10016;100;"1. påskedag";"2020"
"16477V625646";"Karihaugen rampe mot Skårer";"2020-04-13";10941;100;"2. påskedag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-03";7581;100;"Fredag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-04";6864;100;"Lørdag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-05";4588;99,89;"Palmesøndag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-06";8111;100;"Mandag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-07";8442;100;"Tirsdag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-08";8603;100;"Onsdag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-09";6241;100;"Skjærtorsdag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-10";6262;100;"Langfredag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-11";6339;100;"Påskeaften";"2020"
"17839V604335";"Holmenkollveien";"2020-04-12";6010;100;"1. påskedag";"2020"
"17839V604335";"Holmenkollveien";"2020-04-13";5921;100;"2. påskedag";"2020"
"18012V444303";"Årnes Runni";"2020-04-03";3233;100;"Fredag";"2020"
"18012V444303";"Årnes Runni";"2020-04-04";2359;100;"Lørdag";"2020"
"18012V444303";"Årnes Runni";"2020-04-05";1660;100;"Palmesøndag";"2020"
"18012V444303";"Årnes Runni";"2020-04-06";3279;100;"Mandag";"2020"
"18012V444303";"Årnes Runni";"2020-04-07";3405;100;"Tirsdag";"2020"
"18012V444303";"Årnes Runni";"2020-04-08";3113;100;"Onsdag";"2020"
"18012V444303";"Årnes Runni";"2020-04-09";2066;100;"Skjærtorsdag";"2020"
"18012V444303";"Årnes Runni";"2020-04-10";2099;100;"Langfredag";"2020"
"18012V444303";"Årnes Runni";"2020-04-11";2242;100;"Påskeaften";"2020"
"18012V444303";"Årnes Runni";"2020-04-12";1863;100;"1. påskedag";"2020"
"18012V444303";"Årnes Runni";"2020-04-13";1898;100;"2. påskedag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-03";9001;100;"Fredag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-04";4954;100;"Lørdag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-05";4079;100;"Palmesøndag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-06";9397;100;"Mandag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-07";9230;100;"Tirsdag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-08";8637;100;"Onsdag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-09";5649;100;"Skjærtorsdag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-10";5468;100;"Langfredag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-11";4628;100;"Påskeaften";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-12";4619;100;"1. påskedag";"2020"
"18512V1665976";"BORGENKRYSSET";"2020-04-13";5103;100;"2. påskedag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-03";5858;100;"Fredag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-04";5324;100;"Lørdag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-05";3301;100;"Palmesøndag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-06";6119;100;"Mandag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-07";6497;100;"Tirsdag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-08";6526;100;"Onsdag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-09";4081;100;"Skjærtorsdag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-10";4074;100;"Langfredag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-11";4577;100;"Påskeaften";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-12";3781;100;"1. påskedag";"2020"
"18674V443880";"KIRKEVN V/HVALSTAD";"2020-04-13";3999;100;"2. påskedag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-03";15824;100;"Fredag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-04";11960;100;"Lørdag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-05";5824;100;"Palmesøndag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-06";17194;100;"Mandag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-07";16948;100;"Tirsdag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-08";17541;100;"Onsdag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-09";7636;100;"Skjærtorsdag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-10";7869;100;"Langfredag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-11";12402;100;"Påskeaften";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-12";6695;100;"1. påskedag";"2020"
"22654V443542";"Nygårdskrysset xf";"2020-04-13";7214;100;"2. påskedag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-03";10638;100;"Fredag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-04";7448;100;"Lørdag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-05";5080;100;"Palmesøndag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-06";11410;100;"Mandag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-07";11764;100;"Tirsdag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-08";10971;100;"Onsdag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-09";6279;100;"Skjærtorsdag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-10";5967;100;"Langfredag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-11";7017;100;"Påskeaften";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-12";5180;100;"1. påskedag";"2020"
"24927V443403";"SKEDSMO STRANDEN";"2020-04-13";5944;100;"2. påskedag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-03";19287;100;"Fredag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-04";16271;100;"Lørdag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-05";9978;100;"Palmesøndag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-06";20813;100;"Mandag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-07";21198;100;"Tirsdag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-08";21971;100;"Onsdag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-09";12934;100;"Skjærtorsdag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-10";12757;100;"Langfredag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-11";15475;100;"Påskeaften";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-12";11636;100;"1. påskedag";"2020"
"25348V625498";"Vækerøveien v/Ullernchaussen ";"2020-04-13";12417;100;"2. påskedag";"2020"
"27857V444273";"Nessetveien";"2020-04-03";8573;100;"Fredag";"2020"
"27857V444273";"Nessetveien";"2020-04-04";7270;100;"Lørdag";"2020"
"27857V444273";"Nessetveien";"2020-04-05";4239;100;"Palmesøndag";"2020"
"27857V444273";"Nessetveien";"2020-04-06";9777;100;"Mandag";"2020"
"27857V444273";"Nessetveien";"2020-04-07";10236;100;"Tirsdag";"2020"
"27857V444273";"Nessetveien";"2020-04-08";9509;100;"Onsdag";"2020"
"27857V444273";"Nessetveien";"2020-04-09";7039;100;"Skjærtorsdag";"2020"
"27857V444273";"Nessetveien";"2020-04-10";7125;100;"Langfredag";"2020"
"27857V444273";"Nessetveien";"2020-04-11";6400;100;"Påskeaften";"2020"
"27857V444273";"Nessetveien";"2020-04-12";5800;100;"1. påskedag";"2020"
"27857V444273";"Nessetveien";"2020-04-13";5697;100;"2. påskedag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-03";16768;100;"Fredag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-04";11173;100;"Lørdag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-05";7115;100;"Palmesøndag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-06";17242;100;"Mandag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-07";17639;100;"Tirsdag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-08";16571;100;"Onsdag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-09";11458;100;"Skjærtorsdag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-10";9918;100;"Langfredag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-11";9483;100;"Påskeaften";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-12";8369;100;"1. påskedag";"2020"
"28516V444278";"RV159 VAREMESSA";"2020-04-13";8639;100;"2. påskedag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-03";9904;100;"Fredag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-04";6676;100;"Lørdag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-05";5309;100;"Palmesøndag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-06";9491;100;"Mandag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-07";9434;100;"Tirsdag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-08";9172;100;"Onsdag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-09";7587;100;"Skjærtorsdag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-10";10725;100;"Langfredag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-11";9367;100;"Påskeaften";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-12";8800;100;"1. påskedag";"2020"
"29403V625517";"VATERLANDTUNNELEN";"2020-04-13";7372;100;"2. påskedag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-03";9103;100;"Fredag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-04";6426;100;"Lørdag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-05";4925;100;"Palmesøndag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-06";8724;100;"Mandag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-07";8979;99,74;"Tirsdag";"2020"
"29852V2460300";"Kong Håkon 5.s gt Sydgående";"2020-04-08";8960;99,89;"Onsdag";"2020"
